row,gold_set,provider,merchant_raw,description_raw,amount,direction,gold_leaf,gold_general,review_notes,agree,native_category_raw,plaid_leaf,plaid_general,native_leaf,native_general,pipeline_leaf,pipeline_general,pipeline_tier,gold_matches_native,gold_matches_pipeline,gold_matches_native_general,gold_matches_pipeline_general,excluded_from_v3_score_self_sourced_dict
673,v3_volume,plaid,Rumbles Fish Bar,Rumbles Fish Bar,8.4,debit,takeaway,eating_drinking_out,Rumbles Fish Bar chip shop.,yes,DINING_DINING,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,takeaway,eating_drinking_out,T4_dictionary,no,yes,yes,yes,no
674,v3_volume,plaid,Apple,APPLE.COM/BILL CD 1273,2.99,debit,software,digital_subscriptions_services,Apple.com/bill.,established,GENERAL_MERCHANDISE_COMPUTERS_AND_ELECTRONICS,computing_devices,general_retail_marketplaces,computing_devices,general_retail_marketplaces,software,digital_subscriptions_services,T4_dictionary,no,yes,no,yes,no
675,v3_volume,plaid,The Flowerpot,The Flowerpot,7.05,debit,unclassified_card_spend,unclassified,The Flowerpot collides: multiple UK pubs and florists share the name; narrative does not disambiguate.,no,GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE,retail_other,general_retail_marketplaces,retail_other,general_retail_marketplaces,retail_other,general_retail_marketplaces,T6_native_fallback,no,no,no,no,no
676,v3_volume,plaid,Ovo Energy,OVO Energy,20,debit,energy,utilities_household_bills,OVO Energy bill.,established,RENT_AND_UTILITIES_OTHER_UTILITIES,utility_other,utilities_household_bills,utility_other,utilities_household_bills,energy,utilities_household_bills,T4_dictionary,no,yes,yes,yes,no
677,v3_volume,plaid,Clearpay,Clearpay,9.72,debit,bnpl,credit_loan_repayments,Clearpay; no underlying shop.,established,LOAN_PAYMENTS_BNPL_AND_EWA,bnpl,credit_loan_repayments,bnpl,credit_loan_repayments,bnpl,credit_loan_repayments,T4_dictionary,yes,yes,yes,yes,no
678,v3_volume,plaid,Tamesidesportstrus,www.tamesidesportstrus,35.99,debit,gym_fitness,health_medical,Override prefill sports_participation. Tameside Sports Trust (Active Tameside) £35.99 is a leisure-centre gym membership.,yes,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,unclassified_transfer,unclassified,unclassified_transfer,unclassified,T6_native_fallback,no,no,no,no,no
679,v3_volume,plaid,M Thompson,M THOMPSON 06SEP25 772233 73607468,5,debit,transfer_p2p,transfers,Override prefill unclassified_other. Debit to named person M Thompson.,yes,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,unclassified_transfer,unclassified,transfer_p2p,transfers,T4_dictionary,no,yes,no,yes,no
680,v3_volume,plaid,Village Store,VILLAGE STORE  ON 15 JUL CLP,0.79,debit,convenience_store,groceries_household_essentials,Village store corner shop.,yes,GENERAL_MERCHANDISE_CONVENIENCE_STORES,convenience_store,groceries_household_essentials,convenience_store,groceries_household_essentials,convenience_store,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
681,v3_volume,plaid,Ballerrs Ol,Ballerrs Ol12,14.5,debit,unclassified_other,unclassified,"Ballerrs Ol12 collides (sports bar, streetwear, socks brand) and could be a person; do not pick one.",yes,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,unclassified_transfer,unclassified,unclassified_transfer,unclassified,T6_native_fallback,no,no,yes,yes,no
682,v3_volume,plaid,Daniel Fahey Loan,DANIEL FAHEY  LOAN FT,27,debit,transfer_p2p,transfers,"Override prefill personal_loan_repayment. Named person Daniel Fahey with LOAN memo is informal P2P borrowing, not a licensed lender.",yes,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,personal_loan_repayment,credit_loan_repayments,personal_loan_repayment,credit_loan_repayments,personal_loan_repayment,credit_loan_repayments,T6_native_fallback,no,no,no,no,no
683,v3_volume,plaid,Morr Airdrie Cd,MORR AIRDRIE CD 7396,20.13,debit,groceries,groceries_household_essentials,Override prefill unclassified_other. MORR AIRDRIE is Morrisons Airdrie supermarket.,yes,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,unclassified_transfer,unclassified,unclassified_transfer,unclassified,T6_native_fallback,no,no,no,no,no
684,v3_volume,plaid,Amazon,CARD PAYMENT TO AMZNMKTPLACE*R47ZW5L94 ON 25-08-2025,5.99,debit,marketplace_amazon,general_retail_marketplaces,Amazon Marketplace purchase.,established,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES,marketplace_general,general_retail_marketplaces,marketplace_general,general_retail_marketplaces,marketplace_amazon,general_retail_marketplaces,T4_dictionary,no,yes,yes,yes,no
685,v3_volume,plaid,Lexi Simm Mum,Lexi Simm                                mum x,3,debit,transfer_p2p,transfers,Debit to named person Lexi Simm with mum memo.,no,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,unclassified_transfer,unclassified,transfer_p2p,transfers,T4_dictionary,no,yes,no,yes,no
686,v3_volume,plaid,Wagamama,Wagamama Limited 2,29.15,debit,restaurant_cafe,eating_drinking_out,Wagamama restaurant.,yes,DINING_DINING,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,T4_dictionary,yes,yes,yes,yes,no
687,v3_volume,plaid,Clearpay,0052 05SEP25      CLEARPAY          CLEARPAY.CO.U GB,26.73,debit,bnpl,credit_loan_repayments,Clearpay; no underlying shop.,established,LOAN_PAYMENTS_BNPL_AND_EWA,bnpl,credit_loan_repayments,bnpl,credit_loan_repayments,bnpl,credit_loan_repayments,T4_dictionary,yes,yes,yes,yes,no
688,v3_volume,plaid,Lowestoft Bowl,Lowestoft Bowl,21.05,debit,days_out,entertainment_leisure,Lowestoft Bowl ten-pin bowling / family entertainment centre.,yes,ENTERTAINMENT_EVENTS_AND_TICKETS,live_music,entertainment_leisure,live_music,entertainment_leisure,live_music,entertainment_leisure,T6_native_fallback,no,no,yes,yes,no
689,v3_volume,plaid,Mr P J Hara Mr Peter,Mr P J Hara Mr Peter Hara,3.57,debit,transfer_p2p,transfers,Debit to named person Mr P J Hara / Peter Hara.,no,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,unclassified_transfer,unclassified,transfer_p2p,transfers,T4_dictionary,no,yes,no,yes,no
690,v3_volume,plaid,SkyBet,Sky Bet,10,debit,gambling_betting,gambling,Sky Bet bookmaker.,yes,ENTERTAINMENT_CASINOS_AND_GAMBLING,gambling_unspecified,gambling,gambling_unspecified,gambling,gambling_betting,gambling,T4_dictionary,no,yes,yes,yes,no
691,v3_volume,plaid,Tesco,TESCO STORES 6460  ON 08 JUL CPM Tesco,29.2,debit,groceries,groceries_household_essentials,Tesco supermarket.,established,FOOD_RETAIL_GROCERIES,groceries,groceries_household_essentials,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
692,v3_volume,plaid,Luke J Hills,Payment to LUKE J HILLS 601455 61069604,15,debit,transfer_p2p,transfers,Override prefill unclassified_other. Payment to named person Luke J Hills; gas/electric native is wrong.,yes,RENT_AND_UTILITIES_GAS_AND_ELECTRICITY,energy,utilities_household_bills,energy,utilities_household_bills,energy,utilities_household_bills,T6_native_fallback,no,no,no,no,no
693,v3_volume,plaid,Tesco,Cash at Tesco Lodge Pk Exp,31,debit,cash_withdrawal,cash,Override prefill groceries. Cash at Tesco Lodge Park Express is ATM cash withdrawal.,established,TRANSFER_OUT_CHECKS_AND_ATM,cash_withdrawal,cash,cash_withdrawal,cash,groceries,groceries_household_essentials,T4_dictionary,yes,no,yes,no,no
694,v3_volume,plaid,Waitrose,WAITROSE 207,5.35,debit,groceries,groceries_household_essentials,Waitrose supermarket.,established,FOOD_RETAIL_GROCERIES,groceries,groceries_household_essentials,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
695,v3_volume,plaid,Raylo,RAYLO 6XM3EXC,20.98,debit,retail_finance_repayment,credit_loan_repayments,Raylo device finance.,yes,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES,marketplace_general,general_retail_marketplaces,marketplace_general,general_retail_marketplaces,retail_finance_repayment,credit_loan_repayments,T4_dictionary,no,yes,no,yes,no
696,v3_volume,plaid,Vinted,Visa purchase MGP*Vinted,5.45,debit,marketplace_general,general_retail_marketplaces,Vinted marketplace.,established,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES,marketplace_general,general_retail_marketplaces,marketplace_general,general_retail_marketplaces,marketplace_general,general_retail_marketplaces,T4_dictionary,yes,yes,yes,yes,no
697,v3_volume,plaid,Zilch,ZILCH TEMU.COM,17.67,debit,marketplace_general,general_retail_marketplaces,Override prefill bnpl. Zilch*Temu: underlying merchant is Temu marketplace.,yes,LOAN_PAYMENTS_BNPL_AND_EWA,bnpl,credit_loan_repayments,bnpl,credit_loan_repayments,bnpl,credit_loan_repayments,T4_dictionary,no,no,no,no,no
698,v3_volume,plaid,Zopa,ZOPA CREDIT CARDS JFCGPS4-ZOPA,21.51,debit,credit_card_repayment,credit_loan_repayments,"Zopa Credit Cards repayment, not a Zopa personal loan.",no,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,personal_loan_repayment,credit_loan_repayments,personal_loan_repayment,credit_loan_repayments,personal_loan_repayment,credit_loan_repayments,T4_dictionary,no,no,yes,yes,no
699,v3_volume,plaid,BetFred,8062 12AUG25      BETFRED           GIBRALTAR GI,50,debit,gambling_betting,gambling,Betfred bookmaker.,established,ENTERTAINMENT_CASINOS_AND_GAMBLING,gambling_unspecified,gambling,gambling_unspecified,gambling,gambling_betting,gambling,T4_dictionary,no,yes,yes,yes,no
700,v3_volume,plaid,Dvla,DVLA-GK12VSN                          REFERENCE: 000000000062862804,22.31,debit,road_tax,transport_motoring,DVLA VED for GK12VSN.,established,GOVERNMENTS_AND_NON_PROFIT_GOVERNMENTS_AND_NON_PROFIT,council_tax,council_tax_government,council_tax,council_tax_government,road_tax,transport_motoring,T4_dictionary,no,yes,no,yes,no
701,v3_volume,plaid,tombola,TOMBOLA,10,debit,gambling_bingo,gambling,Tombola online bingo.,established,ENTERTAINMENT_CASINOS_AND_GAMBLING,gambling_unspecified,gambling,gambling_unspecified,gambling,gambling_bingo,gambling,T4_dictionary,no,yes,yes,yes,no
702,v3_volume,plaid,La Casa Caffe,LA CASA CAFFE LTD La Casa Caffe,3.2,debit,restaurant_cafe,eating_drinking_out,La Casa Caffe coffee shop.,yes,DINING_COFFEE,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,T6_native_fallback,yes,yes,yes,yes,no
703,v3_volume,plaid,Severn Trent,SEVERN TRENT WATER 7750071285,36.68,debit,water,utilities_household_bills,Severn Trent Water bill.,established,RENT_AND_UTILITIES_WATER,water,utilities_household_bills,water,utilities_household_bills,water,utilities_household_bills,T4_dictionary,yes,yes,yes,yes,no
704,v3_volume,plaid,Deliveroo,Visa purchase DELIVEROO 0797,22.45,debit,takeaway,eating_drinking_out,Deliveroo takeaway.,established,DINING_DINING,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,takeaway,eating_drinking_out,T4_dictionary,no,yes,yes,yes,no
705,v3_volume,plaid,Uber,UBER *TRIP HELP.UB,12.53,debit,taxi_rideshare,transport_motoring,Uber trip.,yes,TRAVEL_AND_TRANSPORTATION_TAXIS_AND_RIDE_SHARES,taxi_rideshare,transport_motoring,taxi_rideshare,transport_motoring,taxi_rideshare,transport_motoring,T4_dictionary,yes,yes,yes,yes,no
706,v3_volume,plaid,Clearpay,CARD PAYMENT TO CLEARPAY ON 04-08-2025,25,debit,bnpl,credit_loan_repayments,Clearpay; no underlying shop.,established,LOAN_PAYMENTS_BNPL_AND_EWA,bnpl,credit_loan_repayments,bnpl,credit_loan_repayments,bnpl,credit_loan_repayments,T4_dictionary,yes,yes,yes,yes,no
707,v3_volume,plaid,Bet365,BET365,20,debit,gambling_betting,gambling,Bet365 bookmaker.,established,ENTERTAINMENT_CASINOS_AND_GAMBLING,gambling_unspecified,gambling,gambling_unspecified,gambling,gambling_betting,gambling,T4_dictionary,no,yes,yes,yes,no
708,v3_volume,plaid,Bet365,BET365,40,debit,gambling_betting,gambling,Bet365 bookmaker.,established,ENTERTAINMENT_CASINOS_AND_GAMBLING,gambling_unspecified,gambling,gambling_unspecified,gambling,gambling_betting,gambling,T4_dictionary,no,yes,yes,yes,no
709,v3_volume,plaid,CO-OP,CO-OP GROUP 010670  ON 02 SEP CPM The Co-Operative,8.65,debit,groceries,groceries_household_essentials,Co-op grocery spend.,established,FOOD_RETAIL_GROCERIES,groceries,groceries_household_essentials,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
710,v3_volume,plaid,Home Bargains,HOME BARGAINS,18.26,debit,discount_store,groceries_household_essentials,Home Bargains discounter.,established,GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE,retail_other,general_retail_marketplaces,retail_other,general_retail_marketplaces,discount_store,groceries_household_essentials,T4_dictionary,no,yes,no,yes,no
711,v3_volume,plaid,New Look,NEW LOOK MCOMM  ON 13 AUG CPM New Look,13.99,debit,clothing_general,clothing_personal_care,New Look clothing.,established,GENERAL_MERCHANDISE_APPAREL_AND_ACCESSORIES,clothing_general,clothing_personal_care,clothing_general,clothing_personal_care,clothing_general,clothing_personal_care,T4_dictionary,yes,yes,yes,yes,no
712,v3_volume,plaid,Tesco,LNK TESCO TALBOT G,120,debit,cash_withdrawal,cash,Override prefill groceries. LNK Tesco Talbot Green is LINK ATM cash.,established,TRANSFER_OUT_CHECKS_AND_ATM,cash_withdrawal,cash,cash_withdrawal,cash,groceries,groceries_household_essentials,T4_dictionary,yes,no,yes,no,no
713,v3_volume,plaid,William Hill,WILLIAMHILL*INTERN,20,debit,gambling_betting,gambling,William Hill internet betting.,established,ENTERTAINMENT_CASINOS_AND_GAMBLING,gambling_unspecified,gambling,gambling_unspecified,gambling,gambling_betting,gambling,T4_dictionary,no,yes,yes,yes,no
714,v3_volume,plaid,Miss Alice Edwards Jane,MISS ALICE EDWARDS  JANE FT,10,debit,transfer_p2p,transfers,Faster payment to named person Miss Alice Edwards Jane.,no,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,unclassified_transfer,unclassified,transfer_p2p,transfers,T5_R01,no,yes,no,yes,no
715,v3_volume,plaid,Off Licence Gs Wi,PPOINT_*OFF LICENC,2.65,debit,alcohol_beer_spirits,groceries_household_essentials,PayPoint off-licence purchase.,yes,TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION,transport_other,transport_motoring,transport_other,transport_motoring,transport_other,transport_motoring,T6_native_fallback,no,no,no,no,no
716,v3_volume,plaid,Tesco,5853 09SEP25 C    TESCO STORES 6017 MANCHESTER GB,79.61,debit,groceries,groceries_household_essentials,Tesco supermarket.,established,FOOD_RETAIL_GROCERIES,groceries,groceries_household_essentials,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
717,v3_volume,plaid,Hiren Kantilal,HIREN KANTILAL 400000001650113261,5,debit,transfer_p2p,transfers,Debit to named person Hiren Kantilal.,no,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,unclassified_transfer,unclassified,unclassified_transfer,unclassified,T6_native_fallback,no,no,no,no,no
718,v3_volume,plaid,Revolut,CHARLES DIGNEY SENT FROM REVOLUT REV604396849151053,-88,credit,transfer_p2p,transfers,Revolut credit from named person Charles Digney.,no,TRANSFER_IN_TRANSFER_IN_FROM_APPS,transfer_p2p,transfers,transfer_p2p,transfers,transfer_own_account,transfers,T4_dictionary,yes,no,yes,yes,no
719,v3_volume,plaid,Shell,SHELL MILTON,50.61,debit,fuel,transport_motoring,Shell Milton forecourt.,established,TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION,transport_other,transport_motoring,transport_other,transport_motoring,fuel,transport_motoring,T4_dictionary,no,yes,yes,yes,no
720,v3_volume,plaid,Uber Eats,CARD PAYMENT TO UBER *EATS ON 05-07-2025,9.88,debit,takeaway,eating_drinking_out,Uber Eats.,established,DINING_DINING,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,takeaway,eating_drinking_out,T4_dictionary,no,yes,yes,yes,no
721,v3_volume,plaid,Clearpay,PENDING CLEARPAY,12.38,debit,bnpl,credit_loan_repayments,Clearpay pending; no shop named.,established,LOAN_PAYMENTS_BNPL_AND_EWA,bnpl,credit_loan_repayments,bnpl,credit_loan_repayments,bnpl,credit_loan_repayments,T4_dictionary,yes,yes,yes,yes,no
722,v3_volume,plaid,Google,PAYPAL *GOOGLE GOO35314369001,1.59,debit,web_services,digital_subscriptions_services,PayPal*Google small consumer bill; product not distinguishable (Play vs cloud) so keep Google services/web.,established,GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE,retail_other,general_retail_marketplaces,retail_other,general_retail_marketplaces,software,digital_subscriptions_services,T4_dictionary,no,no,no,yes,no
723,v3_volume,plaid,Morrisons,MORRISONS DAILY,19.04,debit,groceries,groceries_household_essentials,Morrisons Daily food shop.,yes,FOOD_RETAIL_GROCERIES,groceries,groceries_household_essentials,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
724,v3_volume,plaid,Lodos Food Centre,Lodos Food Centre,6.99,debit,groceries_specialist,groceries_household_essentials,"Lodos Food Centre is a halal/world-food specialist grocer, not a general supermarket.",no,FOOD_RETAIL_GROCERIES,groceries,groceries_household_essentials,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,no,no,yes,yes,no
725,v3_volume,plaid,Amazon,CARD PAYMENT TO AMAZON UK* ZT7AF6RZ4 ON 08-09-2025,35.8,debit,marketplace_amazon,general_retail_marketplaces,Amazon UK purchase.,established,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES,marketplace_general,general_retail_marketplaces,marketplace_general,general_retail_marketplaces,marketplace_amazon,general_retail_marketplaces,T4_dictionary,no,yes,yes,yes,no
726,v3_volume,plaid,Lidl,LIDL BELFAST- SHOR,23.76,debit,groceries,groceries_household_essentials,Lidl Belfast grocery spend.,established,FOOD_RETAIL_GROCERIES,groceries,groceries_household_essentials,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
727,v3_volume,plaid,Budgens,Contactless Payment BUDGENS WATTON AT STONE,18.14,debit,groceries,groceries_household_essentials,Override prefill convenience_store. Budgens Watton-at-Stone is a symbol food shop.,established,FOOD_RETAIL_GROCERIES,groceries,groceries_household_essentials,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
728,v3_volume,plaid,Poundland,Poundland,2,debit,discount_store,groceries_household_essentials,Poundland discounter.,established,GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE,retail_other,general_retail_marketplaces,retail_other,general_retail_marketplaces,discount_store,groceries_household_essentials,T4_dictionary,no,yes,no,yes,no
729,v3_volume,plaid,Scotlands Charity,SCOTLANDS CHARITY,4.34,debit,charitable_donation,charitable_political_giving,Scotland's Charity (Air Ambulance) payment; £4.34 is not a round lottery stake so donation not gambling_lottery.,yes,GOVERNMENTS_AND_NON_PROFIT_DONATIONS,charitable_donation,charitable_political_giving,charitable_donation,charitable_political_giving,charitable_donation,charitable_political_giving,T6_native_fallback,yes,yes,yes,yes,no
730,v3_volume,plaid,Amazon Prime Video,Prime  Video*RC1C2,0.99,debit,streaming,digital_subscriptions_services,Prime Video streaming.,established,ENTERTAINMENT_MUSIC_VIDEO_GAMES_TV_AND_MOVIES,entertainment_other,entertainment_leisure,entertainment_other,entertainment_leisure,streaming,digital_subscriptions_services,T4_dictionary,no,yes,no,yes,no
731,v3_volume,plaid,COOP,CENTRAL ENG COOP RLE12 8DU,17.98,debit,groceries,groceries_household_essentials,Central England Co-op grocery spend.,established,FOOD_RETAIL_GROCERIES,groceries,groceries_household_essentials,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T6_native_fallback,yes,yes,yes,yes,no
732,v3_volume,plaid,Motor Fuel Group,0285 26JUL25 C    MFG WATERLINKS    BIRMINGHAM GB,62.08,debit,fuel,transport_motoring,Motor Fuel Group (MFG Waterlinks) forecourt.,established,TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION,transport_other,transport_motoring,transport_other,transport_motoring,fuel,transport_motoring,T4_dictionary,no,yes,yes,yes,no
733,v3_volume,plaid,Vodafone,1003809596 Vodafone,10.5,debit,mobile_phone_contract,utilities_household_bills,"Override prefill savings_transfer. Vodafone is a mobile contract, not a savings product.",established,RENT_AND_UTILITIES_TELECOMMUNICATIONS,mobile_phone_contract,utilities_household_bills,mobile_phone_contract,utilities_household_bills,mobile_phone_contract,utilities_household_bills,T4_dictionary,yes,yes,yes,yes,no
734,v3_volume,plaid,Barclaycard,MRS CHRISTINA DYSO  XXXXXXXXXXXX3003 BBP Barclaycard,6.04,debit,credit_card_repayment,credit_loan_repayments,Barclaycard repayment (Christina Dyson is the cardholder name on the mandate).,established,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,credit_card_repayment,credit_loan_repayments,credit_card_repayment,credit_loan_repayments,credit_card_repayment,credit_loan_repayments,T4_dictionary,yes,yes,yes,yes,no
735,v3_volume,plaid,Midnite,MIDNITE.COM Midnite,10,debit,gambling_betting,gambling,Midnite.com is a UKGC sportsbook (casino is secondary); label the betting product.,no,ENTERTAINMENT_CASINOS_AND_GAMBLING,gambling_unspecified,gambling,gambling_unspecified,gambling,gambling_unspecified,gambling,T6_native_fallback,no,no,yes,yes,no
736,v3_volume,plaid,Raka Lane News,RAKA LANE NEWS,17.73,debit,convenience_store,groceries_household_essentials,Raka Lane News newsagent.,yes,GENERAL_MERCHANDISE_CONVENIENCE_STORES,convenience_store,groceries_household_essentials,convenience_store,groceries_household_essentials,convenience_store,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
737,v3_volume,plaid,Klarna,KLARNA*MUSTHAVEIDE,11.32,debit,retail_tv_online_shopping,general_retail_marketplaces,"Override prefill bnpl. Klarna*MUSTHAVEIDE is Must Have Ideas, a TV/online gadget-home retailer.",yes,LOAN_PAYMENTS_BNPL_AND_EWA,bnpl,credit_loan_repayments,bnpl,credit_loan_repayments,bnpl,credit_loan_repayments,T4_dictionary,no,no,no,no,no
738,v3_volume,plaid,Lisa V,Payment to LISA VANDOME 040709 01076643,30,debit,transfer_p2p,transfers,Payment to named person Lisa Vandomé.,no,TRANSFER_OUT_OTHER,unclassified_transfer,unclassified,unclassified_transfer,unclassified,unclassified_transfer,unclassified,T6_native_fallback,no,no,no,no,no
739,v3_volume,plaid,Amazonslots,Visa purchase AMAZONSLOTS.COM,10,debit,gambling_casino,gambling,"amazonslots.com is Jumpman Gaming online casino, not Amazon retail.",established,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES,marketplace_general,general_retail_marketplaces,marketplace_general,general_retail_marketplaces,marketplace_general,general_retail_marketplaces,T6_native_fallback,no,no,no,no,no
740,v3_volume,plaid,Mohammed Tareeq,MOHAMMED TAREEQ   RENT MUNAZZA KHAN VIA MOBILE - PYMT FP 21/08/25 10    05094013161462000N,925,debit,rent,housing,Mobile payment to Mohammed Tareeq with explicit RENT memo for Munazza Khan.,yes,RENT_AND_UTILITIES_RENT,rent,housing,rent,housing,rent,housing,T4_dictionary,yes,yes,yes,yes,no
741,v3_volume,plaid,Greggs,GREGGS PLC Greggs,3.35,debit,restaurant_cafe,eating_drinking_out,Greggs bakery cafe.,established,DINING_DINING,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,T4_dictionary,yes,yes,yes,yes,no
742,v3_volume,plaid,Klarna,Klarna,5.66,debit,bnpl,credit_loan_repayments,Klarna instalment; no underlying shop.,yes,LOAN_PAYMENTS_BNPL_AND_EWA,bnpl,credit_loan_repayments,bnpl,credit_loan_repayments,bnpl,credit_loan_repayments,T4_dictionary,yes,yes,yes,yes,no
743,v3_volume,plaid,JD Wetherspoon,Contactless Payment WETHERSPOONS APPLEPAY 9469,6.49,debit,pub_bar,eating_drinking_out,JD Wetherspoon pub.,yes,DINING_DINING,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,T6_native_fallback,no,no,yes,yes,no
744,v3_volume,plaid,Klarna,KLARNA*KLARNA,49.19,debit,bnpl,credit_loan_repayments,Klarna*Klarna self-billed instalment; no shop.,yes,LOAN_PAYMENTS_BNPL_AND_EWA,bnpl,credit_loan_repayments,bnpl,credit_loan_repayments,bnpl,credit_loan_repayments,T4_dictionary,yes,yes,yes,yes,no
745,v3_volume,plaid,ChargePoint,Chargepoint Nl Gbp,10,debit,fuel,transport_motoring,ChargePoint EV charging treated as fuel analogue.,yes,TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION,transport_other,transport_motoring,transport_other,transport_motoring,transport_other,transport_motoring,T6_native_fallback,no,no,yes,yes,no
746,v3_volume,plaid,McDonald's,3692 21SEP25  D   MCDONALDS 8260932 BLAYDON UPON GB,14.76,debit,takeaway,eating_drinking_out,McDonald's takeaway.,yes,DINING_DINING,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,takeaway,eating_drinking_out,T4_dictionary,no,yes,yes,yes,no
747,v3_volume,plaid,Win Bet Online LTD,WIN BET ONLINE LTD BULGARIA AMOUNT IN BGN 50.00 ON 22 JUL VISA 2.234692 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.67 ,23.04,debit,gambling_betting,gambling,Win Bet Online Ltd (Bulgaria) bookmaker; FX fee is incidental.,yes,ENTERTAINMENT_CASINOS_AND_GAMBLING,gambling_unspecified,gambling,gambling_unspecified,gambling,gambling_betting,gambling,T5_R07,no,yes,yes,yes,no
748,v3_volume,plaid,B & Q,B & Q 1346,4.5,debit,home_improvement,home_garden,B&Q DIY/home improvement.,established,GENERAL_MERCHANDISE_FURNITURE_AND_HARDWARE,home_accessories,home_garden,home_accessories,home_garden,home_accessories,home_garden,T6_native_fallback,no,no,yes,yes,no
749,v3_volume,plaid,Transport for London,Transport for London,17.7,debit,public_transport_rail_coach,transport_motoring,Transport for London travel.,yes,TRAVEL_AND_TRANSPORTATION_PUBLIC_TRANSIT,public_transport_rail_coach,transport_motoring,public_transport_rail_coach,transport_motoring,public_transport_rail_coach,transport_motoring,T4_dictionary,yes,yes,yes,yes,no
750,v3_volume,plaid,McDonald's,McDonalds 8261501  ON 24 JUN CPM MCDONALDS 8261501,14.25,debit,takeaway,eating_drinking_out,McDonald's takeaway.,yes,DINING_DINING,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,takeaway,eating_drinking_out,T4_dictionary,no,yes,yes,yes,no
751,v3_volume,plaid,Tesco,TESCO STORES 2693,4.49,debit,groceries,groceries_household_essentials,Tesco supermarket debit.,established,FOOD_RETAIL_GROCERIES,groceries,groceries_household_essentials,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
752,v3_volume,plaid,Zilch,ZILCH INSTALMENT,33.04,debit,bnpl,credit_loan_repayments,Zilch instalment with no underlying merchant in the narrative.,yes,LOAN_PAYMENTS_BNPL_AND_EWA,bnpl,credit_loan_repayments,bnpl,credit_loan_repayments,bnpl,credit_loan_repayments,T4_dictionary,yes,yes,yes,yes,no
753,v3_volume,plaid,CO-OP,Contactless Payment CO-OPERATIVE FOOD,7.33,debit,groceries,groceries_household_essentials,Co-op Food contactless grocery debit.,established,FOOD_RETAIL_GROCERIES,groceries,groceries_household_essentials,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
