merchant,n,n_debit,n_credit,pct_credit,modal_plaid,suggested_leaf,source,reason,samples
charity donation,22,22,0,0.0,GOVERNMENTS_AND_NON_PROFIT_DONATIONS,charitable_donation,n10-49 withheld,Withheld from n=10-49 auto-ingest (council/generic/collision/direction-split).,debit|GOVERNMENTS_AND_NON_PROFIT_DONATIONS|CHARITY DONATION  1065811 DDR | debit|GOVERNMENTS_AND_NON_PROFIT_DONATIONS|CHARITY DONATION  1065811 DDR | debit|GOVERNMENTS_AND_NON_PROFIT_DONATIONS|CHARITY DONATION  1065811 DDR | debit|GOVERNMENTS_AND_NON_PROFIT_DONATIONS|CHARITY DONATION  1278871 DDR | debit|GOVERNMENTS_AND_NON_PROFIT_DONATIONS|CHARITY DONATION  1278871 DDR
simplydelici,48,48,0,0.0,DINING_OTHER_DINING,restaurant_cafe,n10-49 withheld,Withheld from n=10-49 auto-ingest (council/generic/collision/direction-split).,debit|DINING_OTHER_DINING|NYX*SimplyDeliciouCleethorpes | debit|DINING_OTHER_DINING|NYX*SimplyDeliciouCleethorpes | debit|DINING_OTHER_DINING|NYX*SimplyDeliciouCleethorpes | debit|DINING_OTHER_DINING|NYX*SimplyDeliciouCleethorpes | debit|DINING_OTHER_DINING|NYX*SimplyDeliciouCleethorpes
north lanarkshire council,44,44,0,0.0,GOVERNMENTS_AND_NON_PROFIT_GOVERNMENTS_AND_NON_PROFIT,council_tax,n10-49 withheld,Withheld from n=10-49 auto-ingest (council/generic/collision/direction-split).,"debit|GOVERNMENTS_AND_NON_PROFIT_GOVERNMENTS_AND_NON_PROFIT|DIRECT DEBIT PAYMENT TO NTH LANARKSHIRE CT REF 01 040154040, MANDATE NO 0011 | debit|GOVERNMENTS_AND_NON_PROFIT_GOVERNMENTS_AND_NON_PROFIT|DIRECT DEBIT PAYMENT TO NTH LANARKSHIRE CT REF 01 040154040, MANDATE NO 0011 | debit|GOVERNMENTS_AND_NON_PROFIT_GOVERNMENTS_AND_NON_PROFIT|DIRECT DEBIT PAYMENT TO NTH LANARKSHIRE CT REF 01 040154040, M"
cafe express,22,22,0,0.0,DINING_COFFEE,restaurant_cafe,n10-49 withheld,Withheld from n=10-49 auto-ingest (council/generic/collision/direction-split).,"debit|DINING_COFFEE|Card 64, Cafe Express | debit|DINING_COFFEE|CAFE EXPRESS | debit|DINING_DINING|CAFE EXPRESS | debit|DINING_COFFEE|CAFE EXPRESS | debit|FOOD_RETAIL_OTHER|PENDING CAFE EXPRESS"
london borough of redbridge,43,43,0,0.0,GOVERNMENTS_AND_NON_PROFIT_GOVERNMENTS_AND_NON_PROFIT,council_tax,n10-49 withheld,Withheld from n=10-49 auto-ingest (council/generic/collision/direction-split).,"debit|GOVERNMENTS_AND_NON_PROFIT_GOVERNMENTS_AND_NON_PROFIT|LONDON BORO OF REDBRID (VIA GOOGLE PAY), ON 12-06-2025 | debit|GOVERNMENTS_AND_NON_PROFIT_GOVERNMENTS_AND_NON_PROFIT|LONDON BORO OF REDBRID CD 5457 | debit|GOVERNMENTS_AND_NON_PROFIT_GOVERNMENTS_AND_NON_PROFIT|LONDON BORO OF REDBRID CD 5457 | debit|GOVERNMENTS_AND_NON_PROFIT_GOVERNMENTS_AND_NON_PROFIT|LONDON BORO OF REDBRID CD 5457 | debi"
dog trust,,,,,,charitable_donation,n10-49 withheld,Withheld from n=10-49 auto-ingest (council/generic/collision/direction-split).,
firewater,25,25,0,0.0,RENT_AND_UTILITIES_WATER,water,n10-49 withheld,Withheld from n=10-49 auto-ingest (council/generic/collision/direction-split).,debit|RENT_AND_UTILITIES_WATER|Firewater | debit|RENT_AND_UTILITIES_WATER|Firewater | debit|RENT_AND_UTILITIES_WATER|Firewater | debit|RENT_AND_UTILITIES_WATER|Firewater | debit|RENT_AND_UTILITIES_WATER|Firewater
central garage,22,22,0,0.0,TRAVEL_AND_TRANSPORTATION_AUTOMOTIVE,vehicle_maintenance,n10-49 withheld,Withheld from n=10-49 auto-ingest (council/generic/collision/direction-split).,debit|TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION|CENTRAL GARAGE  ON 14 AUG CPM Central Garage | debit|TRAVEL_AND_TRANSPORTATION_AUTOMOTIVE|CENTRAL GARAGE Central Garage | debit|TRAVEL_AND_TRANSPORTATION_AUTOMOTIVE|CENTRAL GARAGE Central Garage | debit|TRAVEL_AND_TRANSPORTATION_AUTOMOTIVE|CENTRAL GARAGE Central Garage | debit|TRAVEL_AND_TRANSPORTATION_AUTOMOTIVE|CENTRAL GARAGE (VIA A
leicester city council,49,49,0,0.0,GOVERNMENTS_AND_NON_PROFIT_GOVERNMENTS_AND_NON_PROFIT,council_tax,n10-49 withheld,Withheld from n=10-49 auto-ingest (council/generic/collision/direction-split).,debit|GOVERNMENTS_AND_NON_PROFIT_GOVERNMENTS_AND_NON_PROFIT|LEICESTER CITY COU | debit|GOVERNMENTS_AND_NON_PROFIT_GOVERNMENTS_AND_NON_PROFIT|1929 26JUN25 C    LEICESTER CITY    COUNCIL           LEICESTER GB | debit|GOVERNMENTS_AND_NON_PROFIT_GOVERNMENTS_AND_NON_PROFIT|LEIC CITY COUNCIL Leic City Council | debit|GOVERNMENTS_AND_NON_PROFIT_GOVERNMENTS_AND_NON_PROFIT|LEIC CITY COUNCIL Leic City Coun
supermercado,22,22,0,0.0,FOOD_RETAIL_GROCERIES,groceries,n10-49 withheld,Withheld from n=10-49 auto-ingest (council/generic/collision/direction-split).,debit|FOOD_RETAIL_GROCERIES|Supermercado Palm Beac | debit|FOOD_RETAIL_GROCERIES|Supermercado Palm Beac | debit|FOOD_RETAIL_GROCERIES|Supermercado Palm Beac | debit|FOOD_RETAIL_GROCERIES|SUPERMERCADO | debit|FOOD_RETAIL_GROCERIES|Supermercado 24.r.
