merchant_raw,description_raw,amount,direction,provider,native_category,source,provenance,haiku_leaf,sonnet_leaf,gold_leaf,notes
Allpay,Visa purchase ALLPAY *PLUS DANE - CDS H,540.02,debit,equifax,,new,,unclassified_other,rent,rent,Allpay narrative names Plus Dane Housing.
Overpayments,DWP Central Recovery CENT REC GROUP DD Cent Rec Group Dd,16.94,debit,equifax,,new,,income_other_unspecified,income_other_unspecified,debt_collection,DWP Central Recovery is collecting a benefit overpayment.
Marketplace,Amazon AMZNMktplace           amazon.co.uk  GBR,23.88,debit,equifax,Amazon All | Amazon,new,,marketplace_amazon,marketplace_amazon,marketplace_amazon,
1st Central,1st Central Insurance 1STCENTRALINSURANC     HAYWARDS HEAT GBR,21.0,debit,equifax,Insurance | Motor Insurance,new,,insurance_motor,insurance_motor,insurance_motor,
Scottish Prison Service,153250 11/07/1996 Scottish Prison Service,20.0,debit,equifax,Services | Government Services,new,,government_services,government_services,government_services,
TFL Congestion Charge,TFL CONGESTN CHRGE,90.0,debit,equifax,Automotive | Tolls and Crossings,new,,tolls,tolls,tolls,
Post Office,Cash Deposit at Well End Wisbech PE14 0HG GB Post Office Banking Services,120.0,credit,equifax,Cash Deposit | Delivery,new,,cash_deposit,cash_deposit,cash_deposit,
Paypal,Apexhosting PAYPAL *APEXHOSTING    4029357733    USA,13.27,debit,equifax,Misc Card Spend | Foreign,new,,payment_intermediary,web_services,web_services,Apex Hosting is the identifiable underlying web-hosting provider; PayPal is only the intermediary.
Parent Pay,PARENTPAY E-COM R  ON 10 JUN BCC,8.57,debit,equifax,Services | Childcare,new,,school_fees,school_fees,school_fees,
Santeda International Limited,SANTEDA INTL.,30.0,debit,equifax,Gambling and Betting | Poker and Casino Games,new,,gambling_casino,gambling_casino,gambling_casino,
Cd Modvet,9184 30AUG25 CD   MODVET LIMITED    FLEET GB,10,debit,plaid,PET_CARE_AND_SUPPLIES_VETERINARY_SERVICES,new,,veterinary,veterinary,veterinary,
Jysk Limited,Jysk Limited,18.49,debit,plaid,GENERAL_MERCHANDISE_APPAREL_AND_ACCESSORIES,new,,home_accessories,home_accessories,home_accessories,
Zen Internet Limit,ZEN INTERNET LIMIT 600000001603273083,50,debit,plaid,BANK_FEES_OTHER_BANK_FEES,new,,broadband_tv_phone,broadband_tv_phone,broadband_tv_phone,
Revolut,CHLOE GRAY        SENT FROM REVOLUT FP 11/10/25 1409  REV601881894795798,-20,credit,plaid,TRANSFER_IN_OTHER,new,,transfer_p2p,transfer_p2p,transfer_p2p,
Hpi Instant Ink Uk,HPI INSTANT INK UK,4.49,debit,plaid,GOVERNMENTS_AND_NON_PROFIT_OTHER_GOVERNMENTS_AND_NON_PROFIT,new,,printing_supplies,printing_supplies,printing_supplies,
Spotify,2318 01JUN25      SPOTIFY           LONDON GB,19.99,debit,plaid,ENTERTAINMENT_MUSIC_VIDEO_GAMES_TV_AND_MOVIES,new,,streaming,streaming,streaming,
Uber,CREDIT FROM UBER *EATS ON 21-08-2025,-8.65,credit,plaid,TRANSFER_IN_CHECKS_AND_ATM,new,,takeaway,refund_received,refund_received,Credit from Uber Eats is most consistent with a refund.
C Pak Cosmetic Centr,9162 03JUL25 C    PAK COSMETIC CENTRLONDON GB,8.99,debit,plaid,PERSONAL_CARE_HAIR_AND_BEAUTY,new,,health_beauty_general,health_beauty_general,health_beauty_general,
Tesco,TESCO DALKEITH           DALKEITH     GB2025-09-28,100,debit,plaid,TRANSFER_OUT_CHECKS_AND_ATM,new,,groceries,groceries,groceries,
Medicare Pharmacy,MEDICARE PHARMACY 23 )))),2.09,debit,plaid,MEDICAL_PHARMACIES_AND_SUPPLEMENTS,new,,pharmacy,pharmacy,pharmacy,
Revolut,Sent from Revolut ishaq mohammed,-10,credit,plaid,TRANSFER_IN_TRANSFER_IN_FROM_APPS,new,,transfer_p2p,transfer_p2p,transfer_p2p,
Runners for Public Lands,Runners,9.69,debit,plaid,GOVERNMENTS_AND_NON_PROFIT_OTHER_GOVERNMENTS_AND_NON_PROFIT,new,,charitable_donation,charitable_donation,charitable_donation,
Enthuse,4254 05SEP25      ENTHUSE - DONATIONLONDON GB,10,debit,plaid,GOVERNMENTS_AND_NON_PROFIT_DONATIONS,new,,charitable_donation,charitable_donation,charitable_donation,
Lowtownstore Limited,LOWTOWNSTORE LIMIT,5.77,debit,plaid,INTEREST_PAYMENTS_INTEREST_CHARGED,new,,retail_small_independent,unclassified_other,convenience_store,Lowtownstore is a retail merchant; native interest category is spurious.
Cd Wh Smith Black Pool Vic,1318 10OCT25 CD   WH SMITH BLACKPOOLVIC               BLACKPOOL GB,2.78,debit,plaid,GENERAL_SERVICES_HOME_IMPROVEMENT_SERVICES,new,,books,books,books,
Companion Care Vets,4084 20AUG25 C    COMPANION CARE VETSUR               HUDDERSFIELD GB,10.23,debit,plaid,PET_CARE_AND_SUPPLIES_PET_SUPPLIES,new,,veterinary,veterinary,veterinary,
BoilerJuice,BoilerJuice,-121.9,credit,plaid,RENT_AND_UTILITIES_OTHER_UTILITIES,new,,heating_oil,heating_oil,refund_received,Credit from BoilerJuice is most consistent with a heating-oil order refund.
Ecuadorian Crafts,Ecuadorian Crafts,18,debit,plaid,GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE,new,,arts_crafts,arts_crafts,arts_crafts,
Barclaycard,MISS MAXINE CASSID  XXXXXXXXXXXX8001 BBP Barclaycard,9,debit,plaid,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,new,,credit_card_repayment,credit_card_repayment,credit_card_repayment,
Vodafone,Vodafone pot transfer,-30,credit,plaid,TRANSFER_IN_SAVINGS,new,,mobile_phone_contract,savings_transfer,savings_transfer,Narrative explicitly says pot transfer.
D Coles,D COLES 309997 47694360,40,debit,plaid,GENERAL_MERCHANDISE_SUPERSTORES,new,,discount_store,unclassified_other,transfer_p2p,Narrative contains sort code/account number and an individual name.
Farmer Autocare Musselbu,FARMER AUTOCARE MU,191.95,debit,plaid,TRAVEL_AND_TRANSPORTATION_AUTOMOTIVE,new,,vehicle_servicing,vehicle_maintenance,vehicle_maintenance,Garage payment lacks enough detail to distinguish servicing from other maintenance.
Frontrow Entertainment Nicosia,FRONTROW ENTERTAINMENT Frontrow Entertainment Nicosia,11.1,debit,plaid,ENTERTAINMENT_EVENTS_AND_TICKETS,new,,entertainment_other,gambling_unspecified,pub_bar,Frontrow Entertainment operates a Nicosia bar/restaurant business; gambling evidence is absent.
Nest Client,Returned direct debit NEST CLIENT ACCOUN 070806 30658407,-74,credit,plaid,GENERAL_SERVICES_RELIGIOUS_SERVICES,new,,pension_contribution,pension_contribution,returned_payment,Narrative explicitly says Returned direct debit.
YouLend,To Youlend - 6SMED87,18.51,debit,plaid,LOAN_PAYMENTS_CASH_ADVANCES,new,,personal_loan_repayment,business_loan_repayment,business_loan_repayment,YouLend provides merchant/business finance.
Madison F Kenndy Loan,MADISON F KENNDY  LOAN FT,0.05,debit,plaid,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,new,,loan_repayment_manual,loan_repayment_manual,loan_repayment_manual,
Tina Clark,Payment to TINA CLARK 040003 50901980,24,debit,plaid,DINING_WINE_BARS_AND_PUBS,new,,unclassified_other,transfer_p2p,transfer_p2p,Bank payment to a named individual.
Nintendo,Nintendo,3.49,debit,plaid,ENTERTAINMENT_MUSIC_VIDEO_GAMES_TV_AND_MOVIES,new,,gaming_console_pc,gaming_console_pc,gaming_console_pc,
J&f Consulting LTD,United Kingdom Account - Tn - Frank T J&F Consulting Ltd - SortCodeAccountNumber: 60837141492497,3562.5,debit,plaid,GENERAL_SERVICES_CONSULTING_AND_LEGAL_SERVICES,new,,business_services,legal_services,business_services,J&F Consulting is identifiable as consultancy; no evidence indicates legal work.
Tickets.gwr,tickets.gwr.com,12,debit,plaid,ENTERTAINMENT_EVENTS_AND_TICKETS,new,,sports_tickets,public_transport_rail_coach,public_transport_rail_coach,tickets.gwr is a Great Western Railway ticket purchase.
Council Tax,REVERSAL OF 28-07 COUNCIL TAX,-15,credit,plaid,TAX_REFUND_TAX_REFUND,new,,council_tax,council_tax,returned_payment,Narrative explicitly says REVERSAL of council-tax payment.
Pretty Little Thing,Pretty Little Thing,17.5,debit,plaid,GENERAL_MERCHANDISE_APPAREL_AND_ACCESSORIES,new,,clothing_general,clothing_womens,clothing_womens,PrettyLittleThing is a women's fashion retailer.
British Heart Founlondon,BRITISH HEART FOUNLONDON,5.5,debit,plaid,GENERAL_MERCHANDISE_APPAREL_AND_ACCESSORIES,new,,charity_shop,charity_shop,charity_shop,
Five Bites,Five bites,11.99,debit,plaid,FOOD_RETAIL_OTHER,new,,takeaway,restaurant_cafe,takeaway,Five Bites appears to be a food takeaway; the narrative does not indicate table service.
Mnv Trade LTD,Mnv Trade LTD,20,debit,plaid,TRANSFER_OUT_INVESTMENT_AND_RETIREMENT_FUNDS,new,,unclassified_other,unclassified_other,unclassified_other,Merchant could not be resolved confidently; investment native category is insufficient to distinguish the transaction.
Durham County Council,01      330548961X Durham County Council,227,debit,plaid,GOVERNMENTS_AND_NON_PROFIT_GOVERNMENTS_AND_NON_PROFIT,new,,council_tax,council_tax,council_tax,
United Kingdom,United Kingdom Account - Kerry Higson Kelly Heath - SortCodeAccountNumber: 60021380944213,8,debit,plaid,GENERAL_SERVICES_RELIGIOUS_SERVICES,new,,unclassified_other,transfer_p2p,transfer_p2p,Narrative contains named individuals and bank details.
Audleys Wood,Audleys Wood Hotel ,5.5,debit,plaid,TRAVEL_AND_TRANSPORTATION_LODGING,new,,accommodation,accommodation,accommodation,
D R Mills Car Insurance,D R MILLS         CAR INSURANCE,53,debit,plaid,INSURANCE_AND_TAX_INSURANCE,new,,insurance_motor,insurance_motor,insurance_motor,
Bermuda Club,Bermuda Club,6,debit,plaid,TRAVEL_AND_TRANSPORTATION_LODGING,new,,unclassified_other,unclassified_other,private_members_club,The Bermuda Club is a social/leisure club; the small payment is club spend rather than lodging.
U.S. Post Office,POST OFFICE 105 HIGH STREET 10SEP 08.16 ATM,-10,credit,plaid,TRANSFER_IN_CHECKS_AND_ATM,new,,cash_withdrawal,cash_withdrawal,cash_deposit,
Revolut,BENJAMIN JENKS    SENT FROM REVOLUT FP 28/06/25 1740  REV511288021827622,-132,credit,plaid,TRANSFER_IN_OTHER,new,,transfer_p2p,transfer_p2p,transfer_p2p,Credit at a Post Office ATM. cash_withdrawal is money out; this is cash_deposit.
Screwfix,SCREWFIX DIR LTD,7.39,debit,plaid,GENERAL_MERCHANDISE_FURNITURE_AND_HARDWARE,new,,tools,tools,tools,
Uber Eats,UBER * EATS PENDIN  ON 05 SEP CPM UBER   * EATS PENDING,25.65,debit,plaid,DINING_DINING,new,,takeaway,takeaway,takeaway,
Monzo,MONZO             Overdraft,190.46,debit,plaid,BANK_PENALTIES_CASH_ADVANCE_AND_OVERDRAFT_FEES,new,,overdraft_arranged,overdraft_arranged,overdraft_arranged,
James Paget Hospital,JAMES PAGET HOSPIT  ON 08 AUG CPM JAMES PAGET HOSPITAL,3,debit,plaid,MEDICAL_PRIMARY_CARE,new,,hospital,hospital,hospital,
Hmrc,HMRC TAX CREDIT RE  3741232887K STO,77,debit,plaid,INSURANCE_AND_TAX_TAX_PAYMENT,new,,tax_payment,tax_payment,tax_payment,
The Oaks Hotel,The Oaks Hotel,5.7,debit,plaid,TRAVEL_AND_TRANSPORTATION_LODGING,new,,accommodation,accommodation,accommodation,
Animal Health Care,ANIMAL HEALTH CARE,18.99,debit,plaid,PET_CARE_AND_SUPPLIES_VETERINARY_SERVICES,new,,veterinary,veterinary,veterinary,
Patricia Robinson,United Kingdom Account - Rent Patricia Robinson - SortCodeAccountNumber: 77010427581568,50,debit,plaid,RENT_AND_UTILITIES_RENT,new,,rent,rent,rent,
Milan Kroscen,Payment to MILAN KROSCEN 040003 71151836,0.45,debit,plaid,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,new,,unclassified_other,unclassified_other,transfer_p2p,Payment to a named individual.
British Gas,BRITISH GAS,10,debit,plaid,RENT_AND_UTILITIES_GAS_AND_ELECTRICITY,new,,energy,energy,energy,
Bet365,BET365  ON 12 AUG BCC bet365,7,debit,plaid,ENTERTAINMENT_CASINOS_AND_GAMBLING,new,,gambling_betting,gambling_betting,gambling_betting,
YouLend,YOULEND  PWBX2RV DDR,12,debit,plaid,LOAN_PAYMENTS_CASH_ADVANCES,new,,payday_loan,business_loan_repayment,business_loan_repayment,YouLend provides merchant/business finance.
Prime Video Rent Buy,Prime Video Rent /,3.49,debit,plaid,RENT_AND_UTILITIES_RENT,new,,streaming,streaming,streaming,
Savers Health & Be,SAVERS HEALTH & BE  ON 17 JUL CPM,15.04,debit,plaid,MEDICAL_PHARMACIES_AND_SUPPLEMENTS,new,,pharmacy,pharmacy,health_beauty_general,"Savers is AS Watson discount health-and-beauty, not a pharmacy-led chemist. pharmacy is Boots/Superdrug."
Matthew Gay,MATTHEW GAY 300000001615235413,1800,debit,plaid,DINING_WINE_BARS_AND_PUBS,new,,unclassified_other,unclassified_other,transfer_p2p,Payment to a named individual; native pub category is unsupported.
U.S. Post Office,LNK POST OFFICE,20,debit,plaid,TRANSFER_OUT_CHECKS_AND_ATM,new,,cash_withdrawal,cash_withdrawal,cash_withdrawal,
Revolut,Revolut**9566*  ON 16 AUG BCC REVOLUT**9566*,50,debit,plaid,TRANSFER_OUT_TRANSFER_OUT_FROM_APPS,new,,transfer_own_account,transfer_own_account,transfer_own_account,
Monzo,Monzo Plus cashback,-0.37,credit,plaid,LOAN_DISBURSEMENTS_CASH_ADVANCES,new,,cashback,cashback,cashback,
TV LICENSING,TV LICENCE MBP 2769698723,15,debit,plaid,ENTERTAINMENT_OTHER_ENTERTAINMENT,new,,tv_licence,tv_licence,tv_licence,
Zilch,Zilch,-2.15,credit,plaid,LOAN_DISBURSEMENTS_OTHER,new,,bnpl,bnpl,bnpl,
Sports Direct,Sports Direct,78,debit,plaid,GENERAL_MERCHANDISE_SPORTING_GOODS,new,,sportswear,sportswear,sportswear,
Bizlend LTD,BIZLEND LTD GBP AC BIZLEND3421,214.92,debit,plaid,LOAN_PAYMENTS_CASH_ADVANCES,new,,personal_loan_repayment,business_loan_repayment,business_loan_repayment,Bizlend is a business lender.
Lavazza,CARD PAYMENT TO LAVAZZA PROFESSIONAL U ON 15-08-2025,1.4,debit,plaid,DINING_COFFEE,new,,confectionary,confectionary,restaurant_cafe,
Rcn,RCN  0000238960-0040725 DDR,16.4,debit,plaid,RENT_AND_UTILITIES_INTERNET_AND_CABLE,new,,trade_union,broadband_tv_phone,trade_union,RCN is the Royal College of Nursing professional body and trade union.
Coinbase,"COINBASE   03AUG25 RTL-P2QLCXML 6a5f877d6e664bc2a8 RTL-P2QLCXML,6a5f877d6e664bc2a8",-135.88,credit,plaid,TRANSFER_IN_INVESTMENT_AND_RETIREMENT_FUNDS,new,,crypto,crypto,crypto,
Ck Sempol Padel,CK SEMPOL PADEL INDONESIA AMOUNT IN IDR 21500.00 ON 11 AUG VISA 21870.830873 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.03 ,1.01,debit,plaid,TRANSFER_OUT_CHECKING,new,,sports_participation,sports_participation,sports_participation,
Finmo Tax,Finmo Tax,20,debit,plaid,INSURANCE_AND_TAX_TAX_PAYMENT,new,,tax_payment,tax_payment,accountancy,
Zilch,ZILCH * MORECO  ON 30 JUL BCC ZILCH *      MORECO,-23.34,credit,plaid,LOAN_DISBURSEMENTS_STUDENT,new,,bnpl,bnpl,refund_received,Credit from Zilch naming an underlying merchant is most consistent with a BNPL purchase refund.
Zilch,202923 33570819  ZILCH MAMA PAYMENT FT,-342.12,credit,plaid,INCOME_GOVERNMENT_INCOME,new,,bnpl,bnpl,refund_received,Large Zilch credit is most consistent with returned purchase funds; exact underlying item is unclear.
Revolut,LAURENTA DUMITRU  SENT FROM REVOLUT FP 05/09/25 1811  REV570922845871298,-5,credit,plaid,TRANSFER_IN_OTHER,new,,transfer_own_account,transfer_p2p,transfer_p2p,Incoming Revolut transfer from a named person.
Ideal Flooring,IDEAL FLOORING 600000001614644226,70,debit,plaid,GENERAL_SERVICES_HOME_IMPROVEMENT_SERVICES,new,,home_improvement,home_improvement,home_improvement,
Decorum Vending,DECORUM VENDING PAYTER Decorum Vending Payter,1.5,debit,plaid,FOOD_RETAIL_OTHER,new,,confectionary,convenience_store,confectionary,Small vending-machine purchase; no evidence the item was specifically confectionery.
Spotify,Spotify pot transfer,-11.99,credit,plaid,TRANSFER_IN_SAVINGS,new,,streaming,savings_transfer,savings_transfer,Narrative explicitly says Spotify pot transfer; merchant label is misleading.
J Nainu,J NAINU 100000001632000301,35,debit,plaid,TRANSFER_OUT_INVESTMENT_AND_RETIREMENT_FUNDS,new,,unclassified_other,unclassified_other,transfer_p2p,Payment to a named individual.
Taxirahman,Contactless Payment RAHMAN TRA* TAXIRAHMAN,8.6,debit,plaid,INSURANCE_AND_TAX_TAX_PAYMENT,new,,taxi_rideshare,taxi_rideshare,taxi_rideshare,
Asda,8254 09JUL25 CD   ASDA SUPERSTORE   HARTLEPOOL GB,6.75,debit,plaid,FOOD_RETAIL_GROCERIES,new,,groceries,groceries,groceries,
Nintendo,Nintendo CA1444091,3.99,debit,plaid,ENTERTAINMENT_MUSIC_VIDEO_GAMES_TV_AND_MOVIES,new,,gaming_console_pc,gaming_console_pc,gaming_console_pc,
CeX,CEX CeX,82,debit,plaid,GENERAL_MERCHANDISE_COMPUTERS_AND_ELECTRONICS,new,,computing_devices,computing_devices,computing_devices,
AAA Membership,Direct debit AA MEMBERSHIP 200526 33924904,29.97,debit,plaid,TRAVEL_AND_TRANSPORTATION_AUTOMOTIVE,new,,breakdown_cover,breakdown_cover,breakdown_cover,
Espress Organi,Zettle_*ESPRESS ORGANI Espress Organi,2.5,debit,plaid,DINING_COFFEE,new,,restaurant_cafe,restaurant_cafe,restaurant_cafe,
Uber,"UBER BV    22JUN25 XP2471077642899223 XP2471077642899223,",-187.34,credit,plaid,INCOME_OTHER,new,,taxi_rideshare,refund_received,salary_gig,Large Uber credit with income native category is consistent with driver earnings.
Revolut,To Kieran Mcgriele - Sent from Revolut - SortCodeAccountNumber: 82197750565900,1677.98,debit,plaid,TRANSFER_OUT_TRANSFER_OUT_FROM_APPS,new,,transfer_own_account,transfer_p2p,transfer_p2p,Revolut transfer to a named person.
Save The Pennies,SAVE THE PENNIES 778566-00867071,0.6,debit,plaid,TRANSFER_OUT_SAVINGS,new,,savings_transfer,savings_transfer,savings_transfer,
Coalway Convenience Store,COALWAY CONVENIENC,6.73,debit,plaid,GENERAL_MERCHANDISE_CONVENIENCE_STORES,new,,convenience_store,convenience_store,convenience_store,
Dott,Dott,2.61,debit,plaid,TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION,new,,bicycle,bicycle,bicycle,
Edf Uk Card Payments,EDF UK CARD PAYMEN,30,debit,plaid,RENT_AND_UTILITIES_GAS_AND_ELECTRICITY,new,,energy,energy,energy,
Aldi,Aldi 24 778,5.48,debit,plaid,FOOD_RETAIL_GROCERIES,new,,groceries,groceries,groceries,
Ls Staycity Aparthotel,Ls Staycity Aparthotel,8.5,debit,plaid,RENT_AND_UTILITIES_RENT,new,,accommodation,accommodation,accommodation,
Hospice In The Weald,Hospice In The Weald -,2,debit,plaid,MEDICAL_OTHER_MEDICAL,new,,charitable_donation,charitable_donation,charitable_donation,
Microsoft,3115 29AUG25      MICROSOFT*M       ARKETPLACE        MSBILL.INFO GB,3.29,debit,plaid,GENERAL_MERCHANDISE_COMPUTERS_AND_ELECTRONICS,new,,software,software,software,
Cs Choicesavings,CS CHOICESAVINGS,4.85,debit,plaid,TRANSFER_OUT_SAVINGS,new,,savings_transfer,savings_transfer,savings_transfer,
Jd Sports,JD Sports,25.4,debit,plaid,GENERAL_MERCHANDISE_SPORTING_GOODS,new,,sportswear,sportswear,sportswear,
Argos,Argos,40.84,debit,plaid,GENERAL_MERCHANDISE_DEPARTMENT_STORES,new,,catalogue_retail,catalogue_retail,catalogue_retail,
Central Bedfordshire Council,CENTRAL BEDS CNCL 01      85965712,204,debit,plaid,GOVERNMENTS_AND_NON_PROFIT_GOVERNMENTS_AND_NON_PROFIT,new,,council_tax,council_tax,council_tax,
Surevend,SUREVEND  ON 14 AUG CPM,1,debit,plaid,FOOD_RETAIL_OTHER,new,,convenience_store,unclassified_other,confectionary,Small vending-machine purchase; product is not specified.
Uber,UBER CD 5238,5.77,debit,plaid,TRAVEL_AND_TRANSPORTATION_TAXIS_AND_RIDE_SHARES,new,,taxi_rideshare,taxi_rideshare,taxi_rideshare,
Monzo,Monzo Plus cashback,-1.65,credit,plaid,LOAN_DISBURSEMENTS_CASH_ADVANCES,new,,cashback,cashback,cashback,
Screwfix,Screwfix Charlie Monti,37,debit,plaid,GENERAL_MERCHANDISE_FURNITURE_AND_HARDWARE,new,,tools,tools,tools,
White Horse Inn,White Horse Inn,7.9,debit,plaid,TRAVEL_AND_TRANSPORTATION_LODGING,new,,pub_bar,pub_bar,pub_bar,
Tiktok,TIKTOK IRELAND ON 09 JUL BCC,1.9,debit,plaid,ENTERTAINMENT_OTHER_ENTERTAINMENT,new,,online_services,online_services,online_services,
Uber,"UBER BV    27JUL25 XP4772099477767551 XP4772099477767551,",-212.26,credit,plaid,INCOME_OTHER,new,,taxi_rideshare,refund_received,salary_gig,Large Uber credit with income native category is consistent with driver earnings.
Apple Store,Apple Store,59.95,debit,plaid,GENERAL_MERCHANDISE_COMPUTERS_AND_ELECTRONICS,new,,software,computing_devices,computing_devices,Apple Store and electronics native category indicate a hardware purchase.
Wowcher,1260 25JUL25  D   WOWCHER           LONDON GB,9.99,debit,plaid,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES,new,,marketplace_general,prize_competitions,marketplace_general,Wowcher is a deals marketplace; no evidence of a prize competition.
Cd Bubble Bar,9571 16AUG25 CD   BUBBLE BAR        MABLETHORPE GB,1.4,debit,plaid,DINING_WINE_BARS_AND_PUBS,new,,pub_bar,pub_bar,pub_bar,
Greene King,Greene King Brewing And Retailing L Greene King B&RNo2,-28.95,credit,plaid,INCOME_SALARY,new,,pub_bar,salary,salary,Credit is identified as salary and Greene King is a plausible employer.
HMRC,"DIRECT DEBIT PAYMENT TO HMRC NDDS REF 108395002736587942, MANDATE NO 0095",2000,debit,plaid,INSURANCE_AND_TAX_TAX_PAYMENT,new,,tax_payment,tax_payment,tax_payment,
Crypto.com,Visa purchase CRYPTO.COM APPLEPAY 2812,25.76,debit,plaid,TRANSFER_OUT_INVESTMENT_AND_RETIREMENT_FUNDS,new,,crypto,crypto,crypto,
Paddy Power,PADDY POWER  ON 03 JUL BCC Paddy Power,9.92,debit,plaid,ENTERTAINMENT_CASINOS_AND_GAMBLING,new,,gambling_betting,gambling_betting,gambling_betting,
Poundbakery,Poundbakery - Rhyl,3,debit,plaid,DINING_OTHER_DINING,new,,takeaway,restaurant_cafe,takeaway,Poundbakery is primarily counter-service bakery food.
Queens,CARD PAYMENT TO QUEENS PHARMACY ON 30-07-2025,1.99,debit,plaid,MEDICAL_PHARMACIES_AND_SUPPLEMENTS,new,,pharmacy,pharmacy,pharmacy,
Fanatics-intl,FANATICS-INTL,10.2,debit,plaid,GENERAL_MERCHANDISE_SPORTING_GOODS,new,,sports_equipment,sportswear,sportswear,Fanatics mainly sells sports apparel and fan clothing rather than participation equipment.
Uber,PENDING UBR* PENDING.UBER.COM,8.91,debit,plaid,TRAVEL_AND_TRANSPORTATION_TAXIS_AND_RIDE_SHARES,new,,taxi_rideshare,taxi_rideshare,taxi_rideshare,
Save The Pennies,SAVE THE PENNIES 877034-85519260,1.3,debit,plaid,TRANSFER_OUT_SAVINGS,new,,savings_transfer,savings_transfer,savings_transfer,
Klarna,KLARNA  6FW9XZ7-SIMBASLEEP UNP,-64.59,credit,plaid,LOAN_DISBURSEMENTS_BNPL_AND_EWA,new,,bnpl,bnpl,returned_payment,UNP marker on a Klarna credit indicates an unpresented/returned payment.
Hpi Instant Ink Uk,HPI INSTANT INK UK,4.49,debit,plaid,GOVERNMENTS_AND_NON_PROFIT_OTHER_GOVERNMENTS_AND_NON_PROFIT,new,,software,printing_supplies,printing_supplies,HP Instant Ink is an ink-supply subscription.
Bp Branchton Convenience,BP BRANCHTON CONVE,34.66,debit,plaid,TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION,new,,fuel,fuel,fuel,
Revolut,Katrina Keylock  Sent from Revolut BGC,-10,credit,plaid,TRANSFER_IN_TRANSFER_IN_FROM_APPS,new,,transfer_mobile_app,transfer_p2p,transfer_p2p,Incoming Revolut transfer from a named person.
Deli Carlo,Deli carlo,6.9,debit,plaid,DINING_OTHER_DINING,new,,restaurant_cafe,restaurant_cafe,restaurant_cafe,
Monterey Peninsula Business Services,000IZU001 Peninsula Business Services ,273.88,debit,plaid,LOAN_PAYMENTS_MORTGAGE_AND_AUTO,new,,business_services,business_services,business_services,
St George's School Sho,"ST GEORGE'S SCHOOL SHO (VIA APPLE PAY), ON 03-10-2025",1,debit,plaid,CHILDCARE_AND_EDUCATION_CHILDCARE_AND_EDUCATION,new,,clothing_childrens,school_fees,school_fees,"Payment is to a school shop; the exact item is not shown, so school_fees is the closest education leaf."
National Health Service,NHSBSA PPC 2 DD14695314,11.45,debit,plaid,MEDICAL_OTHER_MEDICAL,new,,hospital,pharmacy,pharmacy,NHSBSA PPC is a prescription prepayment certificate.
Terry Monthly,"MOB, Stephen Terry, Monthly Board",387.26,debit,plaid,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,new,,personal_loan_repayment,unclassified_other,rent,"Narrative says monthly board, indicating housing/board rather than a loan."
Argos,WWW.ARGOS.CO.UK  ON 04 SEP BCC,25.5,debit,plaid,GENERAL_MERCHANDISE_DEPARTMENT_STORES,new,,catalogue_retail,catalogue_retail,catalogue_retail,
Issmedicleanltd,NYX*ISSMedicleanLt,1.3,debit,plaid,PERSONAL_CARE_OTHER_PERSONAL_CARE,new,,cleaning_services,cleaning_services,restaurant_cafe,
One Stop,ONE STOP STORES,24.55,debit,plaid,GENERAL_MERCHANDISE_CONVENIENCE_STORES,new,,convenience_store,convenience_store,convenience_store,
The Mortgage Lende,Returned direct debit THE MORTGAGE LENDE 070246 46502771,-676.02,credit,plaid,LOAN_DISBURSEMENTS_MORTGAGE_AND_AUTO,new,,mortgage,mortgage,returned_payment,Narrative explicitly says Returned direct debit.
DHA,DHA MAIN SAVING  DH DIVIDENDS STO,5000,debit,plaid,INTEREST_PAYMENTS_INTEREST_CHARGED,new,,dividend_received,savings_transfer,savings_transfer,Narrative identifies a main savings transfer; debit direction rules out dividend income.
Just For Pets,Contactless Payment JUST FOR PETS APPLEPAY 6404,40.73,debit,plaid,PET_CARE_AND_SUPPLIES_PET_SUPPLIES,new,,pet_supplies,pet_supplies,pet_supplies,
Clearpay,Clearpay,24.3,debit,plaid,LOAN_PAYMENTS_BNPL_AND_EWA,new,,bnpl,bnpl,bnpl,
Zopa,Zopa C34939505,40,debit,plaid,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,new,,personal_loan_repayment,personal_loan_repayment,personal_loan_repayment,
Revolut,To Emma Louise Barraclough - Sent from Revolut - SortCodeAccountNumber: 11116610927565,50,debit,plaid,TRANSFER_OUT_TRANSFER_OUT_FROM_APPS,new,,transfer_own_account,transfer_p2p,transfer_p2p,Revolut transfer to a named person.
Specsavers,SPECSAVERS,75,debit,plaid,MEDICAL_DENTAL_AND_VISION,new,,optician,optician,optician,
