merchant_raw,description_raw,amount,direction,provider,native_category,source,provenance,haiku_leaf,sonnet_leaf,gold_leaf,notes
Lendable,LENDABLE LIMITED,60.0,debit,equifax,Financial Services | Personal Loans,new,,personal_loan_repayment,personal_loan_repayment,personal_loan_repayment,
Garden Machinery Select,SIMS GARDEN MACHIN SIMS GARDEN MACHINERY,15.99,debit,equifax,Shopping (Home) | Garden Accessories,new,,garden,garden,garden,
Moorcroft Debt Recovery,MOORCROFT GROUP                       REFERENCE: 008365256600,10.0,debit,equifax,Financial Services | Debt Collection,new,,debt_collection,debt_collection,debt_collection,
Morrisons,"WM MORRISONS STORE (VIA APPLE PAY), ON 05-07-2024",10.0,debit,equifax,Shopping (Household Essentials) | General Groceries,new,,groceries,groceries,groceries,
Leicester city Council,"BANK GIRO CREDIT REF LEICESTER CITY COU, 1003038 WALTON",500.68,credit,equifax,Identified Salary | Council,new,,salary,benefits_state,salary,
Larkmead Veterinary Group,LARKMEAD VETERINAR,13.05,debit,equifax,Pets | Pet Care,new,,veterinary,veterinary,veterinary,
National Express,National Express Limit,50.0,credit,equifax,Transfers / Other | Trains and Coaches,new,,public_transport_rail_coach,public_transport_rail_coach,refund_received,Final human adjudication: refund_received. Credit direction and merchant/refund evidence indicate money returned to the customer. Luna votes: public_transport_rail_coach / public_transport_rail_coach / public_transport_rail_coach.
The Rudd Group,NYX*TheRuddGroup,1.0,debit,equifax,Entertainment | General Entertainment,new,,unclassified_other,entertainment_other,gambling_unspecified,"NYX* TheRuddGroup is a cashless pub fruit-machine stake, not generic entertainment."
The Queen,THE QUEEN ELIZABET QEH PAYROLL MODULO00P210QCPKQA,70.0,credit,equifax,Identified Salary | Pubs and Bars,new,,salary,salary,salary,
Parcel2Go,Visa purchase PARCEL2GO.COM LTD,5.7,debit,equifax,Services | Delivery,new,,delivery_courier,delivery_courier,delivery_courier,
Digital,CARD PAYMENT TO AMZN DIGITAL*HY8TW88B4 ON 25-05-2024,7.99,debit,equifax,Amazon All | Amazon,new,,marketplace_amazon,marketplace_amazon,marketplace_amazon,
Albatross Cars,Albatross Cars ALBATROSS CARS         DERBY         GBR,4.5,debit,equifax,Commuting and travel | Taxis,new,,taxi_rideshare,taxi_rideshare,taxi_rideshare,
My Forex Funds,Mff Eva-res-sta MFF EVA-RES-STA        +16503880901  CAN,701.71,debit,equifax,Investments and Trading | Forex,new,,forex_trading,forex_trading,forex_trading,
Carter and Bond,A CARTER AND A CARBUDGET,50.0,credit,equifax,,new,,unclassified_other,unclassified_other,transfer_p2p,Final human adjudication: transfer_p2p. The counterparty is a named person and the narrative is a bank transfer. Luna votes: unclassified_other / unclassified_other / unclassified_other.
Mircosoft,Microsoft*Ultimate  ON 14 JUL BCC,10.99,debit,equifax,Shopping (Discretionary) | Software,new,,software,software,gaming_console_pc,"Microsoft*Ultimate is Xbox Game Pass Ultimate, not generic software."
Salary Finance,Payment from Salary Finance Limited,64.0,credit,equifax,Identified Salary | Personal Loans,new,,income_other_unspecified,personal_loan_repayment,loan_disbursement,
MoneyPlus Group,Moneyplus Group MoneyPlus Group                      GBR,107.0,debit,equifax,Financial Services | Debt Management,new,,debt_management_plan,debt_management_plan,debt_management_plan,
Plus 500 UK,PLUS500UK  ON 19 SEP BCC,132.0,debit,equifax,Investments and Trading | Trading,new,,investment_trading,investment_trading,investment_trading,
Dogs Trust,DOGS TRUST ************0729 FIRST DDR PAYMENT DDR,8.67,debit,equifax,,new,,charitable_donation,charitable_donation,charitable_donation,
Subway,Subway Subway 45995           Auburn        USA,8.09,debit,equifax,Misc Card Spend | Foreign,new,,takeaway,takeaway,takeaway,
Happy Tiger,INT'L 0081747447  HappyTiger        ID:2458386476,10.0,debit,equifax,Gambling and Betting | Poker and Casino Games,new,,gambling_casino,gambling_casino,gambling_casino,
University of Edinburgh,UNIVERSITY OF EDIN,100.0,debit,equifax,Education and Learning | General Education,new,,education_general,education_general,education_general,
Refresh Vending,REFRESH VENDING,0.4,debit,equifax,Shopping (Discretionary) | Confectionary,new,,confectionary,confectionary,confectionary,
Docklands Light Railway,Dlr Bayside Brews DLR BAYSIDE BREWS      ANAHEIM       USA,22.28,debit,equifax,Misc Card Spend | Foreign,new,,foreign_spend_unspecified,restaurant_cafe,restaurant_cafe,
Digital,AMZN Digital,10.0,debit,equifax,Amazon All | Amazon,new,,marketplace_amazon,marketplace_amazon,marketplace_amazon,
Daybreak,DAYBREAK WATERFRON DAYBREAK WATERFRONT SE,8.0,debit,equifax,Shopping (Discretionary) | Newsagents and Convenience Stores,new,,convenience_store,convenience_store,convenience_store,
PensionBee,Payment to PENSIONBEE ************9552,100.0,debit,equifax,,new,,pension_contribution,pension_contribution,pension_contribution,
Brewers Fayre,BREWERS FAYRE 4151 BREWERS FAYRE 41512160,10.0,debit,equifax,"Restaurants and takeaway | Restaurants, Cafes and Bistros",new,,pub_bar,restaurant_cafe,restaurant_cafe,
The Body Shop,CARD PAYMENT TO THE BODY SHOP ON 31-07-2024,12.0,debit,equifax,Personal Healthcare | Beauty & Massage,new,,health_beauty_general,health_beauty_general,health_beauty_general,
Simply Be,WWW.SIMPLYBE.CO.UK CD 2777,40.0,debit,equifax,Shopping (Fashion) | Womens Fashion,new,,clothing_womens,clothing_womens,clothing_womens,
PensionBee,Payment to PENSIONBEE ************9552,100.0,debit,equifax,,new,,pension_contribution,pension_contribution,pension_contribution,
Which?,Direct debit WHICH LIMITED NO2 ************3649,10.99,debit,equifax,"Books, Newspapers and Magazines | Magazines",new,,magazines,memberships,magazines,
Club Manchester,Club Manchester 50 Club Manchester 50944098,6.6,debit,equifax,Entertainment | Night Clubs,new,,night_club,night_club,night_club,
Milk and More,Milk & More MILK AND MORE\WATCHMOOR PARK\CAMBERLEY\GU15 3YL     GBR,3.89,credit,equifax,Transfers / Other | General Groceries,new,,groceries_specialist,groceries_specialist,refund_received,Final human adjudication: refund_received. Credit direction and merchant/refund evidence indicate money returned to the customer. Luna votes: refund_received / refund_received / groceries_specialist.
Digital,Amazon Digital AMZN Digital           14018657948   GBR,19.99,debit,equifax,Amazon All | Amazon,new,,marketplace_amazon,marketplace_amazon,marketplace_amazon,
Buzz Group Ltd,Buzz Group Limited CD 7182,6.0,debit,equifax,Gambling and Betting | Bingo,new,,gambling_bingo,gambling_bingo,gambling_bingo,
Digital,Amazon Digital AMZN Digital           14018657948   GBR,19.99,debit,equifax,Amazon All | Amazon,new,,marketplace_amazon,marketplace_amazon,marketplace_amazon,
Crowne Plaza,Crowne Plaza Strat Crowne Plaza Stratford,14.85,debit,equifax,Flights and Holidays | Hotels and Accommodation,new,,accommodation,accommodation,accommodation,
Taptap Send Uk Limited,Taptap Send,60.76,debit,equifax,Transfers / Other | International Transfer,new,,transfer_international,transfer_international,transfer_international,
Manchester City Council,MANCHESTER C C,20.0,debit,equifax,Utilities | Council,new,,council_tax,council_tax,council_tax,
Disneyland Paris GB,Disneyland Paris EURO DISNEY ASSOCIES   CHESSY        FRA,27.06,debit,equifax,Flights and Holidays | Holidays,new,,holiday_package,days_out,days_out,
City Lit,City Lit CITY LIT               +442038713111 GBR,58.0,debit,equifax,Education and Learning | General Education,new,,education_general,education_general,education_general,
Tesco Mobile,TESCO MOBILE,18.97,debit,equifax,Utilities | Mobile Phone Contracts,new,,mobile_phone_contract,mobile_phone_contract,mobile_phone_contract,
WWF UK,WWF UK 68,3.0,debit,equifax,,new,,charitable_donation,charitable_donation,charitable_donation,
Newday Limited,NEWDAY LIMITED         Newday,698.83,debit,equifax,Financial Services | Credit Cards,new,,credit_card_repayment,credit_card_repayment,credit_card_repayment,
OneBelow,ONEBELOW,1.25,debit,equifax,Shopping (Household Essentials) | Discount Stores,new,,discount_store,discount_store,discount_store,
Albatross Cars,ALBATROSS CARS* CP ALBATROSS CARS* CPT,6.5,debit,equifax,Commuting and travel | Taxis,new,,taxi_rideshare,taxi_rideshare,taxi_rideshare,
Shepherds Friendly,"SHEPHERDS FRIENDLY (VIA APPLE PAY), ON 01-05-2025",85.0,debit,equifax,Investments and Trading | Investments,new,,insurance_life,insurance_life,insurance_life,
Financial Times,Financial Times  ON 26 SEP BCC,16.5,debit,equifax,"Books, Newspapers and Magazines | Newspapers",new,,newspapers,newspapers,newspapers,
eDreams,EDREAMS +442076605 GIBRALTAR ON 01 JUL BCC EDREAMS +************5082,89.99,debit,equifax,Flights and Holidays | Holidays,new,,holiday_package,holiday_package,holiday_package,
Fitflop,FASTER PAYMENTS RECEIPT REF.LOSHY MAZI FROM FITFLOP LIMITED,27.0,credit,equifax,Own Transfers | Footwear,new,,footwear,refund_received,refund_received,
Employment and Support Allowance,NS773123B DWP EESA,259.0,credit,equifax,,new,,benefits_state,benefits_state,benefits_state,
Lakeland,LAKELAND COSMETICS,34.97,debit,equifax,Shopping (Home) | Kitchens and Kitchen Accessories,new,,home_accessories,kitchen,health_beauty_general,Final human adjudication: health_beauty_general. The descriptor identifies cosmetics/beauty retail rather than kitchen goods. Luna votes: kitchen / kitchen / health_beauty_general. Sources: https://lakelandcosmetics.co.uk/
Howdens Joinery,HOWDENS - BRTN U/T D28 Howdens,41.02,debit,equifax,Shopping (Home) | Home Improvements,new,,home_improvement,home_improvement,home_improvement,
Spring Finance Ltd,Sf11 Ltd T/A Spring Finance SPRING FINANCE,491.26,debit,equifax,Rent and Mortgage | Mortgages,new,,personal_loan_repayment,loan_repayment_other,loan_repayment_other,
Zable Credit Card,ZABLE  ON 12 AUG BCC,30.0,debit,equifax,Financial Services | Credit Cards,new,,credit_card_repayment,credit_card_repayment,credit_card_repayment,
Figma,Figma Monthly Renewal Usa,16.8,debit,equifax,Misc Card Spend | Foreign,new,,software,software,software,
MetLife Insurance,METLIFE INSURANCE,7.0,debit,equifax,Insurance | General Insurance,new,,insurance_general,insurance_life,insurance_life,
Tesco Bank Pet Insurance,TESCO BANK PET INS  RSAP1754471300 DDR,19.86,debit,equifax,Insurance | Pet Insurance,new,,insurance_pet,insurance_pet,insurance_pet,
Child Maintenance,FASTER PAYMENTS RECEIPT REF.CHILD MAINTENANCE FROM JACK MINNS,50.01,credit,equifax,,new,,income_other_unspecified,income_other_unspecified,income_other_unspecified,
SuperValu,POSC29MAR SUPERVALU N,7.04,debit,equifax,Shopping (Household Essentials) | General Groceries,new,,groceries,groceries,groceries,
Digital,CARD PAYMENT TO AMZN DIGITAL ON 22-02-2025,16.55,debit,equifax,Amazon All | Amazon,new,,marketplace_amazon,marketplace_amazon,marketplace_amazon,
Brentwood School,BRENTWOOD SCHOOL  2151 ZAEEM CHISHTIVIA ONLINE - PYMT,435.0,debit,equifax,Education and Learning | General Education,new,,school_fees,school_fees,school_fees,
Mercedes Benz,Contactless Payment MERCEDES BENZ,1.55,debit,equifax,Automotive | Garages and Parts,new,,vehicle_servicing,vehicle_maintenance,vehicle_maintenance,
Pay By Phone,Visa purchase PAYBYPHONE RE ISLE OF WIG APPLEPAY 3365,0.2,debit,equifax,Commuting and travel | Car Parking,new,,car_parking,car_parking,car_parking,
Atelier Des Chefs,ATELIER DES LUM        Atelier Des Lum,42.08,debit,equifax,Education and Learning | General Education,new,,restaurant_cafe,education_general,education_general,
Stagecoach,STAGECOACH  ON 24 OCT CLP Stagecoach,2.0,debit,equifax,Commuting and travel | Trains and Coaches,new,,public_transport_rail_coach,public_transport_rail_coach,public_transport_rail_coach,
Ramasis Limited,Ramasis Limited RAMASIS LIMITED        POTTERS BAR   GBR,28.1,debit,equifax,Insurance | Motor Insurance,new,,insurance_motor,insurance_motor,insurance_motor,
Riot Games,Riot Games PAYPAL *RIOTGAMESLI    014433627     GBR,9.0,debit,equifax,Entertainment | Online Games,new,,gaming_online,gaming_online,gaming_online,
PensionBee,Payment to PENSIONBEE ************9552,500.0,debit,equifax,,new,,pension_contribution,pension_contribution,pension_contribution,
Chipotle,Chipotle CHIPOTLE 4318          AUBURN        USA,9.64,debit,equifax,Misc Card Spend | Foreign,new,,foreign_spend_unspecified,restaurant_cafe,restaurant_cafe,
MoneyBarn,"FPS, Moneybarn New Col, REFUND OF OVERPYMT",336.82,credit,equifax,Refund | Car Finance,new,,refund_received,car_finance_repayment,refund_received,
Crew Clothing Co,Crew Clothing Co Limit London GB,29.5,credit,equifax,Refund | General Fashion,new,,refund_received,refund_received,refund_received,
Employment and Support Allowance,JC449434C DWP EESA,276.4,credit,equifax,,new,,benefits_state,benefits_state,benefits_state,
TalkTalk,TALKTALK TELECOM,40.5,debit,equifax,"Utilities | Internet, TV and Phone",new,,broadband_tv_phone,broadband_tv_phone,broadband_tv_phone,
Morrisons,WM MORRISONS STORE CD 8066,6.39,debit,equifax,Shopping (Household Essentials) | General Groceries,new,,groceries,groceries,groceries,
University of Birmingham,University Of Birm JG *University of Birm London        GBR,6.0,debit,equifax,Education and Learning | General Education,new,,education_general,education_general,education_general,
Brentwood School,BRENTWOOD SCHOOL,7261.0,debit,equifax,Education and Learning | General Education,new,,school_fees,school_fees,school_fees,
Employment and Support Allowance,"BANK GIRO CREDIT REF NM953267B DWP EESA, ************2447",277.18,credit,equifax,,new,,benefits_state,benefits_state,benefits_state,
Which?,WHICH?            LONDON,10.99,debit,equifax,"Books, Newspapers and Magazines | Magazines",new,,memberships,magazines,magazines,
World Duty Free,LHR T3 WDF MAIN,23.0,debit,equifax,Shopping (Discretionary) | Duty Free,new,,airport_spend,airport_spend,airport_spend,
Cardiff Bus,CARDIFF BUS - THANKYOU Cardiff Bus,3.0,debit,equifax,Commuting and travel | Trains and Coaches,new,,public_transport_rail_coach,public_transport_rail_coach,public_transport_rail_coach,
Wickes,WICKES RUISLIP CD 8108,7.5,credit,equifax,Refund | Home Improvements,new,,home_improvement,home_improvement,refund_received,Final human adjudication: refund_received. Credit direction and merchant/refund evidence indicate money returned to the customer. Luna votes: refund_received / refund_received / home_improvement.
MoneyGram,CARD PAYMENT TO MONEYGRAM UNITED KINGD ON 09-01-2025,818.46,debit,equifax,Transfers / Other | International Transfer,new,,transfer_international,transfer_international,transfer_international,
Pet Supermarket,2483 26AUG23 CD   PET SUPERMARKET   LIMITE            GATESHEAD NE1 GB,14.99,debit,equifax,Pets | Pet Accessories,new,,pet_supplies,pet_supplies,pet_supplies,
selecta,SELECTA U.K. LIMIT SELECTA U.K. LIMITED,0.25,debit,equifax,Shopping (Discretionary) | Confectionary,new,,confectionary,confectionary,confectionary,
Aster Group,Direct debit ASTER COMMUNITIES ************0620,557.95,debit,equifax,Rent and Mortgage | Property Rental,new,,rent,rent,rent,
First Cymru,First Cymru,1.9,debit,equifax,Commuting and travel | Trains and Coaches,new,,public_transport_rail_coach,public_transport_rail_coach,public_transport_rail_coach,
TSB Returns Ltd ,2395 20FEB24      TSB RETURNS LTD   TELFORD GB,7.1,debit,equifax,Services | Delivery,new,,delivery_courier,delivery_courier,delivery_courier,
Travis Perkins,Visa purchase TRAVIS PERKINS TRADING,7.98,debit,equifax,Shopping (Home) | Home Improvements,new,,home_improvement,home_improvement,home_improvement,
Places for People,PLACES FOR PEOPLE  ON 18 NOV BCC PLACES FOR PEOPLE HOME,114.59,debit,equifax,Rent and Mortgage | Property Rental,new,,rent,rent,rent,
Reiss,From Louise King REISS MARCUS LEWIS KING,2.0,credit,equifax,Own Transfers | General Fashion,new,,unclassified_other,transfer_p2p,transfer_p2p,
Wickes,WICKES BICESTER Wickes,10.5,debit,equifax,Shopping (Home) | Home Improvements,new,,home_improvement,home_improvement,home_improvement,
Your Parking Space,YOURPARKINGSPACE,1.5,debit,equifax,Commuting and travel | Car Parking,new,,car_parking,car_parking,car_parking,
Child Maintenance,S Napper          CHILD MAINTENANCE,1000.0,credit,equifax,,new,,income_other_unspecified,income_other_unspecified,income_other_unspecified,
First Central,FIRSTCENTRALSERV,50.34,debit,equifax,Insurance | General Insurance,new,,insurance_motor,insurance_motor,insurance_motor,
Bannatyne Health Club,BANNATYNE FITNESS,39.99,debit,equifax,Personal Healthcare | Gyms And Health Clubs,new,,gym_fitness,gym_fitness,gym_fitness,
Pension Credit,WM262537B DWP PC  ************7432 BGC,80.91,credit,equifax,,new,,benefits_state,benefits_state,benefits_state,
Nandos,NANDOS.CO.UK  ON 15 JUL BCC,19.2,debit,equifax,"Restaurants and takeaway | Restaurants, Cafes and Bistros",new,,restaurant_cafe,restaurant_cafe,restaurant_cafe,
Work and Child Tax Credit,HMRC WORK AND CHILD TC,230.81,credit,equifax,,new,,income_other_unspecified,benefits_state,benefits_state,
One Travel,ONE TRAVEL GROUP LSALES             FP 14/11/************6753000NSALES,11575.37,credit,equifax,Identified Salary | Holidays,new,,unclassified_other,income_other_unspecified,income_other_unspecified,"Final human adjudication: income_other_unspecified. This is incoming money, but the precise income/refund purpose is not evidenced. Luna votes: income_other_unspecified / income_other_unspecified / salary."
Morrisons,I MORRISON        SAVINGS           FP 18/01/23 1616  600000001065972047,50.0,credit,equifax,,new,,groceries,savings_transfer,savings_transfer,
1inch,Exchanged to 1INCH,0.03,debit,equifax,Investments and Trading | Cryptocurrency,new,,crypto,crypto,crypto,
Jewson,"JEWSON 3755 - CRUSADER CLOSE, GILLINGHAM",166.39,debit,equifax,Shopping (Home) | Home Improvements,new,,home_improvement,home_improvement,home_improvement,
Prezzo,Prezzo Trading Ltd,145.0,credit,equifax,"Transfers / Other | Restaurants, Cafes and Bistros",new,,restaurant_cafe,refund_received,refund_received,
Yankee Candle,Yankee Candle  ON 21 MAY CPM,6.0,debit,equifax,Shopping (Home) | Home Accessories,new,,home_accessories,home_accessories,home_accessories,
Shelter,SHELTER TRADING LTD CD 6420,16.75,debit,equifax,,new,,unclassified_other,charitable_donation,charity_shop,"Final human adjudication: charity_shop. This is a card purchase at a charity's retail operation, not a donation instruction. Luna votes: charity_shop / charitable_donation / charity_shop. Sources: https://shop.shelter.org.uk/pages/terms-and-conditions"
Morrisons,Morrisons Daily  MORRISONS DAILY        BOREHAMWOOD   GBR,3.45,debit,equifax,Shopping (Household Essentials) | General Groceries,new,,groceries,groceries,groceries,
Buzz Group Ltd,Buzz Group Limited,5.0,debit,equifax,Gambling and Betting | Bingo,new,,gambling_bingo,gambling_bingo,gambling_bingo,
Wetherspoon,JD WETHERSPOON PLC  ASSOCWKLY1416977/2 BGC,276.16,credit,equifax,Identified Salary | Pubs and Bars,new,,pub_bar,salary,salary,
Jaja Finance,JAJA FINANCE LIMIT,181.15,debit,equifax,Financial Services | Credit Cards,new,,credit_card_repayment,credit_card_repayment,credit_card_repayment,
RingGo Parking,RINGGO PARKING,5.9,debit,equifax,Commuting and travel | Car Parking,new,,car_parking,car_parking,car_parking,
Ministry of Sound,Ministry of Sound | VI Ministry Of Sound | Vi,10.0,debit,equifax,Entertainment | Night Clubs,new,,night_club,night_club,night_club,
River Island,WWW.RIVERISLAND.CO WWW.RIVERISLAND.COM,45.0,debit,equifax,Shopping (Fashion) | General Fashion,new,,clothing_general,clothing_general,clothing_general,
Nationwide Savings,NATIONWIDE        SAVINGS,150.0,debit,equifax,,new,,savings_transfer,savings_transfer,savings_transfer,
Oasis Community Learning,OASIS COMMUNITY LE,1404.56,credit,equifax,Identified Salary | General Education,new,,education_general,salary,salary,
Ramsden Financial,3582 05JUL24      RAMSDEN FINANCIAL 08444982676 GB,65.55,debit,equifax,Financial Services | Pawn Brokers,new,,pawnbroker,pawnbroker,pawnbroker,
Shaw Trust,SHAW TRUST LIMITED,1897.79,credit,equifax,,new,,unclassified_other,income_agency_work,salary,"Final human adjudication: salary. Credit amount, employer identity, and salary evidence support employment income. Luna votes: income_agency_work / income_agency_work / salary."
Oxford Bus Company,Oxford Bus Company OXFORD BUS COMPANY     OXFORD        GBR,0.1,credit,equifax,Transfers / Other | Trains and Coaches,new,,public_transport_rail_coach,public_transport_rail_coach,refund_received,Final human adjudication: refund_received. Credit direction and merchant/refund evidence indicate money returned to the customer. Luna votes: public_transport_rail_coach / public_transport_rail_coach / public_transport_rail_coach.
Larkmead Veterinary Group,LARKMEAD VETERINAR,13.75,debit,equifax,Pets | Pet Care,new,,veterinary,veterinary,veterinary,
selecta,SELECTA U.K. LIMIT SELECTA U.K. LIMITED,0.75,debit,equifax,Shopping (Discretionary) | Confectionary,new,,confectionary,confectionary,confectionary,
Volcano Falls,Volcano Falls Mk VOLCANO FALLS MK       NORTHAMPTON   GBR,30.0,debit,equifax,Entertainment | Days Out,new,,days_out,days_out,days_out,
Nationwide Savings,NATIONWIDE        SAVINGS,75.0,debit,equifax,,new,,savings_transfer,savings_transfer,savings_transfer,
Pet Supermarket,2303 15SEP24 CD   PET SUPERMARKET   OKEHAMPTON GB,7.89,debit,equifax,Pets | Pet Accessories,new,,pet_supplies,pet_supplies,pet_supplies,
Sanctuary Housing,SANCTUARY HOUSING,426.62,debit,equifax,Rent and Mortgage | Property Rental,new,,rent,rent,rent,
Elite Fitness,Elite Fitness Elite Fitness          Oldham        GBR,6.5,debit,equifax,Personal Healthcare | Gyms And Health Clubs,new,,gym_fitness,gym_fitness,gym_fitness,
George at Asda,ASDA GEORGE COM LELEEDS,64.0,debit,equifax,Shopping (Fashion) | General Fashion,new,,clothing_general,clothing_general,clothing_general,
Zara,ZARA LEEDS BRIGGAT ZARA LEEDS BRIGGATE,25.08,debit,equifax,Shopping (Fashion) | General Fashion,new,,clothing_general,clothing_general,clothing_general,
Kensington Mortgages,Direct debit KENSINGTON MORTGAG ************4685,359.84,debit,equifax,Rent and Mortgage | Mortgages,new,,mortgage,mortgage,mortgage,
Your Parking Space,YOURPARKINGSPACE  ON 22 MAR CPM,3.5,debit,equifax,Commuting and travel | Car Parking,new,,car_parking,car_parking,car_parking,
Love Pets,WE LOVE PETS WEST,12.0,debit,equifax,Pets | Pet Accessories,new,,pet_supplies,pet_supplies,pet_supplies,
Zara,Zara Preedy  Maria castano barn BGC,7.0,credit,equifax,Transfers / Other | General Fashion,new,,refund_received,transfer_p2p,transfer_p2p,
Wigan Council,2122855 CREGAN Wigan Council,3740.52,credit,equifax,Identified Salary | Council,new,,salary,salary,salary,
Crowne Plaza,Crowne Plaza Glasgow CROWNE PLAZA GLASGOW   GLASGOW       GBR,155.0,debit,equifax,Flights and Holidays | Hotels and Accommodation,new,,accommodation,accommodation,accommodation,
Aqua,AQUA  87423304B229460F9F FT,200.0,debit,equifax,Financial Services | Credit Cards,new,,credit_card_repayment,credit_card_repayment,credit_card_repayment,
The Guinness Partnership,ALLPAY *THE GUINNE ALLPAY *THE GUINNESS PART,147.0,debit,equifax,Rent and Mortgage | Property Rental,new,,rent,rent,rent,
Hotels.com,Hotels.com from Manchster Pot HOTELSCOM7255429855048 UK.HOTELS.COM GBR,104.0,debit,equifax,Flights and Holidays | Hotels and Accommodation,new,,accommodation,accommodation,accommodation,
Digital,CARD PAYMENT TO AMZN DIGITAL*HM4X63164 ON 25-06-2024,7.99,debit,equifax,Amazon All | Amazon,new,,marketplace_amazon,marketplace_amazon,marketplace_amazon,
SheetMusic Direct,6602 22SEP24      SHEETMUSICD       IRECT.COM         4147743630 US,3.59,debit,equifax,Education and Learning | Music,new,,music_other,music_other,music_other,
Wetherspoon,J D WETHERSPOON PL J D WETHERSPOON PLC,7.8,debit,equifax,Restaurants and takeaway | Pubs and Bars,new,,pub_bar,pub_bar,pub_bar,
Copart,www.copart.co.uk Www.copart.co.uk,156.0,debit,equifax,Automotive | Car Dealerships,new,,vehicle_purchase,vehicle_purchase,vehicle_purchase,
Nationwide Savings,NATIONWIDE        SAVINGS,9.6,debit,equifax,,new,,savings_transfer,savings_transfer,savings_transfer,
Monsoon,MONSOON/ACCZ LTD CD 0303,30.55,credit,equifax,Refund | Womens Fashion,new,,clothing_womens,refund_received,refund_received,
Subway,Subway Subway 34233 Rhyl      RHYL          GBR,7.09,debit,equifax,Restaurants and takeaway | Take Away,new,,takeaway,takeaway,takeaway,
University of Edinburgh,5836 26NOV24  D   EDINBURGH         UNIVERSITY S      EDINBURGH GB,7.0,debit,equifax,Education and Learning | General Education,new,,education_general,education_general,education_general,
Which?,WHICH LIMITED,10.99,debit,equifax,"Books, Newspapers and Magazines | Magazines",new,,magazines,magazines,magazines,
Hello Fresh,0179 01DEC24      HELLOFRESH UK     LONDON GB         REFUND,56.69,credit,equifax,Refund | General Groceries,new,,groceries,refund_received,refund_received,
C C Aquatics,4697 12SEP23 CD   C M C AQUATICS    WIGAN GB,29.35,debit,equifax,Pets | Pet Accessories,new,,pet_supplies,pet_supplies,pet_supplies,
The Old Library,1042 23AUG24 CD   THE OLD LIBRARY   LEAMINGTON SP GB,6.3,debit,equifax,"Books, Newspapers and Magazines | General Books",new,,books,unclassified_other,restaurant_cafe,"Final human adjudication: restaurant_cafe. Merchant evidence identifies a cafe, restaurant, or food venue. Luna votes: books / books / restaurant_cafe. Sources: https://www.thefork.co.uk/restaurant/the-old-library-r844720/menu"
SheetMusic Direct,SHEETMUSICDIRECT.C SHEETMUSICDIRECT.COM,2.15,debit,equifax,Education and Learning | Music,new,,musical_instruments,musical_instruments,musical_instruments,
Aster Group,Aster communities 776954,120.0,debit,equifax,Rent and Mortgage | Property Rental,new,,rent,rent,rent,
PensionBee,FASTER PAYMENTS RECEIPT REF.PENSIONBEE TAXABLE FROM CLIENT MONEY PAY ACC,3690.8,credit,equifax,,new,,pension_received,pension_contribution,pension_received,
Pet Supermarket,PET SUPERMARKET LIMITE Pet Supermarket Limite,17.74,debit,equifax,Pets | Pet Accessories,new,,pet_supplies,pet_supplies,pet_supplies,
Nandos,NANDOS METROCENTRE,36.1,debit,equifax,"Restaurants and takeaway | Restaurants, Cafes and Bistros",new,,restaurant_cafe,restaurant_cafe,restaurant_cafe,
Digital,Amazon Digital AMZN Digital           14018657948   GBR,20.0,debit,equifax,Amazon All | Amazon,new,,marketplace_amazon,software,marketplace_amazon,
Digital,Amazon Digital AMZN Digital           14018657948   GBR,20.0,debit,equifax,Amazon All | Amazon,new,,marketplace_amazon,software,marketplace_amazon,
Mircosoft,Microsoft*Store,8.09,debit,equifax,Shopping (Discretionary) | Software,new,,software,software,software,
Butlers Bingo,BROADWAY GAMING LT BROADWAY GAMING LTD,10.0,credit,equifax,Gambling and Betting | Bingo,new,,gambling_bingo,gambling_bingo,gambling_bingo,
Unibet,5257 21DEC24      UNIBET            UNIBET GB,30.0,debit,equifax,Gambling and Betting | Betting,new,,gambling_betting,gambling_betting,gambling_betting,
Wickes,Klarna wickes,16.17,debit,equifax,Shopping (Home) | Home Improvements,new,,bnpl,bnpl,home_improvement,"Final human adjudication: home_improvement. Merchant evidence identifies building, plumbing, hardware, or home-improvement goods. Luna votes: bnpl / bnpl / bnpl."
Frasers Group Plc,FRASERS GROUP FINASN6415            TPP TRUELAYER LIMIFP 23/04/************4514000N,18.33,debit,equifax,Shopping (Fashion) | General Fashion,new,,clothing_general,clothing_general,retail_finance_repayment,"FRASERS GROUP FINA via TrueLayer is Frasers Plus / group finance, not a clothing till sale."
Zara,ZARA BLUEWATER    GREENHITHE,35.99,debit,equifax,Shopping (Fashion) | General Fashion,new,,clothing_general,clothing_general,clothing_general,
Walker Love,WALKER LOVE                           REFERENCE: GW00010884341B0EBG,50.0,debit,equifax,Financial Services | Debt Collection,new,,debt_collection,debt_collection,debt_collection,
National Trust,ATK8D3A National Trust,15.26,debit,equifax,Entertainment | Days Out,new,,days_out,days_out,days_out,
Central England Co-op,"CENTRAL ENG COOP (VIA GOOGLE PAY), ON 05-03-2023",7.7,debit,equifax,Shopping (Household Essentials) | General Groceries,new,,groceries,groceries,groceries,
Larkmead Veterinary Group,LARKMEAD VETERINAR,13.75,debit,equifax,Pets | Pet Care,new,,veterinary,veterinary,veterinary,
PensionBee,Transfer to PensionBee,400.0,debit,equifax,,new,,pension_contribution,pension_contribution,pension_contribution,
