merchant_raw,description_raw,amount,direction,gold_leaf,target_leaf
,May overdraft fees,0.03,debit,overdraft_arranged,overdraft_unarranged
,July overdraft fees,18.01,debit,overdraft_arranged,overdraft_unarranged
,August overdraft fees,18.12,debit,overdraft_arranged,overdraft_unarranged
,July overdraft fees,9.89,debit,overdraft_arranged,overdraft_unarranged
,June overdraft fees,0.01,debit,overdraft_arranged,overdraft_unarranged
,August overdraft fees,4.55,debit,overdraft_arranged,overdraft_unarranged
,July overdraft fees,0.03,debit,overdraft_arranged,overdraft_unarranged
,July overdraft fees,14.35,debit,overdraft_arranged,overdraft_unarranged
,August overdraft fees,13.1,debit,overdraft_arranged,overdraft_unarranged
,July overdraft fees,0.01,debit,overdraft_arranged,overdraft_unarranged
,July overdraft fees,0.17,debit,overdraft_arranged,overdraft_unarranged
,July overdraft fees,24.98,debit,overdraft_arranged,overdraft_unarranged
,July overdraft fees,21.06,debit,overdraft_arranged,overdraft_unarranged
,July overdraft fees,1.09,debit,overdraft_arranged,overdraft_unarranged
,August overdraft fees,30.95,debit,overdraft_arranged,overdraft_unarranged
,July overdraft fees,5.37,debit,overdraft_arranged,overdraft_unarranged
,July overdraft fees,0.96,debit,overdraft_arranged,overdraft_unarranged
Manageyourscores,MANAGEYOURSCORES 1,14.95,debit,credit_reporting_service,credit_reporting_service
Score,ref: Credit Score Insights subscription - Sep 2025,5.99,debit,credit_reporting_service,credit_reporting_service
Clearscore,ClearScore,7.99,debit,credit_reporting_service,credit_reporting_service
Myukcreditreport,MYUKCREDITREPORT.N USA ON 28 AUG BCC MYUKCREDITREPORT.NET,29.95,debit,credit_reporting_service,credit_reporting_service
Clearscore,CLEARSCORE,4.99,debit,credit_reporting_service,credit_reporting_service
Manageyourscores,MANAGEYOURSCORES 2,19.95,debit,credit_reporting_service,credit_reporting_service
Clearscore,CLEARSCORE  ON 03 JUL CPM,4.99,debit,credit_reporting_service,credit_reporting_service
Ukcreditratings,UKCREDITRATINGS 79P9XXH,24.95,debit,credit_reporting_service,credit_reporting_service
Manageyourscores,MANAGEYOURSCORES 2,19.95,debit,credit_reporting_service,credit_reporting_service
Clearscore,CLEARSCORE  ON 03 SEP CPM,4.99,debit,credit_reporting_service,credit_reporting_service
Score,ref: Credit Score Insights subscription - Jul 2025,5.99,debit,credit_reporting_service,credit_reporting_service
Score Insights,ref: Credit Score Insights subscription - Aug 2025,5.99,debit,credit_reporting_service,credit_reporting_service
Manageyourscores,MANAGEYOURSCORES 2  ON 09 SEP BCC,19.95,debit,credit_reporting_service,credit_reporting_service
Manageyourscores,Visa purchase MANAGEYOURSCORES 2,19.95,debit,credit_reporting_service,credit_reporting_service
Manageyourscores,MANAGEYOURSCORES 1,19.95,debit,credit_reporting_service,credit_reporting_service
Loqbox Gold Bolton,LOQBOX GOLD BOLTON,20.0,debit,money_management_service,credit_reporting_service
Score,ref: Credit Score Insights subscription - Jul 2025,5.99,debit,credit_reporting_service,credit_reporting_service
Myukcreditreport,MYUKCREDITREPORT.N USA ON 27 SEP BCC MYUKCREDITREPORT.NET,29.95,debit,credit_reporting_service,credit_reporting_service
Ukcreditratings,UKCREDITRATINGS.CO,29.95,debit,credit_reporting_service,credit_reporting_service
Manageyourscores,MANAGEYOURSCORES 1,19.95,debit,credit_reporting_service,credit_reporting_service
,Direct debit STEPCHANGE 204846 70238163,56.0,debit,debt_management_plan,money_management_service
,STEPCHANGE,160.0,debit,debt_management_plan,money_management_service
Stepchange,STEPCHANGE  3452322 DDR Stepchange,45.0,debit,debt_management_plan,money_management_service
,Direct debit STEPCHANGE 074456 32470265,71.0,debit,debt_management_plan,money_management_service
,"FOUND CR CNS TST STEPCHANGE3086417 MF0021401351185300 STEPCHANGE3086417,MF0021401351185300",13.0,credit,refund_received,money_management_service
,Stepchange - StepChange - SortCodeAccountNumber: 20484670238163,103.0,debit,debt_management_plan,money_management_service
,"DIRECT DEBIT PAYMENT TO STEPCHANGE REF 3769041, MANDATE NO 0030",75.0,debit,debt_management_plan,money_management_service
,Stepchange - StepChange - SortCodeAccountNumber: 20484670238163,157.0,debit,debt_management_plan,money_management_service
,"DIRECT DEBIT PAYMENT TO STEPCHANGE REF 3769041, MANDATE NO 0030",75.0,debit,debt_management_plan,money_management_service
,STEPCHANGE,189.0,debit,debt_management_plan,money_management_service
,STEPCHANGE                            REFERENCE: 1119617,100.0,debit,debt_management_plan,money_management_service
,Stepchange - StepChange - SortCodeAccountNumber: 20484670238163,300.0,debit,debt_management_plan,money_management_service
Stepchange,REVERSAL OF 10-09 STEPCHANGE,73.0,credit,returned_payment,money_management_service
,STEPCHANGE DEBT CH                       3876740 MCDONOUGH,93.0,debit,debt_management_plan,money_management_service
,STEPCHANGE,119.0,debit,debt_management_plan,money_management_service
,STEPCHANGE        3121579           VIA MOBILE - PYMT FP 15/08/25 10    47060357717108000N,110.0,debit,debt_management_plan,money_management_service
,STEPCHANGE  4212577 DDR Stepchange,100.0,debit,debt_management_plan,money_management_service
,STEPCHANGE,393.0,debit,debt_management_plan,money_management_service
,Stepchange - StepChange - SortCodeAccountNumber: 20484670238163,128.0,debit,debt_management_plan,money_management_service
,STEPCHANGE                            REFERENCE: 4248301,154.0,debit,debt_management_plan,money_management_service
Bet365,Bet365,10.0,debit,gambling_betting,gambling_broad_pool
SkyBet,3779 19AUG25      SKY BET           LEEDS           GBCREDIT,85.0,credit,gambling_betting,gambling_broad_pool
Betfair,Betfair,10.0,debit,gambling_betting,gambling_broad_pool
Paddy Power,PADDY POWER  ON 09 AUG BCC Paddy Power,6.0,debit,gambling_betting,gambling_broad_pool
BetVictor,BETVICTOR LTD,10.0,debit,gambling_betting,gambling_broad_pool
LC International,LC INTERNATIONAL LTD  Ladbrokes Coral Group,20.0,debit,gambling_betting,gambling_broad_pool
Ladbrokes,Ladbrokes,5.0,debit,gambling_betting,gambling_broad_pool
Bet365,BET365,5.0,debit,gambling_betting,gambling_broad_pool
LC International,9319 06AUG25      LC INTERNATIONAL  LTD               GIBRALTAR GI,15.7,debit,gambling_betting,gambling_broad_pool
Doublebubblebingo,DOUBLEBUBBLEBINGO,20.0,debit,gambling_bingo,gambling_broad_pool
LC International,LC INTERNATIONAL L GIBRALTAR ON 10 JUL BCC LC INTERNATIONAL LTD,20.0,debit,gambling_betting,gambling_broad_pool
Virgin Games,3396 16JUL25      VIRGIN GAMES      LONDON GB,10.0,debit,gambling_casino,gambling_broad_pool
LC International,LC International L,5.0,debit,gambling_betting,gambling_broad_pool
BetVictor,BETVICTOR LIMITED,20.0,credit,gambling_betting,gambling_broad_pool
Wind Street Stores,Wind Street Stores,1.5,debit,convenience_store,gambling_broad_pool
Tom Round,TOM ROUND 300000001620541541,10.0,debit,transfer_p2p,gambling_broad_pool
SkyBet,SKY BET  ON 16 AUG BCC,8.0,debit,gambling_betting,gambling_broad_pool
Hull Super League,HULL SUPER LEAGUE,37.99,debit,sports_tickets,gambling_broad_pool
BetFred,1969 24JUL25      BETFRED           GIBRALTAR GI,99.0,debit,gambling_betting,gambling_broad_pool
Bet365,BET365,10.0,debit,gambling_betting,gambling_broad_pool
The National Lottery,6857 23AUG25      NATIONAL LOTTERY  LONDON GB,5.0,debit,gambling_lottery,gambling_broad_pool
Virgin Bet,VIRGIN BET CD 3356,24.0,debit,gambling_betting,gambling_broad_pool
tombola,TOMBOLA,5.0,debit,gambling_bingo,gambling_broad_pool
SkyBet,Sky Bet,30.0,debit,gambling_betting,gambling_broad_pool
Bet365,Bet365,20.0,debit,gambling_betting,gambling_broad_pool
Ladbrokes,Ladbrokes,20.0,debit,gambling_betting,gambling_broad_pool
Capitol Cardiff,Capitol Cardiff,4.5,debit,car_parking,gambling_broad_pool
William Hill,WILLIAMHILL*INTERNET      VISAXR CD6585 2025-06-06,190.0,credit,gambling_betting,gambling_broad_pool
Jackpotjoy,JACKPOTJOY GIBRALTAR ON 29 SEP BCC,10.0,debit,gambling_bingo,gambling_broad_pool
Bet365,BET365,50.0,debit,gambling_betting,gambling_broad_pool
Bet365,9218 25JUN25      BET365            STOKE GB,10.0,debit,gambling_betting,gambling_broad_pool
LC International,LC INTERNATIONAL LTD CD 4409,9.93,debit,gambling_betting,gambling_broad_pool
Buzz Bingo,Buzz Group Limited  ON 20 JUL CLP 5695 BUZZ BINGO DUNDEE,30.5,debit,gambling_bingo,gambling_broad_pool
Midnite,8988 29AUG25  D   MIDNITE.COM       LONDON GB,5.0,debit,gambling_betting,gambling_broad_pool
Pokerstars,Pokerstars,30.0,debit,gambling_casino,gambling_broad_pool
Progress Play LTD,Progressplay Ltd,30.0,debit,gambling_casino,gambling_broad_pool
Virgin Games,VIRGIN GAMES GIBRALTAR ON 21 JUL BCC,10.0,debit,gambling_casino,gambling_broad_pool
Bet365,BET365,10.0,debit,gambling_betting,gambling_broad_pool
Electraworks LTD,Electraworks Ltd,10.0,debit,gambling_casino,gambling_broad_pool
Paddy Power,3961 27JUN25      PADDY POWER       LONDON GB,50.0,debit,gambling_betting,gambling_broad_pool
SkyBet,Sky Bet,30.0,debit,gambling_betting,gambling_broad_pool
Midnite,0731 16JUL25      MIDNITE.COM       LONDON GB,154.0,debit,gambling_betting,gambling_broad_pool
Bet365,BET365 CD 7638,20.0,debit,gambling_betting,gambling_broad_pool
William Hill,WILLIAMHILL*INTERN,10.0,debit,gambling_betting,gambling_broad_pool
Bet365,BET365,10.0,debit,gambling_betting,gambling_broad_pool
The National Lottery,CARD PAYMENT TO NATIONAL LOTTERY ON 27-08-2025,20.0,debit,gambling_lottery,gambling_broad_pool
SkyBet,SKY BET Sky Bet,5.0,debit,gambling_betting,gambling_broad_pool
Kwiff,KWIFF.COM,10.0,debit,gambling_betting,gambling_broad_pool
Talksport Bet,TALKSPORTBET,10.0,debit,gambling_betting,gambling_broad_pool
BetVictor,BETVICTOR LTD,10.0,debit,gambling_betting,gambling_broad_pool
LC International,9453 23AUG25      LC INTERNATIONAL  LTD               GIBRALTAR GI,30.0,debit,gambling_betting,gambling_broad_pool
Jackpotjoy,Visa purchase JACKPOTJOY APPLEPAY 4916,10.0,debit,gambling_bingo,gambling_broad_pool
The National Lottery,9872 02AUG25      NATIONAL LOTTERY  LONDON GB,12.0,debit,gambling_lottery,gambling_broad_pool
MRQ,THIRD PARTY PAYMENT MADE VIA FASTER PAYMENT TO MRQ REFERENCE 1VK44VOQQH5LVN4T5L SANTANDER REFERENCE 1VK44VOQQH5LVN4T5L,16.0,debit,gambling_casino,gambling_broad_pool
Paddy Power,CARD PAYMENT TO PADDY POWER ON 26-06-2025,10.0,debit,gambling_betting,gambling_broad_pool
SkyBet,VISA DIRECT PAYMENT Sky Bet ON 21 SEP CRE,10.0,credit,gambling_betting,gambling_broad_pool
,U7buy,1.33,debit,gaming_online,gambling_broad_pool
BetMGM,betmgm.co.uk,10.0,debit,gambling_unspecified,gambling_broad_pool
Bet365,Bet365,10.0,debit,gambling_betting,gambling_broad_pool
Angel Hill Site,ANGEL HILL SITE 68  ON 11 AUG CPM ANGEL HILL SITE 682,1.0,debit,restaurant_cafe,gambling_broad_pool
Kwiff,Kwiff CD 1612,20.0,debit,gambling_betting,gambling_broad_pool
Heart Bingo,"HEART BINGO (VIA APPLE PAY), ON 02-08-2025",10.0,debit,gambling_bingo,gambling_broad_pool
Clover Casino,CLOVER CASINO  ON 08 SEP CPM,20.0,debit,gambling_casino,gambling_broad_pool
LC International,LC INTERNATIONAL LTD CD 5097,10.0,debit,gambling_betting,gambling_broad_pool
Virgin Games,INT'L 0042871137  VIRGIN GAMES      WWW.VIRGINGAM,50.0,debit,gambling_casino,gambling_broad_pool
Paddy Power,Paddy Power,5.0,debit,gambling_betting,gambling_broad_pool
Lottomart,LOTTOMART,10.0,debit,gambling_casino,gambling_broad_pool
SkyBet,SKY BETTING AND GA  ON 31 JUL BCC Sky Bet,10.0,debit,gambling_betting,gambling_broad_pool
Paddy Power,Paddy Power,30.0,debit,gambling_betting,gambling_broad_pool
The National Lottery,NATIONAL LOTTERY  WWW.NATIONAL-,5.0,debit,gambling_lottery,gambling_broad_pool
Buzz Group,Buzz Group Limited  ON 01 AUG BCC,10.0,debit,gambling_bingo,gambling_broad_pool
SkyBet,SKY BET,20.93,debit,gambling_betting,gambling_broad_pool
SkyBet,SKY BET,5.0,debit,gambling_betting,gambling_broad_pool
Julie Derbyshire,GB Account - From L Hearldon Julie Derbyshire - SortCodeAccountNumber: 11067200561076,65.0,debit,transfer_p2p,gambling_broad_pool
Paddy Power,PADDY POWER CD 0541,202.0,debit,gambling_betting,gambling_broad_pool
LC International,LC International LLondon,5.0,debit,gambling_betting,gambling_broad_pool
Eleven Eleven Gaming,Seven Eleven Foods,5.89,debit,convenience_store,gambling_broad_pool
The National Lottery,NATIONAL LOTTERY,13.0,debit,gambling_lottery,gambling_broad_pool
William Hill,WILLIAMHILL*INTERNET CD 6585,50.0,debit,gambling_betting,gambling_broad_pool
Pubcasino.co.uk,PUBCASINO.CO.UK MALTA ON 12 SEP BCC,20.0,debit,gambling_casino,gambling_broad_pool
32Red,32RED,10.0,debit,gambling_casino,gambling_broad_pool
SkyBet,4396 08AUG25      SKY BET           LEEDS GB,10.0,debit,gambling_betting,gambling_broad_pool
tombola,Tombola,10.0,debit,gambling_bingo,gambling_broad_pool
LC International,LC INTERNATIONAL L,20.0,debit,gambling_betting,gambling_broad_pool
AviaGames,INT'L 0041511115  AviaGames         Hong Kong,25.0,debit,gambling_unspecified,gambling_broad_pool
SkyBet,Visa purchase SKY BET 8273,14.0,debit,gambling_betting,gambling_broad_pool
William Hill,WILLIAMHILL*INTERNET William Hill,20.0,debit,gambling_betting,gambling_broad_pool
BetFred,9968 16AUG25      BETFRED           GIBRALTAR GI,30.0,debit,gambling_betting,gambling_broad_pool
Bet365,VISA DIRECT PAYMENT Bet365 GIBRALTAR ON 25 AUG CRE,6.2,credit,gambling_betting,gambling_broad_pool
Bet365,BET365,10.0,debit,gambling_betting,gambling_broad_pool
Paddy Power,PADDY POWER  ON 06 AUG BCC Paddy Power,50.0,debit,gambling_betting,gambling_broad_pool
Postcode Lottery,"DIRECT DEBIT PAYMENT TO POSTCODE LOTTERY REF 05ITPFAJWN71HE014, MANDATE NO 0120",12.25,debit,gambling_lottery,gambling_broad_pool
BetFred,Betfred,20.0,debit,gambling_betting,gambling_broad_pool
Jackpotjoy,JACKPOTJOY,10.0,debit,gambling_bingo,gambling_broad_pool
Bingo Cash,Bingo Cash,5.0,debit,gambling_unspecified,gambling_broad_pool
SkyBet,SKY BET,5.0,debit,gambling_betting,gambling_broad_pool
Midnite,MIDNITE.COM Midnite,10.0,debit,gambling_betting,gambling_broad_pool
BetFred,3396 24JUN25      BETFRED           GIBRALTAR GI,10.0,debit,gambling_betting,gambling_broad_pool
Bet365,BET365,20.0,debit,gambling_betting,gambling_broad_pool
,CARD PAYMENT TO LOTTOMART ON 04-09-2025,13.41,debit,gambling_casino,gambling_broad_pool
Midnite,Midnite.com,10.0,debit,gambling_betting,gambling_broad_pool
William Hill,Visa purchase WILLIAMHILL*INTERNET 0744,100.0,debit,gambling_betting,gambling_broad_pool
The National Lottery,NATIONAL LOTTERY,7.5,debit,gambling_lottery,gambling_broad_pool
Bet365,BET365 Bet365,10.0,debit,gambling_betting,gambling_broad_pool
The National Lottery,NATIONAL LOTTERY  ON 02 JUL BCC,2.5,debit,gambling_lottery,gambling_broad_pool
Jackpotjoy,9968 01AUG25      JACKPOTJOY        LONDON GB,13.0,debit,gambling_bingo,gambling_broad_pool
SkyBet,2000 14JUN25      SKY BET           3300244777 GB,20.0,debit,gambling_betting,gambling_broad_pool
Jackpotjoy Cd,JACKPOTJOY CD 0541,30.0,debit,gambling_bingo,gambling_broad_pool
Winner Winner Chic,8839 22AUG25      WINNER WINNER CHICLONDON GB,1.52,debit,prize_competitions,gambling_broad_pool
BetVictor,Visa purchase BETVICTOR GOOGLE 5665,30.0,debit,gambling_betting,gambling_broad_pool
Katkin Club,KATKIN CLUB,20.99,debit,pet_supplies,gambling_broad_pool
LC International,LC International Ltd CD 9646,8.72,debit,gambling_betting,gambling_broad_pool
Ladbrokes,Ladbrokes,5.0,debit,gambling_betting,gambling_broad_pool
William Hill,CARD PAYMENT TO WILLIAMHILL*INTERNET ON 17-07-2025,10.0,debit,gambling_betting,gambling_broad_pool
SkyBet,9100 09AUG25      SKY BET           LEEDS           GBCREDIT,15.0,credit,gambling_betting,gambling_broad_pool
Pokerstars,POKERSTARS,35.0,debit,gambling_casino,gambling_broad_pool
Clover Casino,CLOVER CASINO  ON 25 AUG CPM,20.0,debit,gambling_casino,gambling_broad_pool
Paddy Power,PADDY POWER  ON 29 SEP CPM Paddy Power,11.0,debit,gambling_betting,gambling_broad_pool
Jackpotjoy,JACKPOTJOY,10.0,debit,gambling_bingo,gambling_broad_pool
Midnite,MIDNITE.COM Midnite,10.0,debit,gambling_betting,gambling_broad_pool
