merchant,final_leaf,tier,haiku_leaf,sonnet_leaf,sonnet_conf,opus_leaf,general_category,plaid_n
the grove,groceries,accepted_general,groceries,groceries,0.5,convenience_store,groceries_household_essentials,49
bbls loan,business_loan_repayment,accepted_tiebreak,loan_repayment_manual,business_loan_repayment,0.75,business_loan_repayment,business_self_employment,49
emin's canteen,restaurant_cafe,accepted_tiebreak,takeaway,restaurant_cafe,0.55,restaurant_cafe,eating_drinking_out,49
mr c strickland,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.5,transfer_p2p,transfers,49
gary walker amy,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,49
dvla-bn,road_tax,accepted,road_tax,road_tax,0.85,,transport_motoring,49
emily,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,49
bulk vending systems ltd,confectionary,accepted_tiebreak,confectionary,confectionary,0.5,confectionary,groceries_household_essentials,49
kingsman,unclassified_other,abstain_residual,unclassified_other,restaurant_cafe,0.45,unclassified_card_spend,unclassified,49
stradivarius,clothing_general,accepted_tiebreak,clothing_general,clothing_womens,0.75,clothing_general,clothing_personal_care,49
vasilica,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,49
mollie,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,49
naseem ahmed,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,49
presthaven,holiday_uk,accepted_tiebreak,holiday_uk,holiday_uk,0.6,holiday_uk,travel_holidays,49
peter guthrie,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,49
haggerston grocer,groceries,accepted,groceries,groceries,0.7,,groceries_household_essentials,49
bp upper batley service,fuel,accepted,fuel,fuel,0.85,,transport_motoring,49
first alt car,insurance_motor,accepted,insurance_motor,insurance_motor,0.75,,insurance,49
private hire,taxi_rideshare,accepted_tiebreak,taxi_rideshare,taxi_rideshare,0.6,taxi_rideshare,transport_motoring,49
stephanie,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,49
the local shop,convenience_store,accepted,convenience_store,convenience_store,0.7,,groceries_household_essentials,49
keystore polmont,convenience_store,accepted,convenience_store,convenience_store,0.85,,groceries_household_essentials,49
lian,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,49
michael birkbeck basic,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,49
c grant,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,49
simple,pharmacy,accepted,pharmacy,pharmacy,0.75,,health_medical,49
lauren,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,49
toor supermarket,groceries,accepted,groceries,groceries,0.85,,groceries_household_essentials,49
cf starpets.gg,gaming_online,accepted_tiebreak,pet_supplies,gaming_online,0.55,gaming_online,entertainment_leisure,49
cts,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.4,,unclassified,49
kim,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,49
nanbanda private limit,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.4,,unclassified,49
son son,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,49
bark park,pet_supplies,accepted,pet_supplies,pet_supplies,0.75,,pets,49
amazon web services,web_services,auto_accept,web_services,web_services,0.9,,digital_subscriptions_services,49
south lanarkshire,council_tax,accepted_tiebreak,council_tax,council_tax,0.65,council_tax,council_tax_government,49
millies cookies,restaurant_cafe,accepted_tiebreak,takeaway,restaurant_cafe,0.75,restaurant_cafe,eating_drinking_out,49
pcl howden,insurance_general,accepted,insurance_general,insurance_general,0.7,,insurance,49
diego,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,49
fife road local expres,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.6,convenience_store,groceries_household_essentials,49
resuls food and wine,groceries,accepted_general,groceries,groceries,0.6,convenience_store,groceries_household_essentials,49
christopher betts ctc,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,49
g saunders,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,49
pallion service statio,fuel,accepted_tiebreak,unclassified_other,fuel,0.6,fuel,transport_motoring,49
j mckenna mum,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.85,,transfers,49
justin i love you xx,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.85,,transfers,49
capcut,software,accepted,software,software,0.7,,digital_subscriptions_services,49
instavolt limited,fuel,accepted_tiebreak,fuel,fuel,0.65,fuel,transport_motoring,49
miss rebecca l couowed,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,49
happy shopper,convenience_store,accepted,convenience_store,convenience_store,0.75,,groceries_household_essentials,49
tm legal,debt_collection,human_reviewed,legal_services,legal_services,0.6,debt_collection,high_cost_distress_credit,49
dvla-ds,road_tax,accepted,road_tax,road_tax,0.85,,transport_motoring,49
elior uk plc,catering,accepted_tiebreak,catering,unclassified_other,0.4,catering,eating_drinking_out,49
cd faresaver buses,public_transport_rail_coach,accepted,public_transport_rail_coach,public_transport_rail_coach,0.8,,transport_motoring,49
ajb lowton off lic,alcohol_beer_spirits,accepted_tiebreak,alcohol_beer_spirits,alcohol_beer_spirits,0.6,alcohol_beer_spirits,groceries_household_essentials,49
k cannon,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,49
joe the juice uk ltd,restaurant_cafe,accepted,restaurant_cafe,restaurant_cafe,0.7,,eating_drinking_out,49
the green house,restaurant_cafe,accepted_tiebreak,restaurant_cafe,restaurant_cafe,0.5,restaurant_cafe,eating_drinking_out,49
b witts,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,49
lloyds no.,pub_bar,human_reviewed,convenience_store,unclassified_other,0.4,pub_bar,eating_drinking_out,49
northern competition,prize_competitions,accepted,prize_competitions,prize_competitions,0.75,,gambling,49
vivoxtra,convenience_store,accepted_tiebreak,convenience_store,fuel,0.55,convenience_store,groceries_household_essentials,49
kingsway stores,convenience_store,accepted,convenience_store,convenience_store,0.75,,groceries_household_essentials,49
realremit,transfer_international,accepted,transfer_international,transfer_international,0.7,,transfers,49
harris se,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,49
dhanvik news,convenience_store,accepted_tiebreak,unclassified_other,convenience_store,0.6,convenience_store,groceries_household_essentials,49
oscar wines,alcohol_wine,accepted,alcohol_wine,alcohol_wine,0.75,,groceries_household_essentials,49
amtrak,public_transport_rail_coach,accepted_tiebreak,unclassified_other,public_transport_rail_coach,0.6,public_transport_rail_coach,transport_motoring,49
c vivo,convenience_store,accepted_tiebreak,restaurant_cafe,convenience_store,0.55,convenience_store,groceries_household_essentials,49
tongwell,unclassified_other,abstain_confirmed,unclassified_other,restaurant_cafe,0.4,unclassified_other,unclassified,49
penny petroleum scotla,fuel,accepted,fuel,fuel,0.8,,transport_motoring,49
mr p j hara mr peter,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,49
dales the feather tra,pub_bar,accepted_tiebreak,restaurant_cafe,pub_bar,0.55,pub_bar,eating_drinking_out,49
joseph brown love ya,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,49
stephen woolfall michaela,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,48
shortlands supermarket lt,groceries,accepted,groceries,groceries,0.7,,groceries_household_essentials,48
wolf competition,prize_competitions,accepted,prize_competitions,prize_competitions,0.75,,gambling,48
simplydelici,takeaway,accepted_general,takeaway,takeaway,0.55,restaurant_cafe,eating_drinking_out,48
cd nelsons,convenience_store,accepted,convenience_store,convenience_store,0.85,,groceries_household_essentials,48
village,convenience_store,accepted,convenience_store,convenience_store,0.75,,groceries_household_essentials,48
supersave cam,convenience_store,accepted_tiebreak,discount_store,convenience_store,0.55,convenience_store,groceries_household_essentials,48
miss joane,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,48
accrington low fuel,fuel,accepted,fuel,fuel,0.85,,transport_motoring,48
newark fuel express,fuel,accepted,fuel,fuel,0.85,,transport_motoring,48
cd local shop,convenience_store,accepted,convenience_store,convenience_store,0.85,,groceries_household_essentials,48
carl craig,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,48
himpfen,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,48
playgroundgameleamingtonspa,gaming_online,accepted_general,gaming_online,gaming_online,0.5,days_out,entertainment_leisure,48
dylan larsen monzo,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,48
julie morris,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,48
cd festival food,groceries,accepted,groceries,groceries,0.7,,groceries_household_essentials,48
dvla-yc,road_tax,auto_accept,road_tax,road_tax,0.9,,transport_motoring,48
miss hayley d gould food,unclassified_other,abstain_residual,groceries_specialist,groceries,0.55,transfer_p2p,unclassified,48
rock city,live_music,accepted_tiebreak,live_music,live_music,0.55,live_music,entertainment_leisure,48
fahida zaman,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,48
e rakaria,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,48
nabia miah,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,48
jd cameron fuel stn,fuel,accepted,fuel,fuel,0.85,,transport_motoring,48
roxanne v,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,48
very group-speke,catalogue_retail,accepted_tiebreak,retail_finance_repayment,catalogue_retail,0.75,catalogue_retail,general_retail_marketplaces,48
zizou express,convenience_store,accepted_tiebreak,takeaway,convenience_store,0.5,convenience_store,groceries_household_essentials,48
spar ingoldmells,groceries,accepted,groceries,groceries,0.85,,groceries_household_essentials,48
marston group limited,debt_enforcement,accepted_tiebreak,debt_collection,debt_enforcement,0.75,debt_enforcement,high_cost_distress_credit,48
simply,convenience_store,accepted_tiebreak,convenience_store,clothing_womens,0.4,convenience_store,groceries_household_essentials,48
graeme willis,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,48
master b,transfer_p2p,accepted_tiebreak,transfer_p2p,unclassified_other,0.4,transfer_p2p,transfers,48
raja broth,takeaway,accepted_tiebreak,takeaway,takeaway,0.6,takeaway,eating_drinking_out,48
taptap send cd,transfer_international,accepted,transfer_international,transfer_international,0.85,,transfers,48
windmill local,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.55,convenience_store,groceries_household_essentials,48
kraken exchange,crypto,accepted,crypto,crypto,0.85,,savings_investments,48
valley's finance ltd,personal_loan_repayment,accepted,personal_loan_repayment,personal_loan_repayment,0.75,,credit_loan_repayments,48
rise trade ltd,unclassified_other,abstain_confirmed,unclassified_other,investment_trading,0.5,unclassified_other,unclassified,48
chingfood,takeaway,accepted_tiebreak,takeaway,takeaway,0.6,takeaway,eating_drinking_out,48
lbhf park ringo,car_parking,accepted,car_parking,car_parking,0.85,,transport_motoring,48
ald automotive,car_lease,accepted,car_lease,car_lease,0.75,,credit_loan_repayments,48
adam,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,48
devon cliff hol,holiday_uk,accepted,holiday_uk,holiday_uk,0.7,,travel_holidays,48
mr stuart d pether mate,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,48
cd co op uckfield uckfield,groceries,accepted_tiebreak,convenience_store,groceries,0.85,groceries,groceries_household_essentials,48
alex griffiths,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,48
disclosure & barring,id_documents,accepted,id_documents,id_documents,0.85,,council_tax_government,48
the cornish bakery,restaurant_cafe,accepted,restaurant_cafe,restaurant_cafe,0.8,,eating_drinking_out,48
sw railway app,public_transport_rail_coach,auto_accept,public_transport_rail_coach,public_transport_rail_coach,0.92,,transport_motoring,48
selco trading ctr,home_improvement,accepted_tiebreak,cash_and_carry,home_improvement,0.85,home_improvement,home_garden,48
d k convenience,convenience_store,accepted,convenience_store,convenience_store,0.85,,groceries_household_essentials,48
mohammed,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,48
o bryant,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,48
sasha burns money,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,48
keys totton,unclassified_other,abstain_residual,taxi_rideshare,vehicle_maintenance,0.5,convenience_store,unclassified,48
michaela roberts,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,48
food panda,takeaway,auto_accept,takeaway,takeaway,0.9,,eating_drinking_out,48
loyd unit,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.4,,unclassified,48
motor fuel,fuel,accepted,fuel,fuel,0.85,,transport_motoring,48
allied international credit debt collection,debt_collection,auto_accept,debt_collection,debt_collection,0.9,,high_cost_distress_credit,48
dvla-bv,road_tax,auto_accept,road_tax,road_tax,0.9,,transport_motoring,48
google royal matc,gaming_mobile,accepted_tiebreak,payment_intermediary,gaming_mobile,0.4,gaming_mobile,entertainment_leisure,48
premier glebe stores,convenience_store,accepted_general,groceries_specialist,convenience_store,0.8,groceries,groceries_household_essentials,48
giovanni sarcone mon,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,48
mohamed benkhalouk,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,48
co op welcome pan stor,groceries,accepted,groceries,groceries,0.7,,groceries_household_essentials,48
healthmatic,unclassified_other,abstain_residual,pharmacy,health_beauty_general,0.4,government_services,unclassified,48
reading transport limi,public_transport_rail_coach,accepted,public_transport_rail_coach,public_transport_rail_coach,0.85,,transport_motoring,48
go car credit finance,car_finance_repayment,accepted,car_finance_repayment,car_finance_repayment,0.8,,credit_loan_repayments,48
premier cayton,unclassified_other,abstain_residual,convenience_store,unclassified_other,0.3,groceries,unclassified,48
cnpcto,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,48
simpson n itf keelvia,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,48
loging wine ltd,alcohol_wine,accepted,alcohol_wine,alcohol_wine,0.7,,groceries_household_essentials,48
cd garden county vending,confectionary,accepted_tiebreak,confectionary,confectionary,0.5,confectionary,groceries_household_essentials,48
bastable vl,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,48
brandon gillmon mum,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,48
e payne,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,48
owen winn pluh,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,48
fleetwood town fc,sports_tickets,accepted_tiebreak,sports_tickets,sports_tickets,0.5,sports_tickets,entertainment_leisure,48
craig,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,48
everyoneactivenestle,unclassified_other,abstain_residual,gym_fitness,gym_fitness,0.55,sports_participation,unclassified,48
evology kiosk,unclassified_other,abstain_residual,health_beauty_general,convenience_store,0.4,confectionary,unclassified,48
pari,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.5,convenience_store,groceries_household_essentials,48
s finance,personal_loan_repayment,accepted_tiebreak,retail_finance_repayment,personal_loan_repayment,0.6,personal_loan_repayment,credit_loan_repayments,48
woodside stores,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.6,convenience_store,groceries_household_essentials,48
l rogers,refund_received,human_reviewed,adult_products,refund_received,0.55,transfer_p2p,income_other,48
nikodemd,payment_intermediary,accepted_tiebreak,payment_intermediary,transfer_p2p,0.5,payment_intermediary,general_retail_marketplaces,48
breeze competition,prize_competitions,accepted_tiebreak,prize_competitions,prize_competitions,0.6,prize_competitions,gambling,47
jbtripeaks,unclassified_other,abstain_confirmed,gaming_online,unclassified_other,0.3,unclassified_other,unclassified,47
dvla-fe,road_tax,auto_accept,road_tax,road_tax,0.9,,transport_motoring,47
select & save ltd,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,47
ikano,retail_finance_repayment,accepted_tiebreak,retail_finance_repayment,retail_finance_repayment,0.6,retail_finance_repayment,credit_loan_repayments,47
ramsdens,pawnbroker,accepted_tiebreak,pawnbroker,pawnbroker,0.65,pawnbroker,high_cost_distress_credit,47
theworks.co.uk,books,accepted,books,books,0.75,,entertainment_leisure,47
gustavo sales alme,unclassified_other,abstain_residual,convenience_store,unclassified_other,0.3,transfer_p2p,unclassified,47
megan,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,47
dvla-pk,road_tax,auto_accept,road_tax,road_tax,0.9,,transport_motoring,47
k ro,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.5,transfer_p2p,transfers,47
grounded manchester,restaurant_cafe,accepted,restaurant_cafe,restaurant_cafe,0.7,,eating_drinking_out,47
justdigitalltd,unclassified_other,abstain_confirmed,unclassified_other,beauty_treatment,0.4,unclassified_other,unclassified,47
z abdelkarim barry,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,47
c an longitch super stor,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.6,convenience_store,groceries_household_essentials,47
ella,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,47
raja bros,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.6,convenience_store,groceries_household_essentials,47
lba car parking,car_parking,auto_accept,car_parking,car_parking,0.9,,transport_motoring,47
cd the vending peopleltd,confectionary,accepted_tiebreak,confectionary,convenience_store,0.5,confectionary,groceries_household_essentials,47
boots the chemist,pharmacy,auto_accept,pharmacy,pharmacy,0.97,,health_medical,47
apcoa scan pay,car_parking,auto_accept,car_parking,car_parking,0.95,,transport_motoring,47
wakefield college,education_general,accepted,education_general,education_general,0.85,,childcare_education,47
milly-lou gleeson,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.8,,transfers,47
asian food store,groceries_specialist,accepted,groceries_specialist,groceries_specialist,0.7,,groceries_household_essentials,47
hertford food & wine,groceries,accepted_general,alcohol_wine,groceries,0.65,convenience_store,groceries_household_essentials,47
nungate mini market,convenience_store,accepted,convenience_store,convenience_store,0.85,,groceries_household_essentials,47
wymetro,public_transport_rail_coach,accepted,public_transport_rail_coach,public_transport_rail_coach,0.85,,transport_motoring,47
classpass,gym_fitness,accepted,gym_fitness,gym_fitness,0.85,,health_medical,47
ems,unclassified_other,abstain_confirmed,waste_services,unclassified_other,0.4,unclassified_other,unclassified,47
king,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,47
otis oriatto,unclassified_other,abstain_residual,transfer_p2p,transfer_p2p,0.6,unclassified_other,unclassified,47
karen baker monzo-ljyrd,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.85,,transfers,47
simmer eats,restaurant_cafe,accepted_tiebreak,restaurant_cafe,restaurant_cafe,0.6,restaurant_cafe,eating_drinking_out,47
cd sonis minimarket,convenience_store,accepted_tiebreak,groceries,convenience_store,0.85,convenience_store,groceries_household_essentials,47
blackpool council,council_tax,accepted,council_tax,council_tax,0.7,,council_tax_government,47
jane,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,47
rac motoring servi the rac,breakdown_cover,accepted,breakdown_cover,breakdown_cover,0.85,,transport_motoring,47
acemoneytransfer,transfer_international,accepted_tiebreak,money_transfer_service,transfer_international,0.7,transfer_international,transfers,47
the early bird,restaurant_cafe,accepted_tiebreak,restaurant_cafe,restaurant_cafe,0.6,restaurant_cafe,eating_drinking_out,47
stephanie hamiltonmum,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,47
earby dri m lt,unclassified_other,abstain_confirmed,takeaway,unclassified_other,0.3,unclassified_other,unclassified,47
tates bar northenden,pub_bar,accepted,pub_bar,pub_bar,0.85,,eating_drinking_out,47
manchester c,unclassified_other,abstain_residual,airport_parking,public_transport_rail_coach,0.4,unclassified_other,unclassified,47
chloe jury money,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,47
alexandru,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,47
may,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,47
oluwafunmilayo bin,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,47
woodwynd store,retail_small_independent,accepted_tiebreak,retail_small_independent,unclassified_other,0.3,retail_small_independent,general_retail_marketplaces,47
manzil food and wine,unclassified_other,abstain_residual,restaurant_cafe,restaurant_cafe,0.6,convenience_store,unclassified,47
the dubliner,pub_bar,accepted,pub_bar,pub_bar,0.75,,eating_drinking_out,47
phillips hn,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,47
the ritz-carlton,restaurant_cafe,accepted_tiebreak,accommodation,restaurant_cafe,0.4,restaurant_cafe,eating_drinking_out,47
liberty scarboroug,unclassified_other,context_dependent,pub_bar,gambling_unspecified,0.4,unclassified_other,unclassified,47
orbit credit services,unclassified_other,abstain_residual,credit_card_repayment,credit_card_repayment,0.6,debt_collection,unclassified,47
gsf,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,47
rss,fuel,accepted_tiebreak,fuel,fuel,0.45,fuel,transport_motoring,47
katie,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,47
davies,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,47
ascona hinton vmi,unclassified_other,abstain_residual,retail_small_independent,unclassified_other,0.3,fuel,unclassified,47
evolution money,personal_loan_repayment,accepted,personal_loan_repayment,personal_loan_repayment,0.85,,credit_loan_repayments,47
taste of poland,unclassified_other,abstain_residual,takeaway,restaurant_cafe,0.6,groceries_specialist,unclassified,47
posh nosh at games,unclassified_other,abstain_residual,gaming_online,restaurant_cafe,0.4,eating_out_other,unclassified,47
rainbow riches cd,gambling_casino,accepted,gambling_casino,gambling_casino,0.75,,gambling,47
elishya,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,47
alfie johnson,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,47
ma-mas,convenience_store,accepted_tiebreak,convenience_store,groceries,0.45,convenience_store,groceries_household_essentials,47
south star pub and cafe,pub_bar,accepted_tiebreak,pub_bar,pub_bar,0.55,pub_bar,eating_drinking_out,47
hinkley point west caf,restaurant_cafe,accepted_tiebreak,restaurant_cafe,restaurant_cafe,0.6,restaurant_cafe,eating_drinking_out,47
a sim,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.4,transfer_p2p,transfers,47
taylor mcclean,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,47
new york,restaurant_cafe,accepted_tiebreak,restaurant_cafe,restaurant_cafe,0.4,restaurant_cafe,eating_drinking_out,47
pc 1 month,software,accepted,software,software,0.75,,digital_subscriptions_services,47
ring standard planlondon,unclassified_other,abstain_residual,home_accessories,home_accessories,0.5,online_services,unclassified,47
fletchers retail,unclassified_other,abstain_residual,retail_small_independent,restaurant_cafe,0.4,convenience_store,unclassified,47
reckitt benckiser hull,unclassified_other,abstain_residual,unclassified_other,transfer_p2p,0.3,unclassified_card_spend,unclassified,47
sparkingclog,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,47
aaron coffee and cheese,unclassified_other,abstain_residual,restaurant_cafe,restaurant_cafe,0.45,transfer_p2p,unclassified,47
gails willesden green,restaurant_cafe,accepted,restaurant_cafe,restaurant_cafe,0.85,,eating_drinking_out,47
westleigh convenience sto,convenience_store,accepted,convenience_store,convenience_store,0.85,,groceries_household_essentials,47
girlington all,unclassified_other,abstain_residual,takeaway,unclassified_other,0.3,retail_small_independent,unclassified,47
dawson pc,transfer_p2p,accepted_tiebreak,unclassified_other,transfer_p2p,0.55,transfer_p2p,transfers,47
.iggall r itf lilyvia,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,47
lily southall-owen,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,47
spice hut,takeaway,accepted_tiebreak,takeaway,takeaway,0.65,takeaway,eating_drinking_out,46
allied pharmacy,pharmacy,accepted,pharmacy,pharmacy,0.85,,health_medical,46
premier local,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.55,convenience_store,groceries_household_essentials,46
castle community,credit_union_repayment,accepted_tiebreak,unclassified_other,credit_union_repayment,0.55,credit_union_repayment,credit_loan_repayments,46
office,footwear,accepted_tiebreak,office_supplies,footwear,0.4,footwear,clothing_personal_care,46
dvla-nl,road_tax,accepted,road_tax,road_tax,0.85,,transport_motoring,46
clarion homes,rent,accepted,rent,rent,0.75,,housing,46
c favorite chicken rib,takeaway,accepted,takeaway,takeaway,0.8,,eating_drinking_out,46
grab and go,convenience_store,accepted,convenience_store,convenience_store,0.7,,groceries_household_essentials,46
r hale,transfer_p2p,accepted_tiebreak,unclassified_other,transfer_p2p,0.55,transfer_p2p,transfers,46
mansfield supermarket,groceries,accepted,groceries,groceries,0.75,,groceries_household_essentials,46
sandford holiday park poole,holiday_uk,accepted,holiday_uk,holiday_uk,0.75,,travel_holidays,46
livesco,gambling_betting,accepted,gambling_betting,gambling_betting,0.7,,gambling,46
wilkesvendingservice,unclassified_other,abstain_residual,unclassified_other,convenience_store,0.5,confectionary,unclassified,46
sazmina,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,46
cd costcutters,groceries,accepted,groceries,groceries,0.85,,groceries_household_essentials,46
l donnigan,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,46
simon's local,unclassified_other,abstain_residual,restaurant_cafe,restaurant_cafe,0.5,convenience_store,unclassified,46
k mills,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,46
anne williams,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,46
c reeves,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,46
howdens,unclassified_other,context_dependent,income_other_unspecified,salary,0.5,kitchen,unclassified,46
auntie anne's,takeaway,accepted,takeaway,takeaway,0.7,,eating_drinking_out,46
edinburgh airport,airport_spend,accepted,airport_spend,airport_spend,0.7,,travel_holidays,46
quick stop,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.55,convenience_store,groceries_household_essentials,46
maxol service station,fuel,accepted,fuel,fuel,0.85,,transport_motoring,46
laura midgley,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,46
lavazza professions,confectionary,accepted_tiebreak,confectionary,confectionary,0.55,confectionary,groceries_household_essentials,46
iram riaz,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,46
