merchant,final_leaf,tier,haiku_leaf,sonnet_leaf,sonnet_conf,opus_leaf,general_category,plaid_n
newsmaster,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.65,convenience_store,groceries_household_essentials,14
bp longton service,fuel,auto_accept,fuel,fuel,0.9,,transport_motoring,14
diadem t&o,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,14
margaret milne,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,14
raees,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,14
fred dickieson,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,14
sales avenue store,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.6,convenience_store,groceries_household_essentials,14
mr richard youngs taxi,taxi_rideshare,accepted,taxi_rideshare,taxi_rideshare,0.75,,transport_motoring,14
christine halliday,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,14
ayyappa minimart,convenience_store,accepted,convenience_store,convenience_store,0.8,,groceries_household_essentials,14
h.m.chilufya,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,14
devante,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,14
grabgo,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.55,convenience_store,groceries_household_essentials,14
the engineer,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.4,,unclassified,14
dinusha samaraweer,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,14
paultons golf club,sports_participation,accepted,sports_participation,sports_participation,0.75,,entertainment_leisure,14
gas and go mart,convenience_store,accepted,convenience_store,convenience_store,0.7,,groceries_household_essentials,14
ben pucell,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,14
spar droitwich,groceries,accepted,groceries,groceries,0.75,,groceries_household_essentials,14
shivshakti news,convenience_store,accepted,convenience_store,convenience_store,0.75,,groceries_household_essentials,14
nicole sheridan,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,14
sjrp investments ltd,investment_general,human_reviewed,investment_general,investment_general,0.6,rent,savings_investments,14
classic m,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.35,,unclassified,14
baynes family,groceries_specialist,accepted_tiebreak,restaurant_cafe,groceries_specialist,0.7,groceries_specialist,groceries_household_essentials,14
e hosgood,transfer_p2p,accepted_tiebreak,unclassified_other,transfer_p2p,0.55,transfer_p2p,transfers,14
tsukasa kataoka,transfer_p2p,accepted_tiebreak,transfer_p2p,live_music,0.45,transfer_p2p,transfers,14
leon restaurant limite,restaurant_cafe,accepted,restaurant_cafe,restaurant_cafe,0.85,,eating_drinking_out,14
harry sparrow,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,14
victor munhoz,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,14
tantastic stafford limite,beauty_treatment,accepted_tiebreak,beauty_treatment,unclassified_other,0.3,beauty_treatment,clothing_personal_care,14
spl 70 news,convenience_store,accepted,convenience_store,convenience_store,0.7,,groceries_household_essentials,14
jack mattiello,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,14
cabins cafe ltd,restaurant_cafe,accepted,restaurant_cafe,restaurant_cafe,0.75,,eating_drinking_out,14
the delivery group,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.35,,unclassified,14
komi group ltd,business_services,accepted_tiebreak,unclassified_other,business_services,0.4,business_services,business_self_employment,14
abdi yg,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,14
willersey garage,fuel,accepted_tiebreak,vehicle_servicing,fuel,0.6,fuel,transport_motoring,14
miss kelly,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,14
marty innes,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,14
mob miss d stan any,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.4,transfer_p2p,transfers,14
explorers fhg,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,14
go tints ltd,vehicle_maintenance,accepted_tiebreak,vehicle_servicing,vehicle_maintenance,0.55,vehicle_maintenance,transport_motoring,14
paulino,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,14
st news newgate,convenience_store,accepted,convenience_store,convenience_store,0.7,,groceries_household_essentials,14
brandon hodgkins,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,14
carreracorporation,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,14
vivo cars ltd,vehicle_purchase,human_reviewed,vehicle_purchase,vehicle_purchase,0.5,car_finance_repayment,transport_motoring,14
culbertsons spar lim,groceries,accepted,groceries,groceries,0.8,,groceries_household_essentials,14
shane hewitt,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,14
kate bell,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,14
daniel dobre,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,14
dani matt,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,14
zakariya,transfer_p2p,accepted_tiebreak,restaurant_cafe,transfer_p2p,0.55,transfer_p2p,transfers,14
gurujee's limited,convenience_store,accepted_tiebreak,restaurant_cafe,convenience_store,0.55,convenience_store,groceries_household_essentials,14
squirrel ludlow,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,14
murtaza ali,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,14
hemsworth family shopp,convenience_store,accepted_tiebreak,convenience_store,groceries,0.4,convenience_store,groceries_household_essentials,14
willans conv str,convenience_store,accepted_tiebreak,unclassified_other,convenience_store,0.6,convenience_store,groceries_household_essentials,14
luke towell,transfer_p2p,accepted_tiebreak,transfer_p2p,gambling_unspecified,0.6,transfer_p2p,transfers,14
kaydie o,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,14
last chance store ltd,discount_store,accepted,discount_store,discount_store,0.7,,groceries_household_essentials,14
andy paul via,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,14
chelmsford social club,private_members_club,human_reviewed,pub_bar,pub_bar,0.55,private_members_club,entertainment_leisure,14
housekeep,cleaning_services,accepted_tiebreak,cleaning_services,cleaning_services,0.65,cleaning_services,home_garden,14
ozkans grill,takeaway,accepted_tiebreak,restaurant_cafe,takeaway,0.55,takeaway,eating_drinking_out,14
marine express,unclassified_other,abstain_residual,travel_other,unclassified_other,0.3,convenience_store,unclassified,14
pleo fs pv,unclassified_other,abstain_residual,payment_intermediary,unclassified_other,0.3,unclassified_transfer,unclassified,14
kings mill hospital,hospital,accepted,hospital,hospital,0.85,,health_medical,14
waterworld,days_out,accepted_tiebreak,days_out,days_out,0.6,days_out,entertainment_leisure,14
surfshark,web_services,accepted,web_services,web_services,0.85,,digital_subscriptions_services,14
benjamin charles bdad,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,14
me group internatiepsom,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,14
hugo's dalgety bay,pub_bar,human_reviewed,pub_bar,unclassified_other,0.3,restaurant_cafe,eating_drinking_out,14
hawk driver,taxi_rideshare,accepted_tiebreak,taxi_rideshare,unclassified_other,0.3,taxi_rideshare,transport_motoring,14
easipay carpets,home_accessories,accepted_tiebreak,home_improvement,home_accessories,0.5,home_accessories,home_garden,14
first south yorksh,public_transport_rail_coach,human_reviewed,unclassified_other,personal_loan_repayment,0.6,public_transport_rail_coach,transport_motoring,14
vw fs uk volkswagen finance,car_finance_repayment,auto_accept,car_finance_repayment,car_finance_repayment,0.9,,credit_loan_repayments,14
desserts by akbar,restaurant_cafe,accepted_tiebreak,restaurant_cafe,takeaway,0.6,restaurant_cafe,eating_drinking_out,14
kingsway news,convenience_store,accepted,convenience_store,convenience_store,0.7,,groceries_household_essentials,14
no1 continental supermark,groceries_specialist,accepted_tiebreak,groceries_specialist,groceries,0.6,groceries_specialist,groceries_household_essentials,14
big bite pizza,takeaway,accepted,takeaway,takeaway,0.7,,eating_drinking_out,14
drink zone and vape zo,alcohol_beer_spirits,accepted_tiebreak,alcohol_beer_spirits,alcohol_beer_spirits,0.55,alcohol_beer_spirits,groceries_household_essentials,14
jules home,unclassified_other,abstain_residual,home_accessories,unclassified_other,0.3,transfer_p2p,unclassified,14
booze city,alcohol_beer_spirits,accepted,alcohol_beer_spirits,alcohol_beer_spirits,0.7,,groceries_household_essentials,14
swan garage,vehicle_maintenance,accepted_general,vehicle_servicing,vehicle_maintenance,0.55,fuel,transport_motoring,14
pic re argos pet petag,pet_supplies,accepted,pet_supplies,pet_supplies,0.8,,pets,14
really tasty foods,unclassified_other,abstain_residual,groceries,groceries,0.55,takeaway,unclassified,14
lalys chemists,pharmacy,accepted,pharmacy,pharmacy,0.85,,health_medical,14
liquor lodge,alcohol_beer_spirits,accepted,alcohol_beer_spirits,alcohol_beer_spirits,0.8,,groceries_household_essentials,14
sultan supermarket,groceries,accepted,groceries,groceries,0.75,,groceries_household_essentials,14
ousmane camara,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,14
rebecca halifax rebecca,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,14
cameron tisdell,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,14
mmoexp,gaming_online,accepted_tiebreak,gaming_online,gaming_online,0.55,gaming_online,entertainment_leisure,14
creditladder,credit_reporting_service,accepted_tiebreak,credit_reporting_service,financial_services_other,0.6,credit_reporting_service,high_cost_distress_credit,14
burnley borough council,council_tax,accepted_tiebreak,council_tax,council_tax,0.6,council_tax,council_tax_government,14
miss alison divers chicken bum,transfer_p2p,accepted_tiebreak,takeaway,transfer_p2p,0.6,transfer_p2p,transfers,14
h j ashton mum,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.8,,transfers,14
c build depot,home_improvement,accepted,home_improvement,home_improvement,0.7,,home_garden,14
big bite,takeaway,accepted_tiebreak,takeaway,takeaway,0.65,takeaway,eating_drinking_out,14
ridgeway high school,school_fees,accepted_tiebreak,school_fees,school_fees,0.6,school_fees,childcare_education,14
dagenham food centre,groceries,accepted,groceries,groceries,0.7,,groceries_household_essentials,14
s chilton,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.5,transfer_p2p,transfers,14
vape store,vaping,accepted,vaping,vaping,0.85,,groceries_household_essentials,14
online home shop limit,home_accessories,accepted_tiebreak,home_accessories,retail_finance_repayment,0.55,home_accessories,home_garden,14
wh smith west suffolk hos,books,accepted_tiebreak,books,books,0.55,books,entertainment_leisure,14
sporting index,gambling_betting,accepted,gambling_betting,gambling_betting,0.85,,gambling,14
eleven labs,software,accepted_tiebreak,software,software,0.6,software,digital_subscriptions_services,14
skipton b.s. sbs,mortgage,accepted_tiebreak,mortgage,savings_transfer,0.55,mortgage,housing,14
bsp multi store,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,14
plum jrxfmvh,savings_transfer,accepted,savings_transfer,savings_transfer,0.8,,savings_investments,14
cooper's,eating_out_other,human_reviewed,pub_bar,restaurant_cafe,0.4,unclassified_other,eating_drinking_out,14
tote london,gambling_betting,accepted_tiebreak,gambling_betting,gambling_betting,0.6,gambling_betting,gambling,14
siren reading bar,pub_bar,accepted,pub_bar,pub_bar,0.7,,eating_drinking_out,14
giardino 14,restaurant_cafe,accepted_tiebreak,restaurant_cafe,restaurant_cafe,0.5,restaurant_cafe,eating_drinking_out,14
rank group,salary,accepted_tiebreak,salary,salary,0.5,salary,income_employment,14
pitch,unclassified_other,abstain_residual,entertainment_other,unclassified_other,0.3,software,unclassified,14
aroma,beauty_treatment,accepted_tiebreak,beauty_treatment,beauty_treatment,0.45,beauty_treatment,clothing_personal_care,14
lri catering,catering,accepted_tiebreak,catering,catering,0.55,catering,eating_drinking_out,14
crumbs bakery and,restaurant_cafe,accepted_tiebreak,restaurant_cafe,restaurant_cafe,0.55,restaurant_cafe,eating_drinking_out,14
the a world hull,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,14
aelia duty free,airport_spend,accepted_tiebreak,airport_spend,retail_other,0.5,airport_spend,travel_holidays,14
joe brown,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,14
boardmasters limited,live_music,accepted_tiebreak,sports_equipment,live_music,0.6,live_music,entertainment_leisure,14
vesta express,unclassified_other,abstain_confirmed,unclassified_other,broadband_tv_phone,0.6,unclassified_other,unclassified,14
clacton pier,days_out,accepted,days_out,days_out,0.75,,entertainment_leisure,14
kamila butkiewicz love,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,14
bbm bargains,discount_store,accepted,discount_store,discount_store,0.75,,groceries_household_essentials,14
ubitricity,fuel,human_reviewed,fuel,fuel,0.6,energy,transport_motoring,14
next directory gpay,catalogue_retail,accepted,catalogue_retail,catalogue_retail,0.75,,general_retail_marketplaces,14
i white food shopping,groceries,accepted_tiebreak,groceries,groceries,0.6,groceries,groceries_household_essentials,14
slough supermarket,groceries,accepted,groceries,groceries,0.75,,groceries_household_essentials,14
beryl s lang,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,14
urban fresh burgerrotherham,takeaway,accepted_tiebreak,takeaway,takeaway,0.65,takeaway,eating_drinking_out,14
bp bradwell service st,fuel,accepted,fuel,fuel,0.85,,transport_motoring,14
uab barbora,groceries,accepted_tiebreak,unclassified_other,groceries,0.5,groceries,groceries_household_essentials,14
manchester airport for,airport_spend,accepted_tiebreak,airport_spend,airport_spend,0.55,airport_spend,travel_holidays,14
diana siksna,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,14
vdp-amazon,marketplace_amazon,accepted,marketplace_amazon,marketplace_amazon,0.85,,general_retail_marketplaces,14
delta supermarket,groceries,accepted_tiebreak,groceries,groceries,0.65,groceries,groceries_household_essentials,14
monecope,debt_management_plan,human_reviewed,unclassified_other,debt_management_plan,0.6,unclassified_recurring,high_cost_distress_credit,14
orbit credit servi,credit_card_repayment,accepted_general,credit_card_repayment,credit_card_repayment,0.55,credit_union_repayment,credit_loan_repayments,14
hsl,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.4,,unclassified,14
richard s gallagher,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,14
crispy cod,takeaway,accepted,takeaway,takeaway,0.8,,eating_drinking_out,14
miss katie,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,14
claire osborn yo,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,14
zoe welsh,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,14
thomas dawson,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,14
willington garden cent,garden,accepted_tiebreak,garden,garden,0.55,garden,home_garden,14
faina marko,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,14
alive no,unclassified_recurring,accepted_tiebreak,unclassified_other,unclassified_recurring,0.4,unclassified_recurring,unclassified,14
melissa waite,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,14
tre,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,14
miss sm jenkins,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,14
midhurst p,groceries,accepted_general,groceries,groceries,0.55,groceries_specialist,groceries_household_essentials,14
kaycie baker,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,14
laurens,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.35,,unclassified,14
oluchi freedom,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,14
camron russell,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.8,,transfers,14
gpa 2rs,car_parking,accepted_tiebreak,unclassified_other,car_parking,0.4,car_parking,transport_motoring,14
t bayliss tony,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,14
chadwick g,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,14
ben ben,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,14
mrs anam yasir,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,14
denis data,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,14
bp shirley connect,fuel,accepted,fuel,fuel,0.85,,transport_motoring,14
akshat kumar,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.5,transfer_p2p,transfers,14
jordan meredith startup,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.5,transfer_p2p,transfers,14
brixham convenient sto,convenience_store,accepted,convenience_store,convenience_store,0.85,,groceries_household_essentials,14
u plus mart,convenience_store,accepted,convenience_store,convenience_store,0.75,,groceries_household_essentials,14
corner house store,convenience_store,accepted,convenience_store,convenience_store,0.8,,groceries_household_essentials,14
cherry tree fruit and,groceries_specialist,accepted_tiebreak,groceries_specialist,groceries_specialist,0.65,groceries_specialist,groceries_household_essentials,14
leanne pancar,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,14
joseph doran,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,14
abdul mohammed pi,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,14
jeet,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,14
paul lawrence,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,14
fine foods exc,groceries_specialist,accepted_tiebreak,groceries_specialist,groceries_specialist,0.55,groceries_specialist,groceries_household_essentials,14
afolake kokumo,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,14
t scarborough,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,14
wood street supermarket,groceries,accepted,groceries,groceries,0.8,,groceries_household_essentials,14
havana disco,night_club,accepted_tiebreak,night_club,night_club,0.6,night_club,eating_drinking_out,14
sandus,transfer_p2p,accepted_tiebreak,unclassified_other,transfer_p2p,0.5,transfer_p2p,transfers,14
mr jamie ward,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,14
cd city news,convenience_store,accepted,convenience_store,convenience_store,0.75,,groceries_household_essentials,14
sompting convenience stor,convenience_store,accepted,convenience_store,convenience_store,0.8,,groceries_household_essentials,14
money footie,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,14
fo chest,unclassified_other,abstain_residual,transfer_p2p,unclassified_other,0.3,unclassified_card_spend,unclassified,14
rebecca walker sister,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.85,,transfers,14
soliel tanning,beauty_treatment,accepted,beauty_treatment,beauty_treatment,0.85,,clothing_personal_care,14
daniel adepoju pi,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,14
kemal,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,14
susan matley,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,14
cafespa,restaurant_cafe,accepted_tiebreak,restaurant_cafe,restaurant_cafe,0.6,restaurant_cafe,eating_drinking_out,14
pizza land timdon,takeaway,accepted,takeaway,takeaway,0.75,,eating_drinking_out,14
s spoors,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,14
lacie cannings,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,14
carl roscoe,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,14
star barbers hayes,beauty_treatment,accepted,beauty_treatment,beauty_treatment,0.8,,clothing_personal_care,14
alicia stone other,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,14
sea life,days_out,accepted,days_out,days_out,0.7,,entertainment_leisure,14
all in one express,unclassified_other,abstain_residual,delivery_courier,unclassified_other,0.3,takeaway,unclassified,14
klaviyo inc. software,software,accepted,software,software,0.75,,digital_subscriptions_services,14
arg food and wine,alcohol_wine,accepted_general,groceries_specialist,alcohol_wine,0.6,convenience_store,groceries_household_essentials,14
pizza pilgrims,restaurant_cafe,accepted,restaurant_cafe,restaurant_cafe,0.85,,eating_drinking_out,14
new luxmi store,convenience_store,accepted,convenience_store,convenience_store,0.7,,groceries_household_essentials,14
yellowvending,confectionary,accepted_tiebreak,confectionary,confectionary,0.55,confectionary,groceries_household_essentials,14
bay horse,pub_bar,accepted,pub_bar,pub_bar,0.7,,eating_drinking_out,14
sn peckham rye sst,restaurant_cafe,accepted_tiebreak,restaurant_cafe,restaurant_cafe,0.45,restaurant_cafe,eating_drinking_out,14
cd gails,restaurant_cafe,accepted_tiebreak,pub_bar,restaurant_cafe,0.75,restaurant_cafe,eating_drinking_out,14
maidstone borough,council_tax,accepted_tiebreak,council_tax,council_tax,0.65,council_tax,council_tax_government,14
luck of the draw compe,prize_competitions,accepted,prize_competitions,prize_competitions,0.7,,gambling,14
keystore macduff,convenience_store,accepted,convenience_store,convenience_store,0.8,,groceries_household_essentials,14
mobilita by mycicero,public_transport_rail_coach,accepted_tiebreak,car_parking,public_transport_rail_coach,0.55,public_transport_rail_coach,transport_motoring,14
first sports,unclassified_other,abstain_residual,sportswear,gym_fitness,0.5,sports_participation,unclassified,14
ks convenience store,convenience_store,accepted,convenience_store,convenience_store,0.85,,groceries_household_essentials,14
citymainadminre,insurance_general,human_reviewed,utility_other,insurance_home,0.4,insurance_general,insurance,14
tramlink ticket vending,public_transport_rail_coach,accepted,public_transport_rail_coach,public_transport_rail_coach,0.8,,transport_motoring,14
first sports dd,unclassified_other,abstain_residual,sportswear,gym_fitness,0.5,sports_participation,unclassified,14
youtube cd,streaming,accepted,streaming,streaming,0.7,,digital_subscriptions_services,14
oasa athens,public_transport_rail_coach,accepted_tiebreak,foreign_spend_unspecified,public_transport_rail_coach,0.6,public_transport_rail_coach,transport_motoring,14
ollie forbes,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,14
playa dorada,foreign_spend_unspecified,accepted_tiebreak,foreign_spend_unspecified,foreign_spend_unspecified,0.4,foreign_spend_unspecified,travel_holidays,14
r clarke sons,groceries_specialist,accepted_tiebreak,groceries_specialist,groceries_specialist,0.5,groceries_specialist,groceries_household_essentials,14
brsk broadband,broadband_tv_phone,auto_accept,broadband_tv_phone,broadband_tv_phone,0.97,,utilities_household_bills,14
ea hs2 trailer,unclassified_other,abstain_residual,vehicle_maintenance,unclassified_other,0.3,unclassified_card_spend,unclassified,14
youtube music,streaming,auto_accept,streaming,streaming,0.9,,digital_subscriptions_services,14
ace newsagent,convenience_store,accepted,convenience_store,convenience_store,0.75,,groceries_household_essentials,14
salexmo competition,prize_competitions,accepted,prize_competitions,prize_competitions,0.7,,gambling,14
showcase,cinema,accepted,cinema,cinema,0.7,,entertainment_leisure,14
bushbury all in one super,groceries,accepted,groceries,groceries,0.7,,groceries_household_essentials,14
code hospitality,restaurant_cafe,accepted_general,restaurant_cafe,restaurant_cafe,0.5,eating_out_other,eating_drinking_out,14
bee network cd,public_transport_rail_coach,accepted_tiebreak,unclassified_other,public_transport_rail_coach,0.55,public_transport_rail_coach,transport_motoring,14
international food,groceries_specialist,accepted_tiebreak,groceries_specialist,groceries_specialist,0.6,groceries_specialist,groceries_household_essentials,14
the tap,pub_bar,accepted_tiebreak,pub_bar,pub_bar,0.6,pub_bar,eating_drinking_out,14
tyrell williams,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,14
central convenienc,convenience_store,accepted,convenience_store,convenience_store,0.8,,groceries_household_essentials,14
nvidia corporation,software,accepted_tiebreak,software,software,0.5,software,digital_subscriptions_services,14
rent chris rent,rent,accepted_tiebreak,transfer_p2p,rent,0.6,rent,housing,14
global mart ashford,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.55,convenience_store,groceries_household_essentials,14
furness stores,convenience_store,accepted_tiebreak,pet_supplies,convenience_store,0.55,convenience_store,groceries_household_essentials,14
warwick food group,groceries,accepted_tiebreak,groceries_specialist,groceries,0.5,groceries,groceries_household_essentials,14
sorelle,unclassified_other,abstain_residual,clothing_general,clothing_general,0.4,unclassified_card_spend,unclassified,14
james cook discove,unclassified_other,abstain_residual,investment_general,investment_general,0.55,unclassified_other,unclassified,14
r mosley,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,14
charlotte kirtley,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.5,transfer_p2p,transfers,14
khans supermarket,groceries,accepted,groceries,groceries,0.85,,groceries_household_essentials,14
zain khan mum,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.85,,transfers,14
northe,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.4,,unclassified,14
trisha webb baby,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.85,,transfers,14
wh smith waterloo,books,accepted_tiebreak,books,books,0.6,books,entertainment_leisure,14
supper club,restaurant_cafe,accepted_tiebreak,restaurant_cafe,restaurant_cafe,0.6,restaurant_cafe,eating_drinking_out,14
kalyan akuthota,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.8,,transfers,14
egg ldn,restaurant_cafe,accepted_general,restaurant_cafe,restaurant_cafe,0.4,night_club,eating_drinking_out,14
a daniel popovici,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.8,,transfers,14
time square car park,car_parking,accepted,car_parking,car_parking,0.85,,transport_motoring,14
sunrise,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,14
chelsea proud,transfer_p2p,accepted_tiebreak,unclassified_other,transfer_p2p,0.6,transfer_p2p,transfers,14
cd cineworld,cinema,auto_accept,cinema,cinema,0.9,,entertainment_leisure,14
h jenkins,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,14
sportpark cafe,restaurant_cafe,accepted,restaurant_cafe,restaurant_cafe,0.75,,eating_drinking_out,14
mrs tracey clarke,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,14
cvtpy,personal_loan_repayment,accepted_tiebreak,unclassified_other,personal_loan_repayment,0.6,personal_loan_repayment,credit_loan_repayments,14
kimberley mcgarry,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,14
aegyptus,unclassified_other,abstain_confirmed,unclassified_other,transfer_p2p,0.35,unclassified_other,unclassified,14
selectaukltdexpres,confectionary,accepted_tiebreak,confectionary,convenience_store,0.4,confectionary,groceries_household_essentials,14
premier oakley cd,convenience_store,accepted_general,groceries_specialist,convenience_store,0.35,groceries,groceries_household_essentials,14
