merchant_raw,description_raw,amount,direction,gold_leaf
The Alchemist,The Alchemist - Media,12.5,debit,restaurant_cafe
W-o Auctions,SP W-O AUCTIONS Sp W-O Auctions,99.4,debit,marketplace_general
St Mocha Coffee Sh,St Mocha Coffee ShGlasgow,8.05,debit,restaurant_cafe
Najeenus,8487 19AUG25 CD   L J NAJEENUS      RETAIL LT         STOCKTON ON T GB,6.0,debit,convenience_store
Casta,NYX*CastawayPlayLtd CD 6993,2.0,debit,gambling_casino
Tye Burdass Garden,TYE BURDASS  GARDEN REFUND FT,1000.0,debit,tradesmen
Anakatech Interactive,Anakatech Interactive,62.0,debit,gambling_casino
C Dragon House Chinese T Pon,1096 14JUL25 C    DRAGON HOUSE      CHINESE T         PONTYCLUN GB,13.8,debit,takeaway
Pauls Pies And Mash,PAULS PIES AND MAS  ON 22 AUG CPM PAULS PIES AND MASH,24.3,debit,takeaway
Vicky Sub,VICKY             SUB               VIA MOBILE - PYMT FP 02/07/25 10    21192112436998000R,20.0,debit,transfer_p2p
Bodytherapy Uk,"Card 11, Bodytherapy Uk Ltd",53.0,debit,beauty_treatment
Deep Food And Wine Cd,DEEP FOOD AND WINE CD 4839,4.75,debit,alcohol_wine
Shahin Group,2061 16JUL25 CD   SUMUP  *SHAHIN    GROUP L           ABERDEEN GB,10.0,debit,unclassified_other
Aleks Gilmerto,Contactless Payment SumUp *ALEKS GILMERTO,20.0,debit,restaurant_cafe
The Golf Foundati,SUMUP  *THE GOLF F,10.0,debit,charitable_donation
Hutchinson Fruit And Veg,Hutchinson Fruit a,13.9,debit,groceries_specialist
Best One General Store,Best One General Store,1.0,debit,convenience_store
Michaels Drinks,MICHAELS DRINKS,4.28,debit,alcohol_beer_spirits
Lea Valley Catering,Lea Valley Catering,12.0,debit,catering
Lower Bourne,Lower Bourne S,12.9,debit,unclassified_other
Peachyclean Window,Payment to PEACHYCLEAN WINDOW 401800 00094781 2025-07-20,17.0,debit,cleaning_services
Pankovaite Eve,PAYPAL *Pankovaite  ON 04 OCT BCC PAYPAL *PANKOVAITE EVE,12.6,debit,transfer_p2p
C Wagon & Horses,4273 29JUN25 C    WAGON & HORSES    01452 612153 GB,12.4,debit,pub_bar
Cd Panopolis,5637 14JUL25 CD   PANOPOLIS         LONDON GB,6.18,debit,restaurant_cafe
The Drawing Room,CARD PAYMENT TO SQ *THE DRAWING ROOM D ON 17-08-2025,12.4,debit,restaurant_cafe
I Hub Trading Lim,PPOINT_*I HUB TRAD,5.0,debit,unclassified_other
Culto,CULTO Culto,1.18,debit,restaurant_cafe
Linda Markwick Car,Linda Markwick Car,50.0,debit,transfer_p2p
Kelly Tall Tickets,Kelly Tall Tickets,40.0,debit,transfer_p2p
A K Bean Vamoos Crm Expensevia,A K BEAN          VAMOOS/CRM EXPENSEVIA ONLINE - PYMT,153.05,debit,transfer_p2p
Jw3 Trading LTD,JW3 TRADING LTD,23.5,debit,entertainment_other
Extravagance,EXTRAVAGANCE          Extravagance,9.98,debit,unclassified_other
Thehalfway,1549 29JUN25      THEHALFWAY*       THEHALFWAY        ILFORD GB,5.5,debit,pub_bar
Iq Student Accommodati,IQ STUDENT ACCOMMO  ON 26 AUG BCC IQ STUDENT ACCOMMODATI,585.0,debit,rent
David Gibson,David Gibson,10.0,debit,transfer_p2p
Adam Robinson Light Ft,ADAM ROBINSON  LIGHT FT,300.0,debit,transfer_p2p
Mr Craig Crawford,MR CRAIG CRAWFORD,140.0,debit,transfer_p2p
Forge Hotel Bristol,FORGE HOTEL BRISTO,80.0,debit,accommodation
Bargain Grocery Outlet,Bargain Grocery Outlet,1.49,debit,groceries
Archie Chapman,Archie Chapman,14.26,debit,transfer_p2p
Www Budget Insurance,WWW BUDGET INSURAN,107.26,debit,insurance_general
S M Seaman,S M SEAMAN 400000001621961024,15.5,debit,transfer_p2p
Wraysbury Food And Wine,WRAYSBURY FOOD AND,2.99,debit,convenience_store
Shaun Smythe,Payment to SHAUN SMYTHE 608371 39011072,80.0,debit,transfer_p2p
Tinytownnewport.co.uk,TINYTOWNNEWPORT.CO.UK CD 1957,10.0,debit,days_out
Eslammiah,ESLAMMIAH* TAXIESLAMMI Eslammiah,13.3,debit,taxi_rideshare
N Mandate No,"DIRECT DEBIT REVERSAL REF 61070381N, MANDATE NO 0004",51.5,credit,returned_payment
Fatai Akanfe Akintoye,SQ *FATAI AKANFE A,7.6,debit,restaurant_cafe
Alex Tlc, Alex Tlc,4.0,debit,transfer_p2p
Leecottage Cd,LEECOTTAGE CD 3577,21.5,debit,unclassified_other
Ayodele Adejoro,AYODELE ADEJORO 400000001615421698,500.0,debit,transfer_p2p
Meadow Lane Post Office,MEADOW LANE POST O,5.88,debit,government_services
Smokers,"SMOKERS PARADISE (VIA SAMSUNG PAY), ON 18-09-2025",23.0,debit,tobacco
Scran Manchester City,SCRAN MANCHESTER C,21.76,debit,takeaway
Norahstrading Lim,Contactless Payment SUMUP *NORAHSTRADING LIM APPLEPAY 7192,17.95,debit,retail_small_independent
Grnk LTD,PPOINT_*GRNK LTD 3,4.84,debit,unclassified_other
Michael Ford Ipad,Michael Ford                             ipad,180.0,debit,transfer_p2p
Lanxpropershoes,SP LANXPROPERSHOES,207.0,debit,footwear
Storehouse Kitchen,9024 22AUG25 CD   MNK*STOREHOUSE    KITCHEN           RIPON GB,86.4,debit,restaurant_cafe
Mane Guernehue,Mane Guernehue,30.69,debit,transfer_p2p
Arran Munro,ARRAN MUNRO,5.0,debit,transfer_p2p
Katie Abercromby,Katie Abercromby .,10.0,debit,transfer_p2p
C Barnams Cafe,9251 07AUG25 C    BARNAMS CAFE      BELFAST GB,17.47,debit,restaurant_cafe
Boleyn Kebab House,Boleyn Kebab House,2.0,debit,takeaway
Wendover Mini Market LTD,Wendover Mini Market L,3.54,debit,convenience_store
Funding First,PAYPAL FUNDING    FIRST PAYMENT,40.0,debit,personal_loan_repayment
Buttysbits,"9005 10SEP25      WWW.BUTTYSBITS.COMEAST SUSSEX, GB",27.3,debit,spares_repairs
Costa Mfg Putney,"COSTA @MFG PUTNEY - 134 WEST HILL, LONDON",4.5,debit,restaurant_cafe
The Brewary Car Park,The Brewery Car Park,2.0,debit,car_parking
Cardiff Garden Centre Cardiff,CARDIFF GARDEN CENTRE Cardiff Garden Centre Cardiff,2.98,debit,garden
Awais Choudhry Ren,Awais Choudhry Awais Choudhry ren,700.0,debit,transfer_p2p
Ppap Co,Ppap Co Ltdb8v - PayPal,31.51,debit,unclassified_other
General Traffic Lt,GENERAL TRAFFIC LTBOLTON,197.11,debit,debt_enforcement
Lfac,Contactless Payment LFAC APPLEPAY 6150,11.5,debit,unclassified_other
Delicious World,DELICIOUS WORLD,16.59,debit,groceries_specialist
The Jungle Club,The Jungle Club,6.0,debit,days_out
Williams Rl,To A/C 25645323   WILLIAMS RL       Via Mobile Xfer,4000.0,debit,transfer_p2p
Elliese George,ELLIESE GEORGE 100000001601457492,5.0,debit,transfer_p2p
Firouz Changizi,FIROUZ CHANGIZI CD 8865,6.0,debit,transfer_p2p
Fudgeheaven,Fudgeheaven,10.0,debit,confectionary
Kids Nursery,KIDS NURSERY 200000001619504042,225.21,debit,childcare
Red Devil,Red Devil 1,9.6,debit,gambling_unspecified
Halal And Fresh Rusholme,Halal And Fresh (rusholme,4.56,debit,groceries_specialist
Dufry Jamaica Limited,DUFRY JAMAICA LIMI,35.79,debit,airport_spend
Mexican Seoul,Mexican Seoul,12.0,debit,restaurant_cafe
Supermercado Jet Ibiza,SUPERMERCADO JET I SPAIN AMOUNT IN EUR 6.10 ON 18 JUL VISA 1.15188 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.16 SUPERMERCADO JET IBIZA,5.46,debit,foreign_spend_unspecified
Jackson's Butchers Baker,Jackson's Butchers,17.15,debit,groceries_specialist
News And Wine Superstore,NEWS and WINE SUPE,3.3,debit,convenience_store
Taleni Beauty,8168 19JUL25 CD   SUMUP  *TALENI    BEAUTY            LONDON GB,24.0,debit,beauty_treatment
Darren J Green,DARREN J GREEN  115 30 RAFFLE FT,70.0,debit,transfer_p2p
Toby J,Toby J Love - TOBY J LOVE - SortCodeAccountNumber: 30966128250160,20.0,debit,transfer_p2p
Dragons Den London Gb,DRAGONS DEN LONDON,29.8,debit,restaurant_cafe
Snapfinance.co.uk Snapfinance,SNAPFINANCE.CO.UK Snapfinance,50.0,debit,retail_finance_repayment
Argyll Community,ARGYLL COMMUNITY H,650.0,debit,rent
Really Awesome Coffee New,Really Awesome Cof,3.5,debit,restaurant_cafe
Rossmar Textiles,Rossmar Textiles  Hessian           VIA MOBILE - PYMT FP 10/06/25 10    12105608171406000N,843.0,debit,arts_crafts
Jason Jones Train,Jason Jones                              Train,36.0,debit,transfer_p2p
Reel Oldham,REEL              Oldham,7.6,debit,cinema
Golden Scissors Tradit,Golden Scissors Tradit,25.0,debit,beauty_treatment
Mr Yitong Cai,MR YITONG CAI 200000001640830189,60.0,debit,transfer_p2p
Haji & Son Cloth House Bradford,HAJI SON CLOTH HOUSE Haji & Son Cloth House Bradford,20.0,debit,clothing_general
Soccerdome Blackbu,NYA*Soccerdome Bla,2.0,debit,sports_participation
Elizabeth Jones Loan,ELIZABETH JONES   LOAN              VIA MOBILE - PYMT,10.0,debit,loan_repayment_manual
Premier Dukinfield,PREMIER DUKINFIELD  ON 15 JUL CLP,2.99,debit,groceries
Regency Square Car Park,"BHCC REGENCY SQ CAR PA (VIA APPLE PAY), ON 27-09-2025",25.0,debit,car_parking
Mencap S,MENCAP S  ON 31 JUL CLP,5.0,debit,charity_shop
Cd Alcombe Pharmacy,1815 21OCT25 CD   ALCOMBE PHARMACY  MINEHEAD GB,28.47,debit,pharmacy
Islington Cd,ISLINGTON CD 0320,20.02,debit,unclassified_other
Seb Petrol,Seb               Petrol            VIA MOBILE - LVP  FP 16/08/25 10    06015002994356000N,20.0,debit,transfer_p2p
Julio Gregori Pere Ro,JULIO GREGORI PERE  RO72WXW FT,800.0,debit,transfer_p2p
My Butchers,My Butchers,3.81,debit,groceries_specialist
Cd Jaesys Off License,3818 18AUG25 CD   JAESYS OFF LICENSEBURNTISLAND GB,6.14,debit,alcohol_beer_spirits
Br Possil,Br Possil,28.5,debit,unclassified_other
Mr Ulysses Bekoe,Mr Ulysses Bekoe Tip,5.0,debit,transfer_p2p
Gravity Brunch And Cof,Gravity Brunch And Cof,27.6,debit,restaurant_cafe
Grocers Heck,5845 31AUG25 C    HAIDER GROCERS    HECKMONDWIKE GB,5.99,debit,groceries_specialist
Cd Delishice,5684 27AUG25 CD   DELISHICE         ABERDEEN GB,7.6,debit,restaurant_cafe
Loans By Mal,Direct debit LOANS BY MAL 162224 10135836,67.25,debit,personal_loan_repayment
Milan Market,Milan Market,5.0,debit,groceries_specialist
Abena Bonsu,Abena Bonsu - SortCodeAccountNumber: 04000358458731,20.0,debit,transfer_p2p
Lost World Golf,LOST WORLD GOLF,49.0,debit,days_out
Now 1ab6d Entertai Cd,NOW 1AB6D Entertai CD 6580,9.99,debit,streaming
Scan Computers Interna,Scan Computers Interna,109.98,debit,computing_devices
C The Blue Convenience,4127 19SEP25 C    THE BLUE          CONVENIENCE       NOTTINGHAM GB,8.12,debit,convenience_store
C La Vita Cafe,0776 25AUG25 C    LA VITA CAFE      SOUTHAMPTON GB,14.98,debit,restaurant_cafe
Tuday,Tuday,0.92,debit,unclassified_other
Pacific Park Photo,SQ *PACIFIC PARK PHOTO Pacific Park Photo,15.55,debit,photography_services
Donato Cb,Contactless Payment DONATO CB EUR 5.00000 at 1.1441 APPLEPAY 5569,4.37,debit,foreign_spend_unspecified
Stretton Fox,Stretton Fox,10.65,debit,pub_bar
Taxi 26.75,"CARD PAYMENT TO SQ *TAXI ,26.75 USD, RATE 0.7454/GBP ON 05-10-2025",19.94,debit,taxi_rideshare
POD,1273 23JUL25  D   POD POINT         LONDON GB,10.0,debit,fuel
Cd Greenside Garden,7644 06SEP25 CD   GREENSIDE GARDEN  CENT              MOTHERWELL GB,14.2,debit,garden
Joe Blake's Stratf,Joe Blake's Stratf,3.65,debit,pub_bar
Enigma Amandas Hair,Enigma            Amandas hair,54.0,debit,beauty_treatment
Morris Bell,SUMUP  *MORRIS BEL,10.3,debit,unclassified_other
Great Plate Sh,2792 07SEP25      PAYPAL *GREAT     PLATE SH          01534734120 GB,28.48,debit,restaurant_cafe
M Heshman,M HESHMAN 400000001636073601,19.0,debit,transfer_p2p
Humeston Byre,Humeston Byre,50.12,debit,pub_bar
Fruteria Bandera,Fruteria Bandera,16.02,debit,groceries_specialist
Avonmouth,Avonmouth Auto Electri,15.0,debit,vehicle_maintenance
Village Food Catering,Village Food Catering,2.99,debit,catering
Regina Ines Dos Re Hi,REGINA INES DOS RE  HI FT,400.0,debit,transfer_p2p
Dizzie S Fish,Contactless Payment ZETTLE_*DIZZIE S FISH APPLEPAY 4763 2025-09-07,13.0,debit,takeaway
Bk Andover,BK ANDOVER C74FCBD  ON 06 JUN CPM,14.17,debit,takeaway
Now 9 Cd,NOW 9CD78 Entertai,6.99,debit,streaming
Arando Gbr,PAYPAL *ARANDO GBR,15.8,debit,unclassified_other
Kk Car Wash Limited,KK car wash Limite,20.0,debit,carwash
Sennen Surf Lodge,SQ *SENNEN SURF LO  ON 02 AUG CPM SQ *SENNEN SURF LODGE,27.0,debit,accommodation
Kieran Money,KIERAN            MONEY             VIA MOBILE - PYMT FP 01/08/25 10    06194239168602000N,218.0,debit,transfer_p2p
Healing Hands Thai,HEALING HANDS THAIWALLINGTON,105.0,debit,beauty_treatment
Citizen,5457 08SEP25      ALLPAY *CITIZEN   HOUSIN            SOLIHULL PARK GB,531.27,debit,rent
Loule,INT'L 0055271514  LOULE CONC GLOBAL 8100-648 LOUL,3.58,debit,foreign_spend_unspecified
Cd Ye Olde Chippy,9410 30AUG25 CD   YE OLDE CHIPPY    SOUTHEND-ON-S GB,8.5,debit,takeaway
Spar Machynlleth,SPAR  ON 19 JUL CPM SPAR   MACHYNLLETH   S,24.9,debit,groceries
S Jagun King Shegy,S jagun           King shegy,40.0,debit,transfer_p2p
Parade News,PARADE NEWS,1.89,debit,convenience_store
Egertons,Egertons,2.0,debit,unclassified_other
Holiday Parks,PRESTHAVEN - RETAIL Holiday Parks,13.97,debit,holiday_uk
Love And Hate,Love And Hate,1.74,debit,unclassified_other
Superbowl Uk Merthyr,Contactless Payment Superbowl UK Merthyr APPLEPAY 7834,18.0,debit,days_out
2u Food Northern Cd,2U Food Northern CD 2811,4.4,debit,groceries
Frucolate,"FRUCOLATE (VIA APPLE PAY), ON 14-08-2025",5.99,debit,restaurant_cafe
Batheaston Bridge,Zettle_*BATHEASTON,1.2,debit,restaurant_cafe
C Howkins Service,4378 25JUL25 C    HOWKINS SERVICE   STATIO            NORTH KILWORT GB,1.39,debit,fuel
Brightdataltd,BRIGHTDATALTD AMOUNT IN USD 20.00 ON 17 JUL VISA 1.3361 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.45 BCC,15.42,debit,web_services
East Kilbride,EAST KILBRIDE,30.0,debit,unclassified_other
J & R Hill Amusem,Contactless Payment SUMUP *J & R HILL AMUSEM,11.0,debit,entertainment_other
Whitney Toll Bridge,Contactless Payment WHITNEY TOLL BRIDGE APPLEPAY 8570,1.0,debit,tolls
Garthdee Pharmacy,  GARTHDEE PHARMACY,1.8,debit,pharmacy
Memories Of Gibraltar,Memories Of Gibraltar,4.05,debit,gifts_flowers
T R Music,T R MUSIC,7.95,debit,musical_instruments
V Sub Astrolinetod,SA *V sub astrolin CYPRUS ON 01 AUG CPM SA *V SUB ASTROLINETOD,1.0,debit,online_services
Muhammad Sikandar,Muhammad sikandar Pay,1874.72,debit,transfer_p2p
Lanterne Rouge Cd,LANTERNE ROUGE CD 9976,3.5,debit,restaurant_cafe
Mutvlimited,PAYPAL *MUTVLIMITE,29.99,debit,streaming
SLL Capital,SLL CAPITAL,1.0,debit,unclassified_other
Unity Cash And Carry,Unity Cash and Carry  Unity Cash And Carry,30.0,debit,cash_and_carry
Andrew Ross,Andrew Ross,20.0,debit,transfer_p2p
Poolside Cafe,CARD PAYMENT TO POOLSIDE CAFE SALTASH ON 18-10-2025,4.0,debit,restaurant_cafe
Taxichristomlin,Taxichristomlin,14.3,debit,taxi_rideshare
Hebs Central,HEBS Central KOSOVO AMOUNT IN EUR 9.60 ON 25 JUN VISA 1.16689 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.25 HEBS CENTRAL,8.48,debit,groceries
Rodeos Burgers Shake,Contactless Payment RODEOS BURGERS SHAKE GOOGLE 2103,9.5,debit,takeaway
Horsey,HORSEY GAP LTD    LINGWOOD NORW,4.0,debit,car_parking
New Coventry Road Dent,  NEW COVENTRY ROAD DENT,27.4,debit,dentist
Nutty Orange,Nutty Orange,16.79,debit,restaurant_cafe
Danaher,Danaher - Chelmsfo,7.0,debit,unclassified_other
Iptiq Life Sa,Iptiq Life Sa-lond Tom Tom00152716 64,19.86,debit,insurance_life
Decy Yo Via,DECY              YO                VIA MOBILE - LVP  FP 14/07/25 10    29230620192782000N,5.9,debit,transfer_p2p
Cutzbyshibzz,NYX*CutzbyShibzz  ON 20 OCT CPM NYX*CUTZBYSHIBZZ,1.5,debit,beauty_treatment
Raymond Regan Anthony,Raymond Regan     Anthony           VIA MOBILE - PYMT FP 26/08/25 10    56231807907037000N,250.0,debit,transfer_p2p
Saracen Grocer Lt,PPOINT_*SARACEN GR,7.02,debit,groceries
My Way,My Way,7.87,debit,unclassified_other
Lowther Farming Partne,LOWTHER FARMING PA,5.0,debit,groceries_specialist
Rafal,RAFAL 100000001637838662,1000.0,debit,transfer_p2p
Medivet Mhp-a,MEDIVET  MHP-AKOYA.UBZQPUXN DDR,14.5,debit,veterinary
The Sun Studio,The Sun Studio,9.0,debit,beauty_treatment
Holiday Homes Booking,Holiday Homes Booking,291.48,debit,holiday_rental
Oscar Drummond Lyall,Oscar Drummond    Lyall             VIA MOBILE - PYMT FP 12/09/25 10    64181345587671000R,15.0,debit,transfer_p2p
Pantelis Kypraios,Pantelis Kypraios,6.06,debit,restaurant_cafe
Provanhall Premier Cd,Provanhall Premier CD 7972,15.0,debit,groceries
Justine Gosling Qeh Sg,Justine Gosling   QEH SG            VIA MOBILE - PYMT FP 10/09/25 10    38132606016346000N,10.0,debit,transfer_p2p
Cd R And A Global Store,9185 10SEP25 CD   R AND A GLOBAL    STORE             BRIGHTON GB,3.34,debit,convenience_store
Hayley Brooker,HAYLEY BROOKER 300000001623315223,20.0,debit,transfer_p2p
Kinsta,Kinsta,0.75,debit,web_services
Julia Dabrowka Olu,JULIA DABROWKA OLU  ASHAILA BLOW DRY FT,5.0,debit,beauty_treatment
Nikita Pedro,Halifax account - From Djc Trading.. Nikita Pedro - SortCodeAccountNumber: 11056510324762,67.5,debit,transfer_p2p
Suit Direct Merry Hill,Suit Direct Merry,99.0,debit,clothing_mens
Thatchers Cider,SUMUP  *THATCHERS,6.88,debit,alcohol_beer_spirits
Chaabi Money,CHAABI MONEY  ON 07 OCT BCC,2000.0,debit,transfer_international
Non Stop Vintage,Non Stop Vintage,75.0,debit,clothing_general
Nouvelle Noire Gmbh,NOUVELLE NOIRE GMBH Nouvelle Noire Gmbh,55.88,debit,unclassified_other
Pride Of Paddingto,Pride of PaddingtoLondon,21.85,debit,public_transport_rail_coach
Loca,4104 27JUL25 C    LOCAL LOCK*       LOCALLOCKS        LONDON GB,79.0,debit,tradesmen
Rd Day Trips,GB Account - From J Churchley Rd Day Trips - SortCodeAccountNumber: 55704683439951,20.0,debit,transfer_p2p
Burger-me-up,Burger-Me-Up StircBirmingham,5.85,debit,takeaway
N Dean Hamper,N DEAN            HAMPER REFUND     FP 30/09/25 2039  200000001634759091,5.0,credit,refund_received
L Rana Council,L RANA            Council t,98.44,debit,transfer_p2p
Beth Forster Money,BETH FORSTER  MONEY FT,20.0,debit,transfer_p2p
Argos Market Harboroug,Argos Market Harboroug,19.99,debit,catalogue_retail
Richard Gill,RICHARD GILL 100000001588218090 KINGSLEIGH HOMES 608006     10 19JUL25 21:02,1035.0,debit,rent
Dolores Copeland Money,DOLORES COPELAND  MONEY FT,400.0,debit,transfer_p2p
Wir Ral Uniforms.combirkenhead,9280 19AUG25      WIRRALUNIFORMS.COMBIRKENHEAD GB,174.0,debit,clothing_childrens
Ayo Onitiju,AYO ONITIJU 200000001617776380,500.0,debit,transfer_p2p
Arndale Newsagency,ARNDALE NEWSAGENCY  ON 03 OCT CPM,3.5,debit,convenience_store
Mason Suttc,MASON SUTTCLIFFE 500000001575215190,35.0,debit,transfer_p2p
Nsah Alliance,Nsah (alliance,75.0,debit,unclassified_other
The Smoothie Bar Lt,THE SMOOTHIE BAR LTD The Smoothie Bar Lt,10.0,debit,restaurant_cafe
Academicsmug,ACADEMICSMUG.COM,20.03,debit,gifts_flowers
Scalby Manor,SCALBY MANOR HOTEL,17.59,debit,pub_bar
Tung Chun,"PAYPAL *AJCLOUD - RM 1202, 12/F, TUNG CHUN, 4029357733",15.99,debit,web_services
G L Taylor,G L TAYLOR 200000001639658101,100.0,debit,transfer_p2p
Bazar Bay,BAZAR BAY,9.06,debit,convenience_store
Caulfield L,Loan Refund Caulfield L & Bead,1000.0,credit,refund_received
Bigfinish,Visa purchase WWW.BIGFINISH.COM,5.98,debit,physical_media
Hitesh The Unisex Salo,Hitesh The Unisex Salo,12.0,debit,beauty_treatment
Simschippy,Simschippy,8.59,debit,takeaway
Lukmut,SumUp  *Lukmut,2.0,debit,unclassified_other
Open Doors,OPEN DOORS* SUBM. LONDON,17.0,debit,charitable_donation
Sthetix,XDT*STHETIX INDONESIA AMOUNT IN IDR 9221155.00 ON 06 OCT VISA 22261.303177 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £12.39 ,426.61,debit,foreign_spend_unspecified
Cafe Di Mare,CAFE DI MARE,14.24,debit,restaurant_cafe
Warrens Village Limite Clevedon,WARRENS VILLAGE LIMITE Warrens Village Limite Clevedon,36.7,debit,holiday_uk
Holidayglobe.co.ukslough,4344 28JUL25  D   HOLIDAYGLOBE.CO.UKSLOUGH GB,350.0,debit,holiday_package
Upminister Cafe,UPMINISTER CAFE  ON 18 JUL CPM,18.6,debit,restaurant_cafe
C Tg Lydney,4058 17JUL25 C    TG LYDNEY         LYDNEY GB,16.21,debit,unclassified_other
Hunters Hall Limited,HUNTERS HALL LIMIT  ON 02 AUG CPM HUNTERS HALL LIMITED,11.0,debit,pub_bar
Paul Stanley,SQ *PAUL STANLEY,6.0,debit,unclassified_other
George And Danver,George and Danver,11.45,debit,restaurant_cafe
Resume.co,RESUME.CO 840           1.95 VISAXR   1.34483 CD 2048 31AUG25,1.45,debit,career_services
Jane Anderson,Account - Monzo-VLMFX Jane Anderson - SortCodeAccountNumber: 04000365825925,77.85,debit,transfer_p2p
Cd Flyingtiger Spitalfiel,4009 24JUL25 CD   FLYINGTIGER       SPITALFIEL        MILTON KEYNES GB,3.85,debit,retail_other
The Chester Bar,The Chester Bar,12.5,debit,pub_bar
Cd Newcastle Nugelat,7060 23MAY25 CD   NEWCASTLE NUGELATONEWCASTLE GB,5.95,debit,restaurant_cafe
Rhythm Room LTD,RHYTHM ROOM LTD,23.0,debit,night_club
Jap Food And Wine,Contactless Payment PPOINT_*JAP FOOD AND WINE,4.84,debit,convenience_store
In Sync Training C Joanna,IN SYNC TRAINING C  JOANNA YU FT,60.0,debit,education_general
La Vita Ice Cream,Contactless Payment LA VITA ICE CREAM APPLEPAY 7132,3.0,debit,restaurant_cafe
Crawford's Convenienc,"CRAWFORD'S CONVENIENC (VIA APPLE PAY), ON 10-08-2025",0.99,debit,convenience_store
Country Florists,Country Florists,30.0,debit,gifts_flowers
Jaxx,CAFE JAXX  ON 20 OCT CLP,7.0,debit,restaurant_cafe
Orchard Wine Lodge LTD,Orchard Wine Lodge Ltd,20.45,debit,alcohol_wine
Alice Wakley Tradi,ALICE WAKLEY TRADI 100000001587279551,35.0,debit,transfer_p2p
Emma Bellah Hair,emma                                     bellah hair,385.0,debit,skin_hair_care
Marthabrook,Etsy.com*MarthaBro  ON 27 AUG CPM ETSY.COM*MARTHABROOK,35.79,debit,marketplace_general
Cd Gary Taxi,9877 30JUN25 CD   GARY TAXI         ESSEX GB,12.0,debit,taxi_rideshare
The 4 Thutility.co.uk,Visa purchase THE4THUTILITY.CO.UK,22.0,debit,utility_other
Mister Softee Rainham,MISTER SOFTEE     RAINHAM,4.0,debit,restaurant_cafe
Bridget Logan Lauren,BRIDGET LOGAN     LAUREN            VIA MOBILE - PYMT,20.0,debit,transfer_p2p
Smokeypo,PAYPAL *smokeypo91  ON 31 AUG BCC PAYPAL *SMOKEYPO91,23.0,debit,unclassified_other
Jigsaw Charity,SQ *JIGSAW CHARITY,100.0,debit,charitable_donation
Bfc Morden,BFC               MORDEN,8.0,debit,takeaway
Hospedia LTD,Hospedia Ltd,24.9,debit,entertainment_other
Maynards Farm,MAYNARDS FARM,17.2,debit,groceries_specialist
Pret Mfg Shepton,PRET @MFG SHEPTON SOMERSET,16.69,debit,restaurant_cafe
Cd Safiya,3093 28AUG25 CD   SAFIYA TURNBULL   LONDON GB,1.3,debit,retail_small_independent
Ishi X Adnan,ISHI X            ADNAN             VIA MOBILE - PYMT FP 19/07/25 10    31220951628556000N,3.0,debit,transfer_p2p
Ashton Mini Mart,Ashton Mini Mart,6.34,debit,convenience_store
K2 Inns,K2 INNS (12),5.4,debit,pub_bar
Sensilabdoo,PAYPAL *SENSILABDO SLOVENIA ON 28 JUN BCC PAYPAL *SENSILABDOO,14.93,debit,supplements
Delta Liverpool,SQ *DELTA         Liverpool,10.0,debit,pub_bar
Western Park Cod,WESTERN PARK COD,22.91,debit,takeaway
Alanh,9005 08SEP25      ALANHSCHOFI       01457854267 GB,626.04,debit,unclassified_other
JLN,PPOINT_*JLN RETAILBARGOED,12.99,debit,convenience_store
Argos Balloo,9953 02SEP25      ARGOS BALLOO      BANGOR GB,80.0,debit,catalogue_retail
Toi S Thai Kitche,SUMUP  *TOI_S THAI,2.0,debit,restaurant_cafe
Cd Beachcomber Cafe,3839 28JUL25 CD   BEACHCOMBER CAFE  NEWRY GB,8.6,debit,restaurant_cafe
Danas Lipke,DANAS LIPKEVICIUS 500000001614789416,4500.0,debit,transfer_p2p
Premier Wednesfield,PREMIER WEDNESFIEL,19.45,debit,groceries
New Bilton Stores,New Bilton Stores,5.27,debit,convenience_store
Sandownpar,BRSGOLF.CO* SANDOW,26.0,debit,sports_participation
Green Chillies,GREEN CHILLIES,31.5,debit,restaurant_cafe
Uniforms4,SP UNIFORMS4HEALTHLEEDS,43.06,debit,clothing_workwear
Crosscoun,Sq Crosscoun,2.5,debit,unclassified_other
Greens Shop LTD,Contactless Payment GREENS SHOP LTD APPLEPAY 1222,26.0,debit,groceries
Sarai Convence St,Ppoint_*sarai Convence St,1.78,debit,convenience_store
New Oriental City,New Oriental City  ON 20 JUL BCC NEW ORIENTAL CITY,38.1,debit,restaurant_cafe
The Canary,3061 06OCT25 C    SQ *THE CANARY    LEEDS GB,5.95,debit,pub_bar
G Macha,G MACHA 305390 10084468,11.0,debit,transfer_p2p
Cewe Boots Doncaster Fre,CEWE  BOOTS DONCAS,0.55,debit,printing_services
Innis And Gunn Taproom Cd,INNIS AND GUNN TAPROOM CD 7580,9.0,debit,pub_bar
Cottonon Gb,CottonOn_GB Cottonon_gb,23.5,debit,clothing_general
Ohsewcrafty,OHSEWCRAFTY Ohsewcrafty,31.5,debit,arts_crafts
Paul Jameson,SumUp  *Paul james,3.8,debit,unclassified_other
Grooms News Food And Wine,Grooms news food a,2.04,debit,convenience_store
