merchant,gold_leaf,alt_leaf,gold_source,plaid_n
little chef,restaurant_cafe,,consensus_all_agree,4
preston city council,council_tax,,consensus_all_agree,4
aer lingus,flights,,consensus_all_agree,4
first direct,financial_institution_unspecified,,consensus_all_agree,3
thai express,takeaway,,adjudicated_llm,3
war child,charitable_donation,,consensus_all_agree,3
greensquareaccord,rent,,adjudicated_correction,3
tamatanga,restaurant_cafe,,consensus_all_agree,3
euphorium bakery,restaurant_cafe,,adjudicated_llm,3
the donkey sanctuary,charitable_donation,,consensus_all_agree,3
karamba,gambling_casino,,consensus_all_agree,3
suzuki finance,car_finance_repayment,,consensus_all_agree,3
ashbourne membership management,gym_fitness,,adjudicated_equifax,3
dementia uk,charitable_donation,,consensus_all_agree,3
radar taxis,taxi_rideshare,,consensus_all_agree,3
tapas revolution,restaurant_cafe,,consensus_all_agree,3
land rover,vehicle_purchase,,consensus_all_agree,3
lily's kitchen,pet_supplies,,adjudicated_llm,3
cafe rouge,restaurant_cafe,,consensus_all_agree,3
park holidays uk,holiday_uk,,consensus_all_agree,3
gedling borough council,council_tax,,consensus_all_agree,3
best meat,groceries_specialist,,adjudicated_llm,3
bonzo lounge,pub_bar,,consensus_all_agree,3
polani travel,travel_other,,adjudicated_llm,3
packlink,delivery_courier,,consensus_all_agree,3
collectables,retail_other,jewellery,adjudicated_either,3
gaucho,restaurant_cafe,,consensus_all_agree,3
scottish provident,insurance_life,,consensus_all_agree,3
sultan restaurant,restaurant_cafe,,consensus_all_agree,3
conwy county borough council,council_tax,,consensus_all_agree,3
bet uk,gambling_betting,,consensus_all_agree,3
jin bo law uk limited,legal_services,,adjudicated_llm,3
watford borough council,council_tax,,consensus_all_agree,3
london borough of waltham forest,council_tax,,consensus_all_agree,3
onecall debt recovery,debt_collection,,consensus_all_agree,3
anduff carwash,carwash,,consensus_all_agree,3
sandwell council,council_tax,,consensus_all_agree,3
bumble,online_dating,,consensus_all_agree,3
oriental star,restaurant_cafe,,consensus_all_agree,3
the game collection,gaming_console_pc,,consensus_all_agree,3
cambrian credit union,credit_union_repayment,,consensus_all_agree,3
public and commercial services union,trade_union,,consensus_all_agree,3
ics learn,home_learning,,adjudicated_equifax,3
midlothian council,council_tax,,consensus_all_agree,3
horsham district council,council_tax,,consensus_all_agree,3
scotlands charity,charitable_donation,,consensus_all_agree,3
the sheaf island,pub_bar,,adjudicated_llm,3
curzon cinema,cinema,,consensus_all_agree,3
flair afro cosmetics,skin_hair_care,,adjudicated_llm,3
cinema paradiso,cinema,,consensus_all_agree,3
gloucestershire county council,council_tax,,consensus_all_agree,3
zest car rental,car_hire,,consensus_all_agree,3
reading food centre,groceries,,consensus_all_agree,3
tony's chocolonely,confectionary,,consensus_all_agree,3
financial times,newspapers,,consensus_all_agree,3
pet plan,insurance_pet,,consensus_all_agree,3
thorntons,confectionary,,consensus_all_agree,3
conservative party,political_donation,,consensus_all_agree,3
corgi homeplan,insurance_home,,adjudicated_llm,3
gymbox,gym_fitness,,consensus_all_agree,3
macmillan,charitable_donation,,consensus_all_agree,3
the royal borough of kingston upon thames,council_tax,,consensus_all_agree,3
the real china,restaurant_cafe,,adjudicated_llm,3
capital cars,taxi_rideshare,,consensus_all_agree,3
car insurance,insurance_motor,,consensus_all_agree,3
puccinos,restaurant_cafe,,consensus_all_agree,3
hop vietnamese,restaurant_cafe,,consensus_all_agree,3
bunches,gifts_flowers,,consensus_all_agree,3
cashplus,prepaid_card,,adjudicated_equifax,3
the clacton pier,days_out,,consensus_all_agree,3
virgin holidays,holiday_package,,consensus_all_agree,3
hugo boss,clothing_general,,consensus_all_agree,3
john greed jewellery,jewellery,,consensus_all_agree,3
klm taxis,taxi_rideshare,,consensus_all_agree,3
stonewater ltd,rent,,adjudicated_equifax,3
livecareer,career_services,,adjudicated_llm,3
super save,convenience_store,,adjudicated_equifax,3
west lothian council,council_tax,,consensus_all_agree,3
the prince george,pub_bar,,consensus_all_agree,3
the hockney,pub_bar,,consensus_all_agree,3
county mall news,convenience_store,,adjudicated_equifax,3
denbighshire county council,council_tax,,consensus_all_agree,3
revolution fitness,gym_fitness,,consensus_all_agree,3
school uniform direct,clothing_childrens,,adjudicated_llm,3
pull and bear,clothing_general,,consensus_all_agree,3
emigrantas tv,streaming_music,,adjudicated_llm,3
health shield,insurance_health,,consensus_all_agree,3
the table,restaurant_cafe,,consensus_all_agree,3
suzuki,vehicle_purchase,,consensus_all_agree,3
sweaty betty,sportswear,clothing_womens,adjudicated_either,3
2u food,takeaway,,consensus_all_agree,3
stockport metropolitan borough council,council_tax,,consensus_all_agree,3
aa home insurance,insurance_home,,consensus_all_agree,3
namaste asian kitchen,restaurant_cafe,takeaway,adjudicated_either,3
pactcoffee,groceries_specialist,,adjudicated_llm,3
panini shack,takeaway,,consensus_all_agree,3
pound express,discount_store,,consensus_all_agree,3
foyles,books,,consensus_all_agree,3
interactive investor,investment_trading,,adjudicated_llm,3
tamworth borough council,council_tax,,consensus_all_agree,3
lancashire county council,council_tax,,consensus_all_agree,3
mersey tunnel,tolls,,consensus_all_agree,3
the distillery,pub_bar,,consensus_all_agree,3
angel advance limited,debt_management_plan,,adjudicated_equifax,3
scottish borders council,council_tax,,consensus_all_agree,3
world animal protection,charitable_donation,,consensus_all_agree,3
st helens metropolitan borough council,council_tax,,consensus_all_agree,3
yew tree mini market,convenience_store,,adjudicated_llm,3
a&f bargains ltd,discount_store,,adjudicated_llm,3
parcel monkey,delivery_courier,,consensus_all_agree,3
the vapour hut,vaping,,consensus_all_agree,3
aegon sipp,pension_contribution,,consensus_all_agree,3
ereceptionist,business_services,,consensus_all_agree,3
la piazza,restaurant_cafe,,consensus_all_agree,3
atlassian,software,,adjudicated_llm,3
pembrokeshire county council,council_tax,,consensus_all_agree,3
ultrasound direct,health_other,,adjudicated_llm,3
dfds seaways,ferry_rail_travel,,consensus_all_agree,3
the folio society,books,,consensus_all_agree,2
st leger tavern,pub_bar,,consensus_all_agree,2
dolphin fitness,gym_fitness,,consensus_all_agree,2
foodland,groceries,,consensus_all_agree,2
the beer emporium,alcohol_beer_spirits,pub_bar,adjudicated_either,2
tenovus cancer care,charitable_donation,,consensus_all_agree,2
madame tussauds,days_out,,consensus_all_agree,2
the couture club ltd,clothing_general,,consensus_all_agree,2
the trade centre uk,vehicle_purchase,,consensus_all_agree,2
shoosmiths llp,legal_services,,consensus_all_agree,2
skegness aquarium,days_out,,consensus_all_agree,2
albion tap,pub_bar,,consensus_all_agree,2
david's kitchen,restaurant_cafe,,consensus_all_agree,2
lacoste,clothing_general,,adjudicated_llm,2
the salt quay,pub_bar,,consensus_all_agree,2
bannatyne health club,gym_fitness,,consensus_all_agree,2
traid,charity_shop,,adjudicated_llm,2
wahaca,restaurant_cafe,,consensus_all_agree,2
allerdale borough,council_tax,,consensus_all_agree,2
residential management group,property_management,,adjudicated_llm,2
derbyshire county council,council_tax,,consensus_all_agree,2
strand palace hotel,accommodation,,consensus_all_agree,2
bartlett mitchell,catering,,consensus_all_agree,2
torfaen county borough,council_tax,,consensus_all_agree,2
bamboo door,restaurant_cafe,,consensus_all_agree,2
dartford crossing,tolls,,consensus_all_agree,2
suprplay,gambling_casino,,adjudicated_equifax,2
lululemon,sportswear,,consensus_all_agree,2
the old plough,pub_bar,,consensus_all_agree,2
the virgin queen,pub_bar,,consensus_all_agree,2
weekend offender,clothing_general,,consensus_all_agree,2
clic sargent,charitable_donation,,consensus_all_agree,2
thompson & morgan,garden,,consensus_all_agree,2
swarovski,jewellery,,consensus_all_agree,2
volcano coffee works,restaurant_cafe,groceries,adjudicated_either,2
calendar club,gifts_flowers,,consensus_all_agree,2
virgin atlantic,flights,,consensus_all_agree,2
crows nest,pub_bar,,consensus_all_agree,2
home energy,energy,,consensus_all_agree,2
jessops,camera_photography,,consensus_all_agree,2
three guineas,pub_bar,,consensus_all_agree,2
the mayflower,pub_bar,,consensus_all_agree,2
pizza warehouse,takeaway,,consensus_all_agree,2
aesop,skin_hair_care,,consensus_all_agree,2
elemis,skin_hair_care,,adjudicated_llm,2
tayyabs,restaurant_cafe,,consensus_all_agree,2
crisis uk,charitable_donation,,consensus_all_agree,2
parklands country club,private_members_club,,adjudicated_llm,2
abebooks,books,,consensus_all_agree,2
addison lee,taxi_rideshare,,consensus_all_agree,2
scotwest credit union,credit_union_repayment,,consensus_all_agree,2
the old queen's head,pub_bar,,consensus_all_agree,2
triple point brewing,alcohol_beer_spirits,pub_bar,adjudicated_either,2
fresh and food ltd,groceries,,consensus_all_agree,2
c cabs,taxi_rideshare,,consensus_all_agree,2
u drive cover,insurance_motor,,consensus_all_agree,2
jack wills,clothing_general,,consensus_all_agree,2
uk usa eliquids ltd,vaping,,adjudicated_llm,2
absolute music,musical_instruments,,adjudicated_equifax,2
auberge,restaurant_cafe,,consensus_all_agree,2
diabetes uk,charitable_donation,,consensus_all_agree,2
mansfield district council,council_tax,,consensus_all_agree,2
top wok,takeaway,,adjudicated_llm,2
wellington hotel,accommodation,,consensus_all_agree,2
boisdale,restaurant_cafe,,consensus_all_agree,2
ipswich borough council,council_tax,,consensus_all_agree,2
baba jaga,groceries,,adjudicated_equifax,2
findmeagift,gifts_flowers,,adjudicated_llm,2
mobile shop,mobile_handset,,consensus_all_agree,2
roman originals,clothing_womens,,consensus_all_agree,2
the jewel hut,jewellery,,consensus_all_agree,2
air new zealand,flights,,consensus_all_agree,2
tower of london,days_out,,consensus_all_agree,2
uttlesford district council,council_tax,,consensus_all_agree,2
alchemy cafes,restaurant_cafe,,consensus_all_agree,2
build a bear,toys,,consensus_all_agree,2
kathmandu,clothing_outdoor,,consensus_all_agree,2
big motoring world,vehicle_purchase,,consensus_all_agree,2
inn keepers fayre,pub_bar,,consensus_all_agree,2
zip,bnpl,,consensus_all_agree,2
dr martens,footwear,,adjudicated_llm,2
hostelworld,accommodation,,consensus_all_agree,2
the beauty room,beauty_treatment,,adjudicated_llm,2
supermac's,takeaway,,consensus_all_agree,2
railway bell,pub_bar,,consensus_all_agree,2
the ram,pub_bar,,consensus_all_agree,2
the sports edit,sportswear,,consensus_all_agree,2
bone daddies,restaurant_cafe,,consensus_all_agree,2
flying flowers,gifts_flowers,,consensus_all_agree,2
three greyhounds,pub_bar,,consensus_all_agree,2
golden kitchen,takeaway,,consensus_all_agree,2
doncaster council,council_tax,,consensus_all_agree,2
the fox and goose,pub_bar,,consensus_all_agree,2
child base ltd,childcare,,consensus_all_agree,2
kcom,broadband_tv_phone,,adjudicated_llm,2
revolution skatepark,sports_participation,,adjudicated_llm,2
bentalls,department_store,,consensus_all_agree,2
leigh sports village,sports_participation,gym_fitness,adjudicated_either,2
missguided,clothing_womens,,adjudicated_llm,2
sanef sa,tolls,,consensus_all_agree,2
vonage,broadband_tv_phone,,consensus_all_agree,2
dominos pizza,takeaway,,consensus_all_agree,2
workwear express,clothing_workwear,,adjudicated_llm,2
front row music,music_other,,consensus_all_agree,2
heathrow express,public_transport_rail_coach,,consensus_all_agree,2
prestige flowers,gifts_flowers,,consensus_all_agree,2
azzurro,restaurant_cafe,,consensus_all_agree,2
health express,pharmacy,,adjudicated_llm,2
tm legal services,legal_services,,consensus_all_agree,2
triple s caterers,catering,,adjudicated_llm,2
furniture village,home_accessories,,consensus_all_agree,2
london transport museum,days_out,,consensus_all_agree,2
sandwi on the go ltd,takeaway,,adjudicated_llm,2
the market porter,pub_bar,,consensus_all_agree,2
daniel footwear,footwear,,adjudicated_llm,2
office shoes,footwear,,adjudicated_llm,2
ecotricity,energy,,consensus_all_agree,2
the bedford,pub_bar,,adjudicated_llm,2
vertu motors,vehicle_purchase,,consensus_all_agree,2
chichester district council,council_tax,,consensus_all_agree,2
the cotswold company,home_accessories,,consensus_all_agree,2
levy restaurants,restaurant_cafe,,consensus_all_agree,2
bodybuilding warehouse,supplements,,consensus_all_agree,2
cafe in the park,restaurant_cafe,,consensus_all_agree,2
the ivy,restaurant_cafe,,consensus_all_agree,2
goldsmiths,jewellery,,consensus_all_agree,1
welcome co-op,groceries,,consensus_all_agree,1
castle community bank,credit_union_repayment,,adjudicated_equifax,1
ed's easy diner,restaurant_cafe,,consensus_all_agree,1
gardening express,garden,,consensus_all_agree,1
south lanarkshire council,council_tax,,consensus_all_agree,1
bose,audio_equipment,,consensus_all_agree,1
horniman at hays,pub_bar,,adjudicated_equifax,1
speedo,sportswear,,consensus_all_agree,1
little tokyo,restaurant_cafe,,consensus_all_agree,1
damart,clothing_general,,consensus_all_agree,1
mcguirks golf,sports_equipment,,consensus_all_agree,1
the stand comedy club,theatre,,adjudicated_equifax,1
wychavon district council,council_tax,,consensus_all_agree,1
brora,clothing_general,,consensus_all_agree,1
herbalife,supplements,,adjudicated_llm,1
sala thong,restaurant_cafe,,consensus_all_agree,1
infinity foods,groceries_specialist,,adjudicated_llm,1
molton brown,skin_hair_care,,consensus_all_agree,1
greenpeace,charitable_donation,,consensus_all_agree,1
bromley council,council_tax,,consensus_all_agree,1
huntingdonshire district council,council_tax,,consensus_all_agree,1
la tasca,restaurant_cafe,,consensus_all_agree,1
lenovo,computing_devices,,consensus_all_agree,1
phase eight,clothing_womens,,consensus_all_agree,1
the yew tree,pub_bar,,consensus_all_agree,1
venn street records,pub_bar,,adjudicated_equifax,1
brighton silver,jewellery,,consensus_all_agree,1
afro shop emma limited,groceries,,adjudicated_equifax,1
cigna,insurance_health,,consensus_all_agree,1
vetsure,insurance_pet,,adjudicated_llm,1
marquess of anglesey,pub_bar,,adjudicated_llm,1
the water margin,restaurant_cafe,,adjudicated_llm,1
university of oxford,education_general,,consensus_all_agree,1
just drinks 4u uk ltd,alcohol_beer_spirits,,adjudicated_llm,1
express chemist,pharmacy,,adjudicated_llm,1
world of golf,sports_equipment,,consensus_all_agree,1
grosvenor & arrow cars,taxi_rideshare,,consensus_all_agree,1
red letter days,experience_days,,consensus_all_agree,1
active tameside,gym_fitness,,consensus_all_agree,1
police,emergency_services,,consensus_all_agree,1
french connection,clothing_general,,consensus_all_agree,1
the volunteer tavern,pub_bar,,adjudicated_llm,1
hungry horse,pub_bar,,consensus_all_agree,1
south ayrshire council,council_tax,,consensus_all_agree,1
the cottage loaf,pub_bar,,consensus_all_agree,1
terrys fabrics,home_accessories,,adjudicated_llm,1
ripped knees,sports_equipment,,adjudicated_equifax,1
savers health,pharmacy,,adjudicated_llm,1
the robin hood,pub_bar,,consensus_all_agree,1
temptation gifts,gifts_flowers,,adjudicated_llm,1
austrian airlines,flights,,consensus_all_agree,1
charlotte tilbury,skin_hair_care,,adjudicated_llm,1
gap,clothing_general,,consensus_all_agree,1
m&s car insurance,insurance_motor,,consensus_all_agree,1
the crown and shuttle,pub_bar,,consensus_all_agree,1
uk flooring direct,home_improvement,,consensus_all_agree,1
express corner,convenience_store,,consensus_all_agree,1
pockit,prepaid_card,,adjudicated_llm,1
spotted horse,pub_bar,,consensus_all_agree,1
banbury station,public_transport_rail_coach,,consensus_all_agree,1
north somerset council,council_tax,,consensus_all_agree,1
black cat travel ltd,public_transport_rail_coach,,adjudicated_equifax,1
knickerbox,clothing_womens,,adjudicated_llm,1
great ormond street hospital,charitable_donation,,adjudicated_equifax,1
la bottega milanese,restaurant_cafe,,consensus_all_agree,1
rother district council,council_tax,,consensus_all_agree,1
betzone,gambling_betting,,consensus_all_agree,1
goodwin racing,gambling_betting,,consensus_all_agree,1
air asia,flights,,consensus_all_agree,1
green energy,energy,,consensus_all_agree,1
penny appeal,charitable_donation,,consensus_all_agree,1
the protein works,supplements,,consensus_all_agree,1
greenwich tavern,pub_bar,,consensus_all_agree,1
paperchase,stationery,,adjudicated_llm,1
the cycle hub,bicycle,,consensus_all_agree,1
discovery cove,days_out,,adjudicated_llm,1
optimum nutrition,supplements,,consensus_all_agree,1
primrose hill books,books,,consensus_all_agree,1
cwac leisure,gym_fitness,,consensus_all_agree,1
the perkin warbeck,pub_bar,,consensus_all_agree,1
vaporized,vaping,,consensus_all_agree,1
arena flowers,gifts_flowers,,consensus_all_agree,1
global exchange,foreign_currency,,adjudicated_llm,1
trapstar,clothing_general,,consensus_all_agree,1
jigsaw,clothing_general,,consensus_all_agree,1
ugg australia,footwear,,adjudicated_llm,1
bestway,cash_and_carry,,adjudicated_llm,1
obento,takeaway,restaurant_cafe,adjudicated_either,1
argento,jewellery,,consensus_all_agree,1
hong kong express,takeaway,,consensus_all_agree,1
school days direct,clothing_childrens,,adjudicated_llm,1
shadsworth pharmacy,pharmacy,,consensus_all_agree,1
temple of seitan,restaurant_cafe,,consensus_all_agree,1
dune,footwear,,adjudicated_llm,1
laptops direct,computing_devices,,consensus_all_agree,1
palmers quality butchers,groceries_specialist,,adjudicated_llm,1
kingkabs,taxi_rideshare,,consensus_all_agree,1
amt coffee,restaurant_cafe,,consensus_all_agree,1
berghaus,clothing_outdoor,,adjudicated_llm,1
cedar tree insurance,insurance_travel,,adjudicated_equifax,1
europa delikatesy,groceries_specialist,,adjudicated_llm,1
falafel stop,takeaway,,adjudicated_llm,1
samuel windsor,clothing_mens,,consensus_all_agree,1
all that falafel,takeaway,,adjudicated_llm,1
mortimer clarke solicitors,debt_collection,,adjudicated_equifax,1
base london,footwear,,adjudicated_llm,1
e.leclerc,groceries,,adjudicated_llm,1
intercontinental hotels,accommodation,,consensus_all_agree,1
the world's end,pub_bar,,adjudicated_llm,1
the bike works,bicycle,,consensus_all_agree,1
dawat-e-islami uk,charitable_donation,,adjudicated_llm,1
city car parking,car_parking,,consensus_all_agree,1
driftwood spars,pub_bar,,consensus_all_agree,1
friendly food city ltd,groceries,,consensus_all_agree,1
the irish times,newspapers,,consensus_all_agree,1
airport taxis,taxi_rideshare,,consensus_all_agree,1
a & s outdoor ltd,clothing_outdoor,,adjudicated_llm,1
a coombs pet centre,pet_supplies,,consensus_all_agree,1
british museum,days_out,,consensus_all_agree,1
lw theatres group limited,theatre,,consensus_all_agree,1
hss hire,tools,,consensus_all_agree,1
the ten bells,pub_bar,,consensus_all_agree,1
toys r us,toys,,consensus_all_agree,1
gulliver's world,days_out,,consensus_all_agree,1
harrogate borough council,council_tax,,consensus_all_agree,1
toa taxis,taxi_rideshare,,consensus_all_agree,1
flower station,gifts_flowers,,consensus_all_agree,1
easyjet holidays,holiday_package,,adjudicated_llm,1
escentual,fragrances,,adjudicated_llm,1
sway bar,pub_bar,,consensus_all_agree,1
the dressing room,clothing_general,,consensus_all_agree,1
le pain quotidien,restaurant_cafe,,consensus_all_agree,1
taxifirst,taxi_rideshare,,consensus_all_agree,1
rocket dog,footwear,,adjudicated_llm,1
ogmore valley store ltd,convenience_store,,adjudicated_llm,1
royal gwent hospital,hospital,,consensus_all_agree,1
zenfolio,photography_services,,adjudicated_llm,1
historic scotland,days_out,,consensus_all_agree,1
ola,taxi_rideshare,,consensus_all_agree,1
sigma sports,bicycle,,adjudicated_equifax,1
the golden ball,pub_bar,,consensus_all_agree,1
express cabs,taxi_rideshare,,consensus_all_agree,1
beano in the park,restaurant_cafe,,adjudicated_equifax,1
the economist,magazines,newspapers,adjudicated_either,1
dublin zoo,days_out,,consensus_all_agree,1
rochford district council,council_tax,,consensus_all_agree,1
east riding council,council_tax,,consensus_all_agree,1
london borough of hackney,council_tax,,consensus_all_agree,1
the pour house,pub_bar,,consensus_all_agree,1
cottenham store,convenience_store,,consensus_all_agree,1
club republic,night_club,,consensus_all_agree,1
northwick park hospital,hospital,,consensus_all_agree,1
westbrook cycles,bicycle,,consensus_all_agree,1
air transat,flights,,consensus_all_agree,1
rajapack,office_supplies,,adjudicated_llm,1
staples,office_supplies,,consensus_all_agree,1
char.gy,fuel,,adjudicated_llm,1
j d sport,sportswear,,adjudicated_llm,1
unicorn grocery,groceries,,consensus_all_agree,1
fun bikes,bicycle,,consensus_all_agree,1
joe energy,heating_oil,,adjudicated_equifax,1
the princess victoria,pub_bar,,consensus_all_agree,1
za za bazaar,restaurant_cafe,,consensus_all_agree,1
truffle shuffle,clothing_general,,consensus_all_agree,1
ted baker,clothing_general,,consensus_all_agree,1
cross foxes,pub_bar,,adjudicated_llm,1
eflow,tolls,,consensus_all_agree,1
wallpaperdirect,home_improvement,,consensus_all_agree,1
chaturbate,adult_entertainment,,consensus_all_agree,1
cylch meithrin,childcare,,consensus_all_agree,1
parcelforce worldwide,delivery_courier,,consensus_all_agree,1
toyota,vehicle_purchase,,consensus_all_agree,1
dormeo,bedding,,consensus_all_agree,1
the olive grove,restaurant_cafe,,consensus_all_agree,1
