merchant_raw,description_raw,amount,direction,gold_leaf
Cd Thrive Total,2368 28JUL25 CD   THRIVE TOTAL      FITNESS           WIGAN GB,5.2,debit,gym_fitness
Dvla-av,Dvla-av70ojj Driver & Vehicle Licensing Agency,17.09,debit,road_tax
McDonald's,MCDONALDS 1361  ON 01 AUG CPM McDonald's,4.79,debit,takeaway
Apple,APPLE.COM/BILL,9.99,debit,software
Duelz,duelz.com Duelz,20.5,debit,gambling_casino
Electrajet,NYA*Electrajet,2.0,debit,carwash
Diamond Bus Limited,Diamond Bus Limite,3.0,debit,public_transport_rail_coach
Docklands Light Ra,DOCKLANDS LIGHT RA,5.0,debit,public_transport_rail_coach
HM Revenue and Customs,Hmrc Child Benefit Child Benefit,104.2,credit,benefits_state
Current,200206 93160610  MOBILE-CHANNEL FT Barclays current account,350.0,debit,transfer_bank_unspecified
Amazon,Amazon.co.uk*RC2VL78G4,13.07,debit,marketplace_amazon
Hounslow Bazaar,Hounslow bazaar,1.99,debit,groceries_specialist
Mclean E Harper Sto,MCLEAN E  HARPER STO,30.0,debit,unclassified_other
Amazon,Amazon,9.99,debit,marketplace_amazon
SkyBet,SKY BET  ON 30 AUG CPM,10.0,debit,gambling_betting
Icelandair,ICELAND  ON 05 AUG CPM,11.6,debit,groceries
McDonald's,MCDONALDS,5.12,debit,takeaway
Sullivan Buses,Contactless Payment Sullivan Buses GOOGLE 6048 2025-09-21,7.6,debit,public_transport_rail_coach
Roll N One,Zettle_*roll N One L,7.2,debit,restaurant_cafe
Chennai,1203 26OCT25 CD   SUMUP  *CHENNAI   DUM BI            BIRMINGHAM GB,57.91,debit,restaurant_cafe
Electraworks LTD,ELECTRAWORKS LTD  ON 30 AUG CPM,5.0,debit,gambling_casino
Kings,Premier Kings Road,7.64,debit,groceries
Emma Jane Kemp,EMMA JANE KEMP 300000001604726983,10.0,debit,transfer_p2p
Benjiman Varrier,BENJIMAN VARRIER 200000001620969497,3.98,debit,transfer_p2p
Grab,www.grab.com,0.99,debit,unclassified_other
MRS,MRS LISA LIPTROT 500000001601066822,10.0,debit,transfer_p2p
Cd Pdsa Aston Pet Hospita,6861 02JUL25 CD   PDSA ASTON PET    HOSPITA           BIRMINGHAM GB,30.0,debit,veterinary
Olivecateringservi,NYX*OliveCateringS  ON 21 JUL CLP NYX*OLIVECATERINGSERVI,0.95,debit,catering
Stagecoach Services,STAGECOACH SERVICE  ON 18 AUG CPM STAGECOACH SERVICES LI,3.0,debit,public_transport_rail_coach
Freedom Leisure Su,FREEDOM LEISURE SU,7.2,debit,gym_fitness
Coffee Welshpool,Coffee            Welshpool,3.2,debit,restaurant_cafe
Johnson Fitness & Wellness,"JOHNSONS BUILDERS MERC - U 3 MARDLE WAY BUSIN, BUCKFASTLEIGH",24.3,debit,home_improvement
Cubbins Attractions Tw,CUBBINS ATTRACTION  ON 27 SEP CPM CUBBINS ATTRACTIONS TW,5.0,debit,days_out
Dracula Market LTD,Dracula Market Ltd  ON 31 AUG CPM DRACULA MARKET LTD,11.79,debit,groceries_specialist
Red Cars Taxis,Red Cars Taxis,3.0,debit,taxi_rideshare
Royalmailgr,2787 05OCT25      PAYPAL            *ROYALMAILGR      07853348269 GB,1411.42,debit,delivery_courier
Alfie Harrison,ALFIE HARRISON    X                 VIA MOBILE - PYMT FP 13/08/25 10    23193247847379000N,10.0,debit,transfer_p2p
Tesco Petrol,TESCO PFS 2004  ON 19 AUG CLP Tesco - Fuel,5.7,debit,fuel
Liverpool One Gift Sto,Liverpool One Gift Sto,3.0,debit,gifts_flowers
Tanya Cope Boobs Via,TANYA COPE        BOOBS             VIA MOBILE - PYMT,10.0,debit,transfer_p2p
Welcome Angel Islingto,WELCOME CO OP  ON 13 AUG CLP WELCOME ANGEL ISLINGTO,25.63,debit,groceries
Stagecoach Services,STAGECOACH SERVICES CD 8948,1.5,debit,public_transport_rail_coach
Callum Work,Callum            Work,110.0,debit,transfer_p2p
Dvla-k,Returned direct debit DVLA-KN70CUU 074456 05042319,17.06,credit,returned_payment
Gdk Borough,GDK BOROUGH,14.25,debit,takeaway
Hatherleigh Fish,Visa purchase SUMUP *HATHERLEIGH FISH,17.2,debit,takeaway
LTD,EE LTD,32.97,debit,mobile_phone_contract
Circuit Go,CIRCUIT GO,2.3,debit,laundry
Apple,APPLE.COM/BILL,1.99,debit,software
Christopher Gadilh Molly Hogben,CHRISTOPHER GADILH  MOLLY HOGBEN FT,75.0,debit,transfer_p2p
Zable,ZABLE CARD        6K9Y2OC5F1GHFGXBQHSWP TRUELAYER LIMIFP 31/07/25 40    20141548397779000R,100.0,debit,credit_card_repayment
House Of Grillz,House Of Grillz,5.99,debit,jewellery
Claire Reid,Claire Reid,10.0,debit,transfer_p2p
Woolpack,WOOLPACK (NORWICH)  ON 30 AUG CPM,6.0,debit,pub_bar
Apf Alaibgap,APF/ALAIBGAP  DIRALAGAP000427086 DDR,23.97,debit,unclassified_other
Human Forest,Human Forest,5.0,debit,bicycle
D Meccabingo,5377 29SEP25  D   MECCABINGO        MAIDENHEAD GB,50.0,debit,gambling_bingo
Onlinestore,Visa purchase PAYPAL *ONLINESTORE,54.21,debit,payment_intermediary
Apple,INT'L 0000278621  APPLE.COM/BILL    08001076285,2.99,debit,software
Ali Hassnain,ALI HASSNAIN  N/A FT,50.0,debit,transfer_p2p
Khyber Shop,Khyber Shop,5.0,debit,convenience_store
Utilita Energy,UTILITA ENERGY LIM01962679088,15.0,debit,energy
Amazon,Amazon,5.98,debit,marketplace_amazon
Harveys Off Li,PPOINT_*HARVEYS OF  ON 27 AUG CLP PPOINT_*HARVEYS OFF LI,15.25,debit,alcohol_beer_spirits
Tanvir Ruhin,TANVIR RUHIN 200000001626018243,255.0,debit,transfer_p2p
Leisurematic LTD,Leisurematic Ltd,2.5,debit,entertainment_other
U.S. Post Office,Ash Green Post Office,1.93,debit,delivery_courier
Hyrunnisa,HYRUNNISA ACHAM VE 100000001608340461,25.0,debit,transfer_p2p
B & Q,B&Q,111.0,debit,home_improvement
Raylo,RAYLO K6TBZ6V,21.36,debit,retail_finance_repayment
Redline Buses LTD,Contactless Payment Redline Buses Ltd APPLEPAY 8102,14.0,debit,public_transport_rail_coach
Grab,Grab A-87xmx5xgx2lfav,0.69,debit,unclassified_other
Community Fibre,A797708 Community Fibre,21.0,debit,broadband_tv_phone
Talk Mobile LTD,  TALK MOBILE LTD,49.0,debit,mobile_phone_contract
Chip Box Wedne,SUMUP *CHIP BOX WE  ON 22 OCT CLP SUMUP  *CHIP BOX WEDNE,6.5,debit,takeaway
A C,To A/C 29829704   HYNAM KJ          Via Mobile Xfer,40.0,debit,transfer_p2p
O Kica,O KICA 200000001589637010,30.0,debit,unclassified_other
The Rock Shop Gift Sho,THE ROCK SHOP GIFT,4.5,debit,gifts_flowers
Liquor Barn,LIQUOR BARN,6.0,debit,alcohol_beer_spirits
EE,EE LIMITED  Q48256675649640244 DDR,13.78,debit,mobile_phone_contract
Chloe Dingomal,CHLOE DINGOMAL 100000001567059303,10.0,debit,transfer_p2p
Jq Bar And Grill,Contactless Payment JQ BAR AND GRILL APPLEPAY 8194,10.0,debit,restaurant_cafe
Ms Loraine,Ms Loraine Boon - SortCodeAccountNumber: 40476228161224,305.0,debit,transfer_p2p
Zable Cards,Zable Cards,30.0,debit,credit_card_repayment
118 118 Money,118 Money Credit,105.0,debit,payday_loan
Intime Taxi,SUMUP *INTIME TAXI  ON 11 SEP CLP SUMUP  *INTIME TAXI,12.32,debit,taxi_rideshare
Lais De Souza Borgamor,LAIS DE SOUZA BORGAMOR              VIA MOBILE - PYMT,48.0,debit,transfer_p2p
Cd Nds&s,1883 27AUG25 CD   NDS&S             PRESTON GB,2.15,debit,unclassified_card_spend
Kk Grocers Limited,Kk Grocers Limited 2,7.08,debit,groceries
The Town Mills,The Town Mills,1.55,debit,restaurant_cafe
3d Coffee T A Costa Coffe,3d Coffee T/A Cost,11.9,debit,restaurant_cafe
Lps Plumbing And H,LPS PLUMBING AND H 400000001647213000,600.0,debit,tradesmen
Wing On Express,Wing On Express,1.65,debit,takeaway
Tendringdistrictcoun,NYX*TendringDistri,4.2,debit,unclassified_card_spend
Walk Up Admissions,Walk Up Admissions  ON 01 AUG CPM WALK UP ADMISSIONS,2.4,debit,days_out
Lina Morkuviene,LINA MORKUVIENE 400000001598151227,205.0,debit,transfer_p2p
Plus Store LTD,MNK*PLUS STORE LTD  ON 07 JUN CLP,11.65,debit,convenience_store
Jonathan Draycott Golf Ac,JONATHAN DRAYCOTT,11.0,debit,sports_participation
Great Barr Tanning Cen,GREAT BARR TANNING,7.0,debit,beauty_treatment
Esso Whitchurch Esso,ESSO WHITCHURCH Esso,19.19,debit,fuel
Trainline,TRAINLINE,8.8,debit,public_transport_rail_coach
Raylo,RAYLO  FR6M9T9 DDR,24.71,debit,retail_finance_repayment
Cash Machine,FALKIRK Cash Machine,100.0,debit,cash_withdrawal
Warrington Own Buswarrington,WARRINGTON OWN BUSWARRINGTON,2.0,debit,public_transport_rail_coach
Be at One Cocktail Bars,Be At One,13.2,debit,pub_bar
SkyBet,SKY BET,11.0,debit,gambling_betting
Dvla-mf,"DIRECT DEBIT PAYMENT TO DVLA-MF10SUZ REF 000000000048536026, MANDATE NO 0070",16.62,debit,road_tax
McDonald's,MCDONALDS  ON 04 JUL CLP,2.69,debit,takeaway
Sunshine Food And Wine,Sunshine Food And Wine,3.99,debit,convenience_store
SkyBet,SKY BET CD 0541,100.0,debit,gambling_betting
Duelz,duelz.com Duelz,20.5,debit,gambling_casino
Imma The Bakery,Imma The Bakery,5.3,debit,restaurant_cafe
Exchanged To Sol,Exchanged to SOL,2.52,debit,unclassified_other
Microsoft Xbox,Visa purchase MICROSOFT*XBOX,40.94,debit,gaming_console_pc
Apple,APPLE.COM/BILL IRELAND ON 22 SEP BCC,6.99,debit,software
Disney+,DISNEY PLUS CD 9972,12.99,debit,streaming
Playtomic.io,PLAYTOMIC.IO 82B4C SPAIN ON 16 JUN CPM PLAYTOMIC.IO 82B4C85A,8.0,debit,sports_participation
Cd Go Local,8145 24JUN25 CD   GO LOCAL          HOLYWELL GB,1.89,debit,convenience_store
Julie Smith,JULIE SMITH 500000001602938345,100.0,debit,transfer_p2p
MonopolyGO!,CARD PAYMENT TO MONOPOLY CASINO ON 31-07-2025,100.0,debit,gambling_casino
Stagecoach Bus Ticket,STAGECOACH        BUS TICKET,5.4,debit,public_transport_rail_coach
Miss T Nicholls Amy,Miss T Nicholls   amy,20.0,debit,transfer_p2p
WHSmith,WHSmith,2.98,debit,books
Cd Vape And Mini Market,0278 01AUG25 CD   VAPE AND MINI     MARKET            LEEDS GB,5.0,debit,vaping
Amazon,CARD PAYMENT TO AMAZON.CO.UK*RJ2SC55J4 ON 29-07-2025,25.15,debit,marketplace_amazon
Utilita Energy,Visa purchase UTILITA ENERGY LIMITED GOOGLE 0214,7.0,debit,energy
Salvatore Alan Esposito Ice Cream Man,Salvatore Alan Esposito Ice Cream Man,2.0,debit,takeaway
COOP,SCOTMID COOP 0236,1.15,debit,groceries
C B&m,3551 02AUG25 C    B&M 809 MARSH     MILLS             PLYMOUTH GB,10.0,debit,discount_store
Thomas Hill,THOMAS HILL 600000001632761026,200.0,debit,transfer_p2p
Justpark,JUSTPARK  ON 02 SEP CPM Justpark,4.55,debit,car_parking
Magdalena Partyka,MAGDALENA PARTYKA 300000001602656077,59.0,debit,transfer_p2p
Danish Mobi Tech,DANISH MOBI TECH,5.0,debit,services_unspecified
McDonald's,McDonald’s,3.89,debit,takeaway
Amazon,Amazon from Other Stuff  Pot,55.97,debit,marketplace_amazon
Extra,Extra,3.0,debit,unclassified_other
Rontec Chiswick Fl,Rontec Chiswick Flyove,1.6,debit,convenience_store
R Webb,R WEBB 400000001613791412,20.0,debit,transfer_p2p
Taptap Send,TapTap Send,5.0,debit,transfer_international
A C,To A/C 81203322   HEATON NA         Via Mobile Xfer,8.0,debit,transfer_p2p
Amazon,Prime Video Rent /  ON 06 SEP BCC Amazon,2.49,debit,streaming
McDonald's,8104 25AUG25  D   MCDONALDS 8261671 KENT GB,2.99,debit,takeaway
Tiktok Shop,CARD PAYMENT TO TIKTOK SHOP ON 16-09-2025,14.38,debit,marketplace_general
Jennychem,SP JENNYCHEM,60.0,debit,vehicle_maintenance
Aladdins Pizza Cannock,Aladdins Pizza Can,30.9,debit,takeaway
Sip City Store,SIP CITY STORE,24.49,debit,groceries
McDonald's,McDonald’s from Virtual Card Pot,11.65,debit,takeaway
Macclesfield Mini Mark,Contactless Payment Macclesfield Mini Mark,7.49,debit,convenience_store
Tiktok Shop,TikTok Shop,4.75,debit,marketplace_general
Harry Hall,"Harry Hall, HAR-MTY695U22",13.11,debit,clothing_outdoor
Roebuck,THE OLD ROEBUCK,15.85,debit,pub_bar
First Central Serv,FIRSTCENTRALSERV 69325608-02007006I,87.55,debit,insurance_motor
Angel Hill,Angel Hill 1127,0.85,debit,restaurant_cafe
Gemma Milby,Gemma Milby - SortCodeAccountNumber: 04000336178214,10.0,debit,transfer_p2p
Deichmann Se,Deichmann SE 0110 Chesterfield,39.67,debit,footwear
Zable,ZABLE CARD PV5061975666469598,2.5,debit,credit_card_repayment
COOP,VICTORIA HART     COOP              VIA MOBILE - PYMT FP 12/08/25 10    41211626028577000N,15.0,debit,transfer_p2p
Raylo,RAYLO HM2C2XF,29.63,debit,retail_finance_repayment
Plough,Ploughlincoln,7.15,debit,pub_bar
Sony Playstation,CARD PAYMENT TO PLAYSTATION NETWORK ON 21-08-2025,5.99,debit,gaming_console_pc
Victor Munhoz,VICTOR MUNHOZ 100000001619617920,150.0,debit,transfer_p2p
Eloise,Payment to ELOISE BIGGADIKE 090129 52177260,25.0,debit,transfer_p2p
Amazon,CREDIT FROM AMZNMKTPLACE ON 30-06-2025,29.95,credit,refund_received
Tescophoneins.,TESCOPHONEINS.,3.75,debit,insurance_other
U.S. Post Office,POST OFFICE COUNTE,4.05,debit,delivery_courier
Toor Supermarket,TOOR SUPERMARKET  ON 17 AUG CPM,8.71,debit,groceries
Centurion Waterloovil,"Centurion, Waterloovil",28.55,debit,pub_bar
Steam,STEAM PURCHASE GERMANY ON 16 JUL BCC,6.39,debit,gaming_console_pc
Current,201608 63293815  MOBILE-CHANNEL FT Barclays current account,15.0,debit,transfer_own_account
Brighton And Hove Buses,Brighton and Hove Buses,6.0,debit,public_transport_rail_coach
Makkah Grill,MAKKAH GRILL,9.98,debit,takeaway
McDonald's,Mcdonalds 8261996,8.46,debit,takeaway
Windmill,WINDMILL  ON 15 AUG CPM Windmill,15.3,debit,unclassified_card_spend
Mum Food Via,MUM               FOOD              VIA MOBILE - PYMT,150.0,debit,transfer_p2p
Premier Three Trees,PREMIER THREE TREE,2.5,debit,groceries
Mesa On,MESA ON 51 MALAYSIA AMOUNT IN MYR 566.95 ON 03 AUG VISA 5.596785 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £3.03 ,104.33,debit,foreign_spend_unspecified
HM Revenue and Customs,Bank credit HMRC CHILD BENEFIT 202648 13031802,26.05,credit,benefits_state
C Crane,C CRANE,1550.0,debit,unclassified_other
SkyBet,SKY BET CD 4563,6.84,debit,gambling_betting
Temu,3574 16JUL25      TEMU.COM          LONDON GB,19.02,debit,marketplace_general
Amazon,Amazon.co.uk*RF13M,15.99,debit,marketplace_amazon
Marie Lukube,Payment to MARIE LUKUBE 040004 97613084,20.0,debit,transfer_p2p
Meatzone Uk Limite Ranas Fish Shop,MEATZONE UK LIMITE  RANAS FISH SHOP FT,935.0,debit,groceries_specialist
Hoan Nguyen Pizza And Beer,Hoan Nguyen Pizza and beer,30.0,debit,transfer_p2p
Ayaz Mehmood Supplies,Ayaz Mehmood Supplies,400.0,debit,unclassified_other
Dvla-l6koo,DVLA-L6KOO  000000000054361006 DDR,16.62,debit,road_tax
John Alexander,John Alexander,70.0,debit,transfer_p2p
Miss S Johnson,GB Account - Paid with Starling Miss S Johnson - SortCodeAccountNumber: 40126260715581,50.0,debit,transfer_p2p
B&Q,B&Q LIVINGSTON  ON 21 AUG CPM,3.5,debit,home_improvement
T K Maxx,6004 24JUN25 CD   T K MAXX          WESTON SUPERM GB,37.15,debit,clothing_general
SkyBet,Visa purchase SKY BET APPLEPAY 7582,5.0,debit,gambling_betting
Bills,CARD PAYMENT TO BILLS - READING ON 06-07-2025,4.14,debit,restaurant_cafe
Stacey Stanley,STACEY STANLEY 100000001609376571,41.0,debit,transfer_p2p
Icelandair,ICELAND,7.0,debit,groceries
Wickes Maidstone,WICKES MAIDSTONE,142.0,debit,home_improvement
Polska Apteka,Zempler Bank account - 17556 Polska  Apteka - SortCodeAccountNumber: 08719912522262,26.97,debit,pharmacy
Wembley,WEMBLEY,1000.0,debit,unclassified_other
Wickes Bracknell,WICKES BRACKNELL  ON 29 JUL CLP Wickes,5.0,debit,home_improvement
Navid M Gggg,NAVID M  GGGG FT,15.0,debit,transfer_p2p
Maimuna Jaiteh Mam Lolly,Maimuna jaiteh    Mam lolly,900.0,debit,transfer_p2p
Brother Singhs LTD,Brother Singhs Ltd,2.34,debit,groceries
Domino's,DOMINOS           FOOOOOOOD         VIA MOBILE - PYMT FP 14/07/25 10    25001732303923000N,20.0,debit,takeaway
McDonald's,McDonald’s,21.12,debit,takeaway
Coldharbour Premier,COLDHARBOUR PREMIE,7.6,debit,groceries
What,WHAT,4.45,debit,unclassified_other
Apple,Apple,3.99,debit,software
Premier Zenith,Premier Zenith,3.78,debit,groceries
Mullas Mini Market Cd,MULLAS MINI MARKET CD 3011,6.39,debit,convenience_store
Startselect,Startselect,41.6,debit,gaming_console_pc
Animal Health Care,ANIMAL HEALTH CARE CX001768076,18.99,debit,veterinary
Domestic & General,"DIRECT DEBIT PAYMENT TO D&G APPLIANCE CARE REF DCP90025376, MANDATE NO 0065",5.49,debit,insurance_general
Mayfair Food Fayre,MAYFAIR FOOD FAYRE,7.97,debit,groceries
I Roberts,I ROBERTS 308822 26452860,400.0,debit,transfer_p2p
Fraud,FR-5624181 FRAUD REFUND,25.0,credit,refund_received
Pizza Go Go,PIZZA GO GO  ON 17 AUG CPM Pizza go go,30.99,debit,takeaway
Transdev,TRANSDEV BLAZEFIELHARROGATE,2.5,debit,public_transport_rail_coach
Laderach Uk Limitelondon,LADERACH UK LIMITELondon,22.0,debit,confectionary
Spend,TO Spend & Save Plus Account 772222-37493568,40.0,debit,savings_transfer
Shop 'n Save,Shop N Save,2.29,debit,groceries
Cd Vivo,4319 30JUN25 CD   VIVO RATHCOOLE    NEWTOWNABBEY GB,36.81,debit,convenience_store
Raylo,RAYLO CEZEAHS,32.99,debit,retail_finance_repayment
Magdalena Poczek,MAGDALENA POCZEK 100000001563530624,10.0,debit,transfer_p2p
Cd Longlands Tavern Stourbridge,1348 28JUN25 CD   LONGLANDS TAVERN  STOUR             STOURBRIDGE GB,26.65,debit,pub_bar
Candy Galore,CANDY GALORE,2.5,debit,confectionary
H R Bell,H R BELL 500000001595291864,50.0,debit,transfer_p2p
SkyBet,Visa purchase SKY BET APPLEPAY 7582,5.0,debit,gambling_betting
Michelle Bentham,Payment to MICHELLE BENTHAM 772603 17663868 2025-07-25,25.0,debit,transfer_p2p
Microsoft Xbox,MICROSOFT*XBOX  ON 13 JUL BCC Xbox,10.99,debit,gaming_console_pc
2 Theloo To Jabbeke E4,2THELOO TO JABBEKE  E4 2theloo To Jabbeke E4,0.87,debit,foreign_spend_unspecified
Co-op Live,Co-op Live,18.0,debit,live_music
Angel Hill,Angel Hill Site 334,3.77,debit,restaurant_cafe
Transport for London,TFL TRAVEL CH,3.5,debit,public_transport_rail_coach
HM Revenue and Customs,HMRC CHILD BENEFIT  DAVIS00SUZAN721720 BGC,26.05,credit,benefits_state
Apple,Visa purchase APPLE.COM/BILL,0.99,debit,software
A C,To A/C 23098066   DOYLE AB          Via Mobile Xfer,1.52,debit,transfer_p2p
McDonald's,Mcdonalds,5.47,debit,takeaway
Chantelle Roberts,CHANTELLE ROBERTS 100000001603140051,4.8,debit,transfer_p2p
Lime,Visa purchase LIME*RIDE R5QS APPLEPAY 1283,2.45,debit,bicycle
McDonald's,MCDONALDS,6.39,debit,takeaway
Apple,APPLE.COM/BILL,8.99,debit,software
Adsa Stores LTD,Contactless Payment ADSA STORES LTD 4231 APPLEPAY 5431,16.0,debit,groceries
Hannah Scoffham,Hannah Scoffham,70.0,debit,transfer_p2p
Julie-ann A,JULIE-ANN A MARKHA 200000001610899824,15.5,debit,transfer_p2p
Wendy's Solihull,WENDY'S SOLIHULL,11.98,debit,takeaway
Heathlands Community,Heathlands Community C,5.1,debit,unclassified_other
Esmie Miller,Barclays account - I adore you Esmie Miller - SortCodeAccountNumber: 20836933357074,40.0,debit,transfer_p2p
Wuzhen,Wuzhen,40.0,debit,unclassified_other
Apple,PAYPAL *APPLE.COM/,18.9,debit,software
McDonald's,McDonalds 8260747 Wolverhampton,21.54,debit,takeaway
Over The Yardarm,Over The Yardarm,12.7,debit,pub_bar
Paignton,SOUTH DEVON COLLEGPAIGNTON,3.7,debit,education_general
