merchant_raw,description_raw,amount,direction,gold_leaf
Ceqwa,CEQWA,12.4,debit,unclassified_other
Vp Mini Market,PPOINT_*VP MINI MARKET Ppoint_*vp Mini Market,0.69,debit,convenience_store
Nicholas Pl Davis Tax Sto,NICHOLAS PL DAVIS  TAX STO,14.0,debit,accountancy
Tailsuk Ongoingxx,PAYPAL *TAILSUK ON,33.9,debit,pet_supplies
S&r Leisure Cd,S&R LEISURE CD 7019,8.0,debit,entertainment_other
Farmacia Costa De La,FARMACIA COSTA DE LA C Farmacia Costa De La C,9.51,debit,pharmacy
Shot,SQ *SHOT  ON 30 AUG CPM,6.0,debit,unclassified_other
Viavan,VIAVAN,1.2,debit,taxi_rideshare
Floribeth Pa,Payment to FLORIBETH PA 090129 13557638,45.0,debit,transfer_p2p
Ko Wah Gillingham,KO WAH            GILLINGHAM,12.8,debit,takeaway
Ovaleventcatering O,OvalEventCatering Ovaleventcatering,7.9,debit,catering
Lorraine Kemp,SumUp  *Lorraine K,5.0,debit,unclassified_card_spend
George Sillett,United Kingdom Account - Paid with Starling George Sillett - SortCodeAccountNumber: 07043638284036,80.0,debit,transfer_p2p
East Bergholt,East Bergholt,2.5,debit,unclassified_other
Dar Al Zaad,SQ *DAR AL ZAAD CD 5833    12JUL25,31.45,debit,restaurant_cafe
Cd Strathnairn,7252 28JUN25 CD   STRATHNAIRN BEACH CAF               INVERNESS GB,5.3,debit,restaurant_cafe
Huntharris Surgery Ll,Contactless Payment HUNTHARRIS SURGERY LL APPLEPAY 3680,78.0,debit,veterinary
The Burn Pub,THE BURN PUB,10.3,debit,pub_bar
Cd Lahori,7907 11SEP25 CD   LAHORI KEBAB      WEMBLEY GB,2.0,debit,takeaway
Www.littleindiabolton.,www.littleindiabolton.,32.6,debit,takeaway
Cgp Books,CGP BOOKS,6.0,debit,books
The Banner Cross,THE BANNER CROSS,13.2,debit,pub_bar
Cd Torriside Tavern,7596 17AUG25 CD   TORRISIDE TAVERN  GLASGOW GB,9.4,debit,pub_bar
Checkpoint Convenience,CHECKPOINT CONVENI  ON 27 SEP CPM CHECKPOINT CONVENIENCE,1.99,debit,convenience_store
Millard & Bullock,Millard & Bullock,3.99,debit,unclassified_other
Michaels Diner,Michaels Diner,12.2,debit,restaurant_cafe
Music Hall Tap,Music Hall Tap Chester,13.1,debit,pub_bar
Maria Beach Cafe,MARIA BEACH CAFE' ITALY AMOUNT IN EUR 10.00 ON 29 AUG VISA 1.1559 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.26 ,8.91,debit,restaurant_cafe
Sportsment,SPORTSMENT AMOUNT IN USD 30.90 ON 12 JUL VISA 1.3479 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.69 BCC,23.61,debit,sports_equipment
Topfellas Convenien,PENDING TOPFELLAS CONVENIEN,4.54,debit,convenience_store
Thai House,THAI HOUSE SPAIN AMOUNT IN EUR 4.00 ON 16 AUG VISA 1.157269 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.10 ,3.56,debit,restaurant_cafe
Megan Judd Bills Ft,MEGAN JUDD  BILLS FT,310.0,debit,transfer_p2p
Black George,Black George,5.0,debit,unclassified_other
Wealarms,SQ *WEALARMS LTD Wealarms,26.97,debit,gadgets
Sun-glo,Sun-Glo,11.7,debit,unclassified_other
Happy Tiger Pi,HAPPY TIGER PI3311162908150904,20.0,debit,gambling_casino
Tyler H,TYLER H 500000001613649584,1.0,debit,transfer_p2p
The 5 Ls Limited,Visa purchase SUMUP *THE5LS LIMITED APPLEPAY 9998,45.0,debit,restaurant_cafe
Nicholl Enniskillen Au,Nicholl Enniskillen Au,10.0,debit,fuel
Paddys Plaice LTD,PADDYS PLAICE LTD,15.4,debit,takeaway
Wildfire Vape,Wildfire Vape Limited,10.0,debit,vaping
EuroSpar,BP EUROSPAR WALLACE Despar Eurospar Interspar,9.25,debit,groceries
Boot Slipper,Contactless Payment BOOT& SLIPPER APPLEPAY 6177,3.95,debit,pub_bar
Sniffies,Sniffies,9.34,debit,online_dating
Silk Cotton LTD,SP SILK COTTON LTD,12.95,debit,clothing_general
Cd Gamberini Cafe & Grill,1422 12AUG25 CD   GAMBERINI CAFE &  GRILL             LONDON GB,4.7,debit,restaurant_cafe
Bp Kilsmore F Stn,BP KILSMORE F/STN,13.5,debit,fuel
Cd Chinese Dragon Portkno,2794 21SEP25 CD   CHINESE DRAGON    PORTKNO           UNITED KINGDO GB,18.9,debit,takeaway
Niza Cars Sipay,Niza Cars Sipay,147.91,debit,car_hire
Sandal News And Conven,SANDAL NEWS AND CONVEN Sandal News And Conven,3.38,debit,convenience_store
Fernovo,Fernovo,75.17,debit,payday_loan
Platform Funding,PLATFORM FUNDING  01050227935351 DDR,192.12,debit,mortgage
Rea Facebook,Rea               Facebook,100.0,debit,unclassified_other
Lovely Gift Group Brough,8425 31JUL25  D   SP LOVELY GIFT    GROUP             BROUGH GB,21.48,debit,gifts_flowers
Karen Ackerman,KAREN ACKERMAN 100000001604195763,13.0,debit,transfer_p2p
Barburrito,BARBURRITO EDINBUR,10.95,debit,restaurant_cafe
A Bondoc Services,A BONDOC          SERVICES          VIA MOBILE - PYMT FP 22/08/25 10    25022657566534000N,200.0,debit,services_unspecified
Jeannette Akers,Jeannette Akers 37 phelps mill,850.0,debit,rent
Eliza Bond Bou,PENDING SUMUP  *ELIZA BOND BOU,7.99,debit,clothing_womens
Erfan Raouf,ERFAN RAOUF 500000001584079970,50.0,debit,transfer_p2p
Ian Tayac,IAN TAYAC  826 GLASGOW 15 FT,400.0,debit,transfer_p2p
Pound Bargains,Pound Bargains,6.78,debit,discount_store
Zimni Stadion,Zimni stadion CZECH REP AMOUNT IN CZK 180.00 ON 21 JUL VISA 28.365415 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.17 ZIMNI STADION,6.52,debit,sports_participation
Cornwall Air Ambulcornwall,CORNWALL AIR AMBULCORNWALL,3.0,debit,charitable_donation
2 Facedpresents,SKIDDLE*2FACEDPRES,27.65,debit,live_music
Oet Centre,6341 14JUN25      OET CENTRE        MELBOURNE AU,289.21,debit,education_general
Slatterys Pub,Visa purchase SLATTERYS PUB,7.36,debit,pub_bar
Lucky Crunch,Lucky Crunch,8.6,debit,takeaway
Surpermarket,Surpermarket,3.1,debit,groceries
Leadbelly's,LEADBELLY S BAR & KITC Leadbelly's,14.3,debit,pub_bar
Adanaprint.co.uk London,ADANAPRINT.CO.UK  LONDON,222.0,debit,printing_services
Zoe Green,ZOE GREEN,4.0,debit,transfer_p2p
Sandra Okpojk Gift,SANDRA OKPOJK  GIFT FT,30.0,debit,transfer_p2p
Mk Delights Elland,MK Delights       Elland,2.6,debit,restaurant_cafe
Abdul Ilyas Shopping,ABDUL ILYAS  SHOPPING FT,794.0,debit,transfer_p2p
Bexleyheath Dental,Visa purchase BEXLEYHEATH DENTAL,30.0,debit,dentist
The Blue Ball Pub,SUMUP  *THE BLUE B,12.0,debit,pub_bar
Keresley Fish,SumUp  *Keresley f,10.8,debit,takeaway
Arbela,Arbela,7.0,debit,unclassified_other
ING,KYLE (MONOZ)      HELPING BILL      VIA MOBILE - PYMT FP 21/07/25 10    34182058296531000N,1.54,debit,transfer_p2p
Dunston Hal,Dunston Hal LeisurNorwitch,2.5,debit,gym_fitness
Kc Local Store,PPOINT_*KC LOCAL S,3.69,debit,convenience_store
Lostock Hall Royalk Briti,LOSTOCK HALL ROYAL,1.5,debit,pub_bar
Golden Peak Convergenc,Golden Peak Convergenc,30.03,debit,unclassified_other
Rocky Mountain Spine & Sports,JD SPORTS  218 JD Sports,65.4,debit,sportswear
Restaurante Giovanni,RESTAURANTE GIOVAN,10.8,debit,restaurant_cafe
Gifi Mag,GIFI MAG,17.31,debit,discount_store
Kate S,Contactless Payment SumUp *Kate s,3.5,debit,restaurant_cafe
Divile Beatrice Gift,Divile Beatrice   Gift,100.0,debit,transfer_p2p
C Galleon Bar Blackpool,8415 28SEP25 C    GALLEON BAR       BLACKPOOL FY1 GB,8.2,debit,pub_bar
Blue Banana,Blue Banana Plymou,7.99,debit,clothing_general
Lutterworth Service St,LUTTERWORTH SERVICE ST Lutterworth Service St,69.34,debit,fuel
Speedstyle Limite,SPEEDSTYLE (UK) LI,104.97,debit,clothing_outdoor
Megastrikers,MEGASTRIKERS LTD 500000001626381057,24.0,debit,sports_participation
Cd World Of Country,2061 08JUL25 CD   WORLD OF COUNTRY  LIFE              EXMOUTH GB,9.5,debit,days_out
Kayden Supermarket,Kayden Supermarket,2.1,debit,groceries
Thebestwesterndartmout,Thebestwesterndartmout,20.0,debit,accommodation
These Days,These Days,3.5,debit,restaurant_cafe
Cd Just Cuts,1320 30SEP25 CD   JUST CUTS         CHESTER GB,14.0,debit,beauty_treatment
Bp Crowthorne Sf Connect,BP CROWTHORNE SF C,5.95,debit,fuel
Mcdg Properties,Mcdg Properties 45 Albemarle,700.0,debit,rent
Jsn Retail LTD,PPOINT_*JSN RETAIL,6.5,debit,convenience_store
Vikas,Vikas,15.99,debit,restaurant_cafe
Daily Knead Totnes,Daily Knead       Totnes,7.0,debit,restaurant_cafe
Russell Jones Josh,Russell Jones Josh,30.0,debit,transfer_p2p
Riddhi Parth,RIDDHI PARTH PATELParth,100.0,debit,transfer_p2p
Octopus Mw,OCTOPUS  MW26WRX DDR,183.03,debit,energy
Velvet Hotel Bar And R,Velvet hotel bar a  ON 02 AUG CPM VELVET HOTEL BAR AND R,16.5,debit,pub_bar
Katie Walker,Katie Walker,10.0,debit,transfer_p2p
Runaround.t,1195 07OCT25      RUNAROUND.T       OUCHTAKEAWA       SHEFFIELD S20 GB,15.5,debit,takeaway
Chip And Fish,Chip And Fish,4.99,debit,takeaway
Cd Build-a-bear,1883 06SEP25 CD   BUILD-A-BEAR -    2063              BLACKPOOL GB,35.45,debit,toys
King Currys,KING CURRYS  ON 19 AUG CPM,8.55,debit,takeaway
Nicole Hajiyanni Loan,NICOLE HAJIYANNI  LOAN FT,20.0,debit,loan_repayment_manual
St. James Of Bermondsey,St. James of Bermondsey,16.25,debit,pub_bar
Umart Boat Quay,Umart Boat Quay,10.19,debit,foreign_spend_unspecified
Cd 42 Bake Cafe,9836 22JUL25 CD   42 BAKE CAFE      SALFORD M6 8 GB,4.5,debit,restaurant_cafe
Pyramid Leisure Lt,NYA*Pyramid leisure lt CD 3103,1.6,debit,entertainment_other
Vkfball,Ysp*vkfball,52.62,debit,unclassified_other
Creator,CREATOR EVENT275579J006D5,202.75,debit,unclassified_other
Silverchic Homes,SILVERCHIC HOMES L  RENT MICHELLE 24 X FT,790.0,debit,rent
Shared Earth,Shared Earth Liverpool,11.96,debit,gifts_flowers
Alphington Rbl Club,Alphington rbl clu,4.0,debit,private_members_club
Beneys LTD,Beneys LTD from Groceries Pot,1.85,debit,groceries
Lec Hire LTD,LEC HIRE LTD  ON 23 OCT CLP,75.0,debit,car_hire
Farina Pizza Donag,8222 15AUG25 C    SQ *FARINA PIZZA  DONAGHADEE GB,32.0,debit,takeaway
Carden Park Golf Resort,Carden Park Golf Resort,17.42,debit,sports_participation
Wood Street Store,Wood Street Store,19.2,debit,convenience_store
Khalid Mahmood,Khalid Mahmood  / ref: Pay,392.53,debit,transfer_p2p
Chloe Arnold Chloe,Chloe Arnold      Chloe winter      VIA MOBILE - PYMT FP 24/10/25 10    45123454977057000R,30.0,debit,transfer_p2p
The Belfast House,The Belfast House,23.4,debit,pub_bar
Keanna-jai,KEANNA-JAI POWER 300000001608363087,35.0,debit,transfer_p2p
Silver Cross,Contactless Payment SILVER CROSS APPLEPAY 1652,27.8,debit,pub_bar
Cd Bertas Restaurant,5163 29JUN25 CD   BERTAS RESTAURANT LONDON GB,5.0,debit,restaurant_cafe
TCS,Visa purchase TCS 4125056 EUR 15.85000 at 1.1510 2025-08-10,13.77,debit,foreign_spend_unspecified
Francines,Francines,14.4,debit,restaurant_cafe
Blackhawk Network Emea Lt,Blackhawk Network,5.0,debit,vouchers
Christine Williams Xx,CHRISTINE WILLIAMS  XX FT,140.0,debit,transfer_p2p
No Pain Numb,No Pain Numb,35.0,debit,health_beauty_general
Mohammad Khan Izz,Mohammad Khan Izz Aug,120.0,debit,transfer_p2p
London Borough Houwim,LONDON BOROUGH HOUWIM,3.5,debit,government_services
Crown Point Chicken Pl,Crown point chicke,5.99,debit,takeaway
C Kelvin,4419 25AUG25 C    KELVIN TIMBER EASTHAMILTON GB,48.18,debit,home_improvement
Darjeeling Indian,Darjeeling Indian,21.42,debit,takeaway
Metropole,Metropole  ON 23 SEP CPM METROPOLE,4.65,debit,unclassified_other
The Spa,THE SPA TURKEY AMOUNT IN TRY 6270.00 ON 30 SEP VISA 55.631895 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £3.37 ,116.08,debit,beauty_treatment
EuroSpar,Subway 44788 Eurospar,9.67,debit,takeaway
Nero Bianco,ZETTLE_*NERO BIANC,5.45,debit,restaurant_cafe
Battinson Auto Centre,BATTINSON AUTO CENTRE Battinson Auto Centre,254.37,debit,vehicle_maintenance
Paul Bow Lane,"PAUL BOW LANE (VIA GOOGLE PAY), ON 03-07-2025",9.3,debit,unclassified_other
Ma Surgeries Limited,MA SURGERIES LIMIT,75.3,debit,health_other
York Road Butchers,YORK ROAD BUTCHERS,6.0,debit,groceries_specialist
I Love Cafe,I Love Cafe,12.75,debit,restaurant_cafe
L-vbyeleok,Visa purchase TUTORFUL* L-VBYELEOK 0981,32.0,debit,education_general
Morley's Broxtowe,Morley's Broxtowe Lane,7.49,debit,takeaway
Kessingland Be,KESSINGLAND BEACH  ON 03 JUL CPM,9.83,debit,days_out
Cd Rest Bay Cafe Bar,0220 26AUG25 CD   REST BAY CAFE BAR PORTHCAWL GB,3.5,debit,restaurant_cafe
Plucky,PYD*Plucky.com,5.0,debit,gambling_betting
Anthony Khanye,Anthony Khanye - To Anthony K - IBAN: GB30REVO00997070574214,0.91,debit,transfer_p2p
Lfo No,LFO No 12         2106877,10.0,debit,unclassified_other
Taptap Send Ojl,Taptap Send OJLtOvZZPrAY,500.0,debit,transfer_international
Mums Place,SQ *MUM?S PLACE,7.5,debit,restaurant_cafe
Mr V Singh,To Mr V Singh,8.0,debit,transfer_p2p
Lee Hawthorne,LEE HAWTHORNE 400000001597512123,15.0,debit,transfer_p2p
Zim Connections,ZIM CONNECTIONS,21.5,debit,online_services
Great Glen Village Sto,Contactless Payment GREAT GLEN VILLAGE STO APPLEPAY 5086,2.1,debit,convenience_store
C Diamond Convenience,6255 11AUG25 C    DIAMOND           CONVENIENCE       NOTTINGHAM GB,24.08,debit,convenience_store
New Addington Food & W,New Addington Food & W,1.0,debit,convenience_store
Il Capo Barbiere,Visa purchase Il Capo Barbiere,30.0,debit,beauty_treatment
Bakedd Artisan Bakery,Bakedd Artisan Bakery,9.2,debit,restaurant_cafe
Mayas Meals,Mayas Meals,18.05,debit,takeaway
Black Cat,Contactless Payment BLACK CAT,4.0,debit,unclassified_other
Bunnycdn,BUNNYCDN              Bunnycdn,18.86,debit,web_services
M Nsimba,M NSIMBA   07JUN25 111435 00135786,50.0,debit,transfer_p2p
Angel Lane Surgery,ANGEL LANE SURGERY,9.9,debit,health_other
Towngate Newsagents,TOWNGATE NEWSAGENT,2.7,debit,convenience_store
Cd Lewes Fish Bar,5312 04AUG25 CD   LEWES FISH BAR    LEWES GB,26.7,debit,takeaway
Claire Nicholas,Natwest account - Jennie Claire Nicholas - SortCodeAccountNumber: 60114036226262,16.0,debit,transfer_p2p
Kemoh Sesay,KEMOH  SESAY      PAYMENT           VIA MOBILE - PYMT FP 02/09/25 10    06111431597090000N,150.0,debit,transfer_p2p
Mandy's The Food And Wine,Mandy's The Food a,17.27,debit,convenience_store
Cd Pyramids,3063 20JUL25 CD   PYRAMIDS CENTRE   SOUTHSEA GB,3.5,debit,gym_fitness
Paj Ug Haftungsbeschr,PAJ UG (HAFTUNGSBE GERMANY ON 08 AUG BCC PAJ UG (HAFTUNGSBESCHR,5.99,debit,gadgets
Biffa Waste Servicw,BIFFA WASTE SERVICW33571,43.18,debit,waste_services
Renaissance Group,"RENAISSANCE GROUP MONO (VIA APPLE PAY), 10.00 EUR RATE 0.8670/GBP, ON 13-07-2025",8.67,debit,foreign_spend_unspecified
Junction Local,Junction Local,3.04,debit,convenience_store
Magazines,MAGAZINESDIRECT  XFR83XR DDR,22.99,debit,magazines
Tropical Touch Te,Tropical Touch Techima,23.0,debit,unclassified_other
Carrousel,"CARROUSEL (VIA APPLE PAY), 29.70 EUR RATE 0.8649/GBP, ON 19-08-2025",25.69,debit,foreign_spend_unspecified
C Euro Market,7055 27AUG25 C    EURO MARKET       LEICESTERSHIR GB,9.5,debit,groceries_specialist
Cd Chilli Guys,9571 24AUG25 CD   CHILLI GUYS       LEICESTER GB,25.0,debit,takeaway
Krea.ai Inc,KREA.AI INC USA AMOUNT IN USD 35.00 ON 02 JUL VISA 1.369901 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.76 ,26.31,debit,software
Ironbridge Convenience,Ironbridge Conveni  ON 06 AUG CPM IRONBRIDGE CONVENIENCE,8.5,debit,convenience_store
Roka,SUMUP  *ROKA MZPLPLONDON,24.02,debit,restaurant_cafe
Diamond Taste Mike,DIAMOND TASTE MIKE GREECE AMOUNT IN EUR 13.40 ON 14 JUL VISA 1.15321 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.35 ,11.97,debit,restaurant_cafe
C Corner Express,1012 06JUN25 C    CORNER            EXPRESS(HIGH W    HIGH WYCOMBE GB,6.22,debit,convenience_store
Niazi Food Wine,Niazi Food &Wine,19.24,debit,convenience_store
Mr Craig J Hall,MR CRAIG J HALL 400000001631102575,5.0,debit,transfer_p2p
Lafferty S,LAFFERTYS,6.1,debit,unclassified_other
Cd The Empire,0610 23AUG25 CD   THE EMPIRE        ROCHDALE GB,21.0,debit,pub_bar
Bawan Mini Market Cd,BAWAN MINI MARKET CD 1657,7.73,debit,convenience_store
Se Stratford Int.,Contactless Payment SE STRATFORD INT. TO GOOGLE 7696,43.3,debit,public_transport_rail_coach
Raj Gangani,RAJ GANGANI 200000001579382037,650.0,debit,transfer_p2p
Amira,Amira H Hanoi,56.38,debit,transfer_p2p
Star Rock Shop,Star Rock Shop,5.45,debit,confectionary
Danceworks New,DANCEWORKS NEW ACC  P CASTLE FT,292.57,debit,sports_participation
Curvissa Clothing,Curvissa Clothing,13.66,debit,clothing_womens
National Tool Hire Lim,National Tool Hire Lim,126.13,debit,tools
Samantha J Foley Bridge Ticket,SAMANTHA J FOLEY  BRIDGE TICKET FT,3.0,debit,transfer_p2p
Northwich Site,"NORTHWICH SITE 32464 0 (VIA GOOGLE PAY), ON 06-09-2025",4.99,debit,unclassified_other
Moto,Moto,2.55,debit,convenience_store
Richmond Spa,RICHMOND SPA  ON 16 OCT CPM,45.0,debit,beauty_treatment
Cd National,5289 24AUG25 CD   NATIONAL          MERCHANDISE       FIRST DIRECT GB,15.0,debit,unclassified_other
Rp Cheshire Oaks,RP Cheshire Oaks,20.1,debit,unclassified_other
Twin Oaks Turfs,TWIN OAKS TURFS  ON 06 SEP CPM,35.0,debit,garden
Roxane Cafe And Re-pat,Roxane Cafe And Re-Pat,10.19,debit,restaurant_cafe
Streetsupplyuk,SP STREETSUPPLYUK,18.5,debit,unclassified_other
Yperastiko Ktel Magn,YPERASTIKO KTEL MA,46.76,debit,public_transport_rail_coach
Czyxylbe,CZYXYLBE-1,20.0,debit,unclassified_other
Cd Kemps Bakery,5918 12JUL25 CD   KEMPS BAKERY      SWALLOWN          SHEFFIELD GB,3.7,debit,restaurant_cafe
Eggfree Cakebox,EGGFREE CAKEBOX,29.99,debit,restaurant_cafe
Zach Horridge,Zach Horridge,10.0,debit,transfer_p2p
Pollys Cottage,SQ *POLLYS COTTAGE,8.0,debit,restaurant_cafe
Flyingtiger Coventry,Flyingtiger  Coventry,1.0,debit,retail_other
Fashion World,"FASHION WORLD (VIA APPLE PAY), ON 01-10-2025",20.4,debit,catalogue_retail
Www.haringey.gov.u,WWW.HARINGEY.GOV.U  ON 14 JUL BDC,195.0,debit,council_tax
Deborah Higson,Barclays account - X Deborah Higson - SortCodeAccountNumber: 20157073151247,130.0,debit,transfer_p2p
The Community Bask Murwalls,THE COMMUNITY BASK  MURWALLS FT,167.0,debit,unclassified_other
Jtdove,WWW.JTDOVE.CO.UK,62.64,debit,home_improvement
T Beauty,T Beauty Company Ltd - SortCodeAccountNumber: 20594343035638,40.0,debit,beauty_treatment
Baileys Cafe And Sandwich,BAILEYS CAFE AND S,4.5,debit,restaurant_cafe
Kings Food And Wine,Kings Food And Win,18.49,debit,convenience_store
West Lothian Chiropractic,West Lothian Chiro,40.0,debit,health_other
A K Bean Vamoos Sept,A K BEAN          VAMOOS/SEPT SAL   VIA ONLINE - PYMT,6965.67,debit,transfer_p2p
OFF,5587 16JUL25 C    SYON OFF LICENCE  ISLEWORTH GB,6.79,debit,alcohol_beer_spirits
Templeman Retailing & Vending,Templeman Retailing & Vending Ltd,1.1,debit,confectionary
Chatai Chata,PAYPAL *CHATAI CHATA,28.06,debit,unclassified_other
Heavenly Desserts Peterbo,Heavenly desserts,9.75,debit,restaurant_cafe
Ls Mostro,LS MOSTRO  ON 04 JUL CPM,7.0,debit,unclassified_other
Ss Star City,SS Star City Birmingha Ss Star City,58.0,debit,restaurant_cafe
Cory Smith Money,Cory Smith        Money,200.0,debit,transfer_p2p
A H Geering August,A H Geering       August Expenses,8.75,debit,transfer_p2p
Skonis Ir Kvapas,SKONIS IR KVAPAS LITHUANIA AMOUNT IN EUR 12.40 ON 06 SEP VISA 1.15188 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.32 ,11.09,debit,foreign_spend_unspecified
Colour Factory,Colour Factory  ON 31 AUG CPM COLOUR FACTORY,6.0,debit,unclassified_other
Tupton Hall School,Tupton Hall School,0.93,debit,school_fees
Bb Market LTD,Bb Market Ltd,10.8,debit,groceries
Totally Wicked Barnet,TOTALLY WICKED BAR  ON 28 OCT CPM TOTALLY WICKED BARNET,6.28,debit,vaping
Abelini,ABELINI  ON 27 AUG BCC,983.0,debit,jewellery
Coagh Pharmacy,Coagh Pharmacy,7.99,debit,pharmacy
Central News Cd,CENTRAL NEWS CD 5602,7.99,debit,convenience_store
Beachcomber Cafe,BEACHCOMBER CAFE  NEWQUAY,17.2,debit,restaurant_cafe
Greenford Express Food An,Greenford express,7.79,debit,convenience_store
Dragon,ZETTLE_*DRAGON,8.4,debit,restaurant_cafe
Sip Dip Pool Bar,"SIP DIP POOL BAR (VIA APPLE PAY), 12.00 EUR RATE 0.8675/GBP, ON 01-09-2025",10.41,debit,pub_bar
Kimberley Morris Me,KIMBERLEY MORRIS  ME                VIA MOBILE - PYMT FP 10/06/25 10    59174139384935000N,150.0,debit,transfer_p2p
Mace,Contactless Payment MACE,34.15,debit,convenience_store
Dylan Clark,Dylan Clark       services,12.0,debit,transfer_p2p
Queen Arms,QUEEN ARMS  ON 11 OCT CPM,4.4,debit,pub_bar
Cafe Panda,SQ *CAFE PANDA,12.0,debit,restaurant_cafe
Red Lion Coffee,"SQ *RED LION COFFEE LI (VIA APPLE PAY), ON 01-10-2025",7.6,debit,restaurant_cafe
Cd Cromie,2913 04JUL25 CD   CROMIE PHARMACY   MORPETH GB,5.23,debit,pharmacy
Cd Newmains,4527 17JUN25 CD   NEWMAINS          NEWMAINS GB,26.79,debit,unclassified_card_spend
Coffee King Limited,PYD*COFFEE KING LI,18.35,debit,restaurant_cafe
Nmw St Fagans National Hi,Contactless Payment NMW St Fagans National Hi,7.0,debit,days_out
Jh&cs,JH&CS  ON 24 SEP CPM,6.99,debit,unclassified_other
J J Shoeworld Bullwell,3621 20JUN25 C    J J SHOEWORLD     BULLWELL GB,9.0,debit,footwear
Empowering,EMPOWERING PEOPLE 400000001606688326,375.79,debit,career_services
Blackpool Window,Blackpool Window Cleaning Ltd 39a Mayfield Ave,9.0,debit,cleaning_services
Abbottsleisurepark,NYX*AbbottsLeisure  ON 09 OCT CLP NYX*ABBOTTSLEISUREPARK,20.0,debit,days_out
Market Halls Victoria,Market Halls Victoria,20.15,debit,restaurant_cafe
Buckley Sout,SCHOOLGATEWA*BUCKL,37.95,debit,school_fees
Pepe S Piri Piri,PEPE S PIRI PIRI  ON 28 JUN CPM,9.48,debit,takeaway
C Shiraz,6490 23AUG25 C    SHIRAZ BAR        LIVERPOOL GB,12.0,debit,pub_bar
Rounders,Rounders,10.29,debit,gambling_unspecified
Argos Sleaford Inside,ARGOS SLEAFORD  ON 13 AUG CPM ARGOS SLEAFORD  INSIDE,34.99,debit,catalogue_retail
Fernovo,Fernovo,78.98,debit,payday_loan
The Bus Yard LTD,The Bus Yard Ltd,8.0,debit,restaurant_cafe
Brian Raven,Brian Raven Footy,10.0,debit,transfer_p2p
Mamie Keen,MAMIE KEEN 500000001618867247,20.0,debit,transfer_p2p
Overdale,OVERDALE LEGAL LI  252110346 STO,1.0,debit,debt_collection
The Metrodome Leisure Cd,THE METRODOME LEISURE CD 9646,9.25,debit,gym_fitness
Brand Graphics Ltdinv,Brand Graphics LtdINV25116,17073.6,debit,printing_services
Plough Way Deli,Plough Way Deli,28.35,debit,restaurant_cafe
Dwpcmsni,Dwpcmsni2012scheme - 710057497501,50.0,debit,family_services
Windsor Service Station,Windsor Service Station,20.0,debit,fuel
Kelly Williamson,Payment to KELLY WILLIAMSON 402534 32247119 2025-07-29,2500.0,debit,transfer_p2p
Bottle And Thyme,4827 03SEP25 C    LSP*BOTTLE AND    THYME             CHESTERFIELD GB,6.5,debit,restaurant_cafe
Kanwar Arbaz Ali Kifraz,Kanwar Arbaz Ali kIfraz,20.0,debit,transfer_p2p
Cool Shirtz,Cool Shirtz,87.6,debit,clothing_general
Chapel Covenience,CHAPEL COVENIENCE LTD CD 1974,22.0,debit,convenience_store
Stirling Park,8738 01SEP25      STIRLING PARK LLP GLASGOW GB,13.0,debit,debt_enforcement
Ground Lewes,SumUp  *Ground Lew,3.4,debit,restaurant_cafe
Natasha Southall,United Kingdom Account - Helen bday x Natasha Southall - SortCodeAccountNumber: 11006511198061,25.0,debit,transfer_p2p
Thushjanthan Tharm,THUSHJANTHAN THARM 300000001635353564,250.0,debit,transfer_p2p
Stockport Active,STOCKPORT ACTIVE B/ROM39307,28.0,debit,gym_fitness
C Gala Club,2104 30AUG25 C    GALA CLUB         GLOUCESTER GB,9.8,debit,gambling_bingo
Knaresborough Boroughb,KNARESBOROUGH BORO  ON 08 JUL CLP KNARESBOROUGH BOROUGHB,2.32,debit,government_services
1st Locate,1STLOCATE T/A LCS  ON 27 JUL BCC 1st Locate,20.0,debit,debt_collection
Giulio Cesare Cafe Srl,Giulio Cesare Cafe Srl,15.78,debit,restaurant_cafe
Maidstone Borough Fp,MAIDSTONE BOROUGH FP 30/09/25 30    06023345768281000N,50.0,debit,council_tax
Moor Hall Golf Cl,CLR*MOOR HALL GOLF  ON 11 AUG CPM CLR*MOOR HALL GOLF CL,8.13,debit,sports_participation
Rohid Khan Ok,rohid khan        Ok                VIA MOBILE - PYMT FP 15/08/25 10    12072146356096000N,200.0,debit,transfer_p2p
Akash Singh,AKASH SINGH  MOBILE REPAIR FT,10.0,debit,services_unspecified
Rickyard Cafe,RICKYARD CAFE,14.95,debit,restaurant_cafe
Foot Locker,FOOT LOCKER UK 435,13.99,debit,footwear
Param,Param/ *getir,24.12,debit,groceries
What Cha,PAYPAL *WHAT CHA  07807897079,21.9,debit,groceries_specialist
Neals Yard Rem...,SP NEALS YARD REM... Sp Neals Yard Rem...,27.5,debit,skin_hair_care
